[REACH] 2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB

Date/Time Generated,5/15/23 5:48 AM
Report Time Zone,America/Chicago
Account ID,1153793
Date Range,4/6/23 - 5/14/23
Campaign,Equals:2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB (29263909)
Advertiser,Equals:Consumer Small Business_UK (12387083)
MRC Accredited Metrics,None,Active View metrics are accredited only when Measurement Source = Measured
"Reporting numbers are finalized after seven days, unless communicated otherwise."

Report Fields
Country,Advertiser,Campaign,Placement,Date,Unique Reach: Impression Reach (Co-Viewed),Unique Reach: Click Reach,Unique Reach: Total Reach (Co-Viewed),Unique Reach: Average Impression Frequency (Co-Viewed)
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_CATEGORY-ODC,2023-04-16,942,-,942,3.51
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_CATEGORY-ODC,2023-04-17,1155,-,1155,3.70
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_CATEGORY-ODC,2023-04-18,1071,-,1071,3.52
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_CATEGORY-ODC,2023-04-19,911,-,911,3.61
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_CATEGORY-ODC,2023-04-20,832,-,832,3.44
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_CATEGORY-ODC,2023-04-21,774,-,774,3.48
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_CATEGORY-ODC,2023-04-22,512,-,512,3.51
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_CATEGORY-ODC,2023-04-23,1250,-,1250,3.45
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_CATEGORY-ODC,2023-04-24,762,-,762,3.47
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_CATEGORY-ODC,2023-04-25,744,0,744,3.35
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_CATEGORY-ODC,2023-04-26,775,0,775,3.36
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_CATEGORY-ODC,2023-04-27,748,0,748,3.25
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_CATEGORY-ODC,2023-04-28,593,0,593,3.65
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_CATEGORY-ODC,2023-04-29,515,-,515,3.18
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_CATEGORY-ODC,2023-04-30,598,-,598,3.11
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_CATEGORY-ODC,2023-05-01,677,-,677,3.31
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_CATEGORY-ODC,2023-05-02,761,-,761,3.27
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_CATEGORY-ODC,2023-05-03,745,0,745,3.30
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_CATEGORY-ODC,2023-05-04,758,0,758,3.84
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_CATEGORY-ODC,2023-05-05,636,0,636,3.53
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_CATEGORY-ODC,2023-05-06,1406,-,1406,3.25
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_CATEGORY-ODC,2023-05-07,1877,-,1877,3.29
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_CATEGORY-ODC,2023-05-08,1966,-,1966,3.25
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_CATEGORY-ODC,2023-05-09,2228,-,2228,3.43
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_CATEGORY-ODC,2023-05-10,2179,-,2179,3.32
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_CATEGORY-ODC,2023-05-11,1951,-,1951,3.28
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_CATEGORY-ODC,2023-05-12,1958,-,1958,3.02
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_CATEGORY-ODC,2023-05-13,1512,0,1512,2.87
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_CATEGORY-ODC,2023-05-14,1696,-,1696,2.86
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_CATEGORY-ODC-TEST,2023-04-06,1490,-,1490,3.33
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_CATEGORY-ODC-TEST,2023-04-07,1048,-,1048,3.13
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_CATEGORY-ODC-TEST,2023-04-08,925,0,925,3.12
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_CATEGORY-ODC-TEST,2023-04-09,1074,-,1074,3.21
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_CATEGORY-ODC-TEST,2023-04-10,1156,-,1156,3.21
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_CATEGORY-ODC-TEST,2023-04-11,1269,-,1269,3.05
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_CATEGORY-ODC-TEST,2023-04-12,998,0,998,3.01
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_CATEGORY-ODC-TEST,2023-04-13,1014,-,1014,3.03
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_CATEGORY-ODC-TEST,2023-04-14,989,-,989,3.36
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_CATEGORY-ODC-TEST,2023-04-15,855,-,855,3.04
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_CATEGORY-ODC-TEST,2023-04-16,942,-,942,3.06
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_CATEGORY-ODC-TEST,2023-04-17,1049,-,1049,3.21
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_CATEGORY-ODC-TEST,2023-04-18,831,-,831,3.23
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_CATEGORY-ODC-TEST,2023-04-19,835,0,835,2.97
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_CATEGORY-ODC-TEST,2023-04-20,774,0,774,3.33
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_CATEGORY-ODC-TEST,2023-04-21,645,-,645,3.51
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_CATEGORY-ODC-TEST,2023-04-22,445,0,445,2.98
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_CATEGORY-ODC-TEST,2023-04-23,973,-,973,3.10
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_CATEGORY-ODC-TEST,2023-04-24,857,-,857,3.25
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_CATEGORY-ODC-TEST,2023-04-25,616,-,616,3.04
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_CATEGORY-ODC-TEST,2023-04-26,609,-,609,2.98
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_CATEGORY-ODC-TEST,2023-04-27,582,-,582,2.97
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_CATEGORY-ODC-TEST,2023-04-28,489,-,489,3.21
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_CATEGORY-ODC-TEST,2023-04-29,433,0,433,2.90
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_CATEGORY-ODC-TEST,2023-04-30,551,-,551,3.00
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_CATEGORY-ODC-TEST,2023-05-01,596,-,596,2.92
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_CATEGORY-ODC-TEST,2023-05-02,520,-,520,2.98
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_CATEGORY-ODC-TEST,2023-05-03,538,0,538,3.16
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_CATEGORY-ODC-TEST,2023-05-04,496,-,496,3.08
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_CATEGORY-ODC-TEST,2023-05-05,444,-,444,2.77
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_HOMEPAGE-ODC,2023-04-06,1215,-,1215,3.77
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_HOMEPAGE-ODC,2023-04-07,914,-,914,3.55
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_HOMEPAGE-ODC,2023-04-08,919,-,919,3.38
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_HOMEPAGE-ODC,2023-04-09,1101,-,1101,3.37
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_HOMEPAGE-ODC,2023-04-10,1168,-,1168,3.65
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_HOMEPAGE-ODC,2023-04-11,1194,-,1194,3.74
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_HOMEPAGE-ODC,2023-04-12,1051,-,1051,3.57
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_HOMEPAGE-ODC,2023-04-13,999,0,999,3.64
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_HOMEPAGE-ODC,2023-04-14,841,-,841,3.52
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_HOMEPAGE-ODC,2023-04-15,738,-,738,3.44
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_HOMEPAGE-ODC,2023-04-16,944,-,944,3.49
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_HOMEPAGE-ODC,2023-04-17,1054,-,1054,3.53
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_HOMEPAGE-ODC,2023-04-18,985,0,985,3.57
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_HOMEPAGE-ODC,2023-04-19,826,0,826,3.44
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_HOMEPAGE-ODC,2023-04-20,848,-,848,3.63
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_HOMEPAGE-ODC,2023-04-21,802,0,802,3.91
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_HOMEPAGE-ODC,2023-04-22,614,-,614,3.80
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_HOMEPAGE-ODC,2023-04-23,1124,-,1124,3.86
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_HOMEPAGE-ODC,2023-04-24,1218,-,1218,4.12
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_HOMEPAGE-ODC,2023-04-25,1240,-,1240,3.72
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_HOMEPAGE-ODC,2023-04-26,1180,-,1180,3.68
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_HOMEPAGE-ODC,2023-04-27,1282,-,1282,3.77
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_HOMEPAGE-ODC,2023-04-28,1226,-,1226,3.66
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_HOMEPAGE-ODC,2023-04-29,1153,-,1153,3.41
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_HOMEPAGE-ODC,2023-04-30,1214,-,1214,3.84
United Kingdom,Consumer Small Business_UK,2024_AO_UK_CSBO-CSB_BSP_DISPLAY-DCO_RETARGETING_CSB,DV360_RETARGET-1PD RETARGET_DCO-DISPLAY_300x250_DCPM_INTEL CCF_STD_FY24AO_NA_UK CSB_HOMEPAGE-ODC,2023-05-01,1369,-,1369,3.70
