,Audience Type,Fiscal Quarter,Fiscal Week Year,Country,BU,Audience Source,ID Provider,Audience Source Final,Impressions,Clicks,Spend,Net Rev,HVE
7334,3PD,2024-Q4,2024-W42,Japan,CSB,0,0,0,0.0,1886.0,0.0,18331.173416408,0.0
7335,3PD,2024-Q4,2024-W42,Malaysia,B2B,0,0,0,0.0,0.0,0.0,83326.76299999999,0.0
7336,3PD,2024-Q4,2024-W42,Malaysia,B2B,AIQ CRM,The Trade Desk,AIQ CRM,0.0,0.0,0.0,0.0,0.0
7337,3PD,2024-Q4,2024-W42,Malaysia,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
7338,3PD,2024-Q4,2024-W42,Malaysia,CSB,0,0,0,4097245.0,70119.0,5191.762535312,88276.947856421,0.0
7339,3PD,2024-Q4,2024-W42,Mexico,B2B,0,0,0,2428474.0,205837.0,5297.735394,0.0,743.0
7340,3PD,2024-Q4,2024-W42,Mexico,B2B,0,0,0,20585383.0,211213.0,26297.529944,0.0,652.0
7341,3PD,2024-Q4,2024-W42,Netherlands,B2B,0,0,0,1050860.0,2364.0,5926.630916409,743201.949,443.0
7342,3PD,2024-Q4,2024-W42,Netherlands,B2B,0,0,0,168623.0,451.0,1612.189998,68237.206,1606.0
7343,3PD,2024-Q4,2024-W42,Netherlands,CSB,0,0,0,3368889.0,28634.0,18228.841537589,233393.52477712798,0.0
7344,3PD,2024-Q4,2024-W42,New Zealand,CSB,0,0,0,0.0,3.0,0.0,7516.58259,0.0
7345,3PD,2024-Q4,2024-W42,Norway,B2B,0,0,0,11800.0,49.0,1245.540003,0.0,0.0
7346,3PD,2024-Q4,2024-W42,Singapore,B2B,0,0,0,3.0,0.0,0.0,0.0,0.0
7347,3PD,2024-Q4,2024-W42,Singapore,B2B,0,0,0,1503209.0,1910.0,4355.50014,81122.96800000001,8654.0
7348,3PD,2024-Q4,2024-W42,Singapore,B2B,0,The Trade Desk,The Trade Desk,386805.0,905.0,0.0,0.0,152.0
7349,3PD,2024-Q4,2024-W42,Singapore,B2B,AIQ CRM,AIQ CRM,AIQ CRM,0.0,0.0,0.0,0.0,18.0
7350,3PD,2024-Q4,2024-W42,Singapore,B2B,AIQ CRM,The Trade Desk,AIQ CRM,227486.0,91.0,0.0,776.536,112.0
7351,3PD,2024-Q4,2024-W42,Singapore,CSB,0,0,0,0.0,1.0,0.0,0.0,0.0
7352,3PD,2024-Q4,2024-W42,Singapore,CSB,0,0,0,5319527.0,32568.0,16992.079951146,83777.19993189501,0.0
7353,3PD,2024-Q4,2024-W42,South Africa,B2B,0,0,0,33168.0,228.0,1542.015,0.0,6.0
7354,3PD,2024-Q4,2024-W42,Spain,B2B,0,0,0,557534.0,581.0,3723.858677282,58138.108,409.0
7355,3PD,2024-Q4,2024-W42,Spain,B2B,0,0,0,105189.0,378.0,1559.010002,39260.74,1184.0
7356,3PD,2024-Q4,2024-W42,Spain,CSB,0,0,0,258.0,16747.0,0.0,308599.183843579,0.0
7357,3PD,2024-Q4,2024-W42,Sweden,B2B,0,0,0,239899.0,402.0,2810.216626492,213355.335,263.0
7358,3PD,2024-Q4,2024-W42,Sweden,B2B,0,0,0,83426.0,307.0,1560.390002,122900.321,345.0
7359,3PD,2024-Q4,2024-W42,Switzerland,B2B,0,0,0,680534.0,1253.0,5058.043302121,258218.911,176.0
7360,3PD,2024-Q4,2024-W42,Switzerland,B2B,0,0,0,62395.0,272.0,0.0,2612.221,425.0
7361,3PD,2024-Q4,2024-W42,Switzerland,CSB,0,0,0,1572486.0,8786.0,3003.2500629180004,97692.098430241,0.0
7362,3PD,2024-Q4,2024-W42,United Kingdom,B2B,0,0,0,601485.0,831.0,5090.649764438,1031477.7609999999,3131.0
7363,3PD,2024-Q4,2024-W42,United Kingdom,B2B,0,0,0,887698.0,1867.0,7083.604031448,331220.44299999997,8480.0
7364,3PD,2024-Q4,2024-W42,United Kingdom,CSB,0,0,0,42903240.0,212464.0,40945.327553781004,2716409.952210856,0.0
7365,3PD,2024-Q4,2024-W42,United Kingdom,CSB,0,Permutive,Permutive,0.0,0.0,0.0,0.0,0.0
7366,3PD,2024-Q4,2024-W42,United States,B2B,0,0,0,13086197.0,26274.0,92959.556853027,2057555.869,108826.0
7367,3PD,2024-Q4,2024-W42,United States,B2B,0,0,0,59224722.0,58658.0,331503.444123018,7379748.238,176304.0
7368,3PD,2024-Q4,2024-W42,United States,B2B,Liveramp,Liveramp,Liveramp,2.0,0.0,0.0,0.0,42.0
7369,3PD,2024-Q4,2024-W42,United States,B2B,Oracle,Oracle,Oracle,799258.0,461.0,6050.439999998,130327.82999999999,3315.0
7370,3PD,2024-Q4,2024-W42,United States,CSB,0,0,0,79324616.0,640493.0,387328.047351998,564562.09,0.0
7371,3PD,2024-Q4,2024-W42,United States,CSB,0,0,0,170596391.0,570681.0,1302854.2342451313,1016493.36,0.0
7372,3PD,2024-Q4,2024-W42,United States,CSB,0,Permutive,Permutive,384953.0,228.0,2209.6320729999998,3289.02,0.0
7373,3PD,2024-Q4,2024-W42,United States,CSB,0,The Trade Desk,The Trade Desk,3660627.0,2191.0,71110.967033501,0.0,0.0
7374,3PD,2024-Q4,2024-W42,United States,CSB,Liveramp,Liveramp,Liveramp,81495.0,3.0,585.26211584,1366.63,0.0
7375,3PD,2024-Q4,2024-W42,United States,CSB,Liveramp,The Trade Desk,Liveramp,1214602.0,424.0,10147.536688924,6686.969999999999,0.0
7376,3PD,2024-Q4,2024-W42,United States,CSB,Neustar,The Trade Desk,Neustar,1248342.0,123.0,20384.784833635,8728.210000000001,0.0
7377,3PD,2024-Q4,2024-W42,United States,CSB,The Trade Desk,The Trade Desk,The Trade Desk,5.0,0.0,0.0,0.0,0.0
7378,3PD,2024-Q4,2024-W43,Australia,B2B,0,0,0,265454.0,124.0,999.881225,4448.489,969.0
7379,3PD,2024-Q4,2024-W43,Australia,B2B,0,0,0,2031673.0,1697.0,7391.295214,829769.165,6351.0
7380,3PD,2024-Q4,2024-W43,Australia,B2B,0,The Trade Desk,The Trade Desk,1107263.0,3194.0,0.0,42854.334,468.0
7381,3PD,2024-Q4,2024-W43,Australia,B2B,AIQ CRM,AIQ CRM,AIQ CRM,0.0,0.0,0.0,0.0,9.0
7382,3PD,2024-Q4,2024-W43,Australia,B2B,AIQ CRM,The Trade Desk,AIQ CRM,406918.0,212.0,0.0,0.0,221.0
7383,3PD,2024-Q4,2024-W43,Australia,CSB,0,0,0,821725.0,2903.0,2314.661649904,27658.775550000002,0.0
7384,3PD,2024-Q4,2024-W43,Australia,CSB,0,0,0,30396414.0,122413.0,107050.616462772,904127.901511577,0.0
7385,3PD,2024-Q4,2024-W43,Australia,CSB,0,LiveRamp,LiveRamp,0.0,0.0,0.0,0.0,0.0
7386,3PD,2024-Q4,2024-W43,Australia,CSB,0,Permutive,Permutive,1.0,1.0,0.00223,0.0,0.0
7387,3PD,2024-Q4,2024-W43,Austria,B2B,0,0,0,27078.0,190.0,1208.25,0.0,9.0
7388,3PD,2024-Q4,2024-W43,Belgium,B2B,0,0,0,53128.0,334.0,2336.67,0.0,26.0
7389,3PD,2024-Q4,2024-W43,Belgium,B2B,0,0,0,76985.0,165.0,0.0,0.0,19.0
7390,3PD,2024-Q4,2024-W43,Brazil,B2B,0,0,0,4823577.0,289996.0,5726.883849,0.0,3394.0
7391,3PD,2024-Q4,2024-W43,Brazil,B2B,0,0,0,6394593.0,355704.0,10949.9217,0.0,3640.0
7392,3PD,2024-Q4,2024-W43,Canada,B2B,0,0,0,186642.0,1387.0,1822.0146866498,0.0,529.0
7393,3PD,2024-Q4,2024-W43,Canada,B2B,0,0,0,4024886.0,3210.0,6424.7890580018,245728.056,9397.0
7394,3PD,2024-Q4,2024-W43,Canada,B2B,Liveramp,Liveramp,Liveramp,21262.0,5.0,98.12020132740001,1248.419,208.0
7395,3PD,2024-Q4,2024-W43,Canada,CSB,0,0,0,22551204.0,80839.0,78614.9629688993,141685.66,0.0
7396,3PD,2024-Q4,2024-W43,Canada,CSB,0,0,0,59885686.0,168111.0,203259.584612751,127433.48,0.0
7397,3PD,2024-Q4,2024-W43,Canada,CSB,0,The Trade Desk,The Trade Desk,1435334.0,1988.0,23655.3748128722,0.0,0.0
7398,3PD,2024-Q4,2024-W43,Canada,CSB,Liveramp,The Trade Desk,Liveramp,24775.0,0.0,554.7180958654,0.0,0.0
7399,3PD,2024-Q4,2024-W43,Canada,CSB,The Trade Desk,The Trade Desk,The Trade Desk,267723.0,3.0,6295.3124843814,0.0,0.0
7400,3PD,2024-Q4,2024-W43,France,B2B,0,0,0,873339.0,454.0,3962.924474237,3776686.719,1114.0
7401,3PD,2024-Q4,2024-W43,France,B2B,0,0,0,1995384.0,2937.0,5687.3718652590005,147438.886,2495.0
7402,3PD,2024-Q4,2024-W43,France,CSB,0,0,0,50583670.0,120856.0,36202.216249034,1342870.164724583,0.0
7403,3PD,2024-Q4,2024-W43,Germany,B2B,0,0,0,1627993.0,888.0,6397.844184592,662615.96,1474.0
7404,3PD,2024-Q4,2024-W43,Germany,B2B,0,0,0,2526756.0,3975.0,8998.713075579,712721.043,3236.0
7405,3PD,2024-Q4,2024-W43,Germany,CSB,0,0,0,29243341.0,99263.0,53291.850214103004,1607643.74364988,0.0
7406,3PD,2024-Q4,2024-W43,India,B2B,0,0,0,2.0,0.0,0.0,0.0,0.0
7407,3PD,2024-Q4,2024-W43,India,B2B,0,0,0,2583168.0,52744.0,6898.853065,334344.45999999996,9302.0
7408,3PD,2024-Q4,2024-W43,India,B2B,0,The Trade Desk,The Trade Desk,791291.0,2787.0,0.0,0.0,507.0
7409,3PD,2024-Q4,2024-W43,India,B2B,AIQ CRM,AIQ CRM,AIQ CRM,0.0,0.0,0.0,0.0,37.0
7410,3PD,2024-Q4,2024-W43,India,B2B,AIQ CRM,The Trade Desk,AIQ CRM,405136.0,348.0,0.0,0.0,174.0
7411,3PD,2024-Q4,2024-W43,India,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
7412,3PD,2024-Q4,2024-W43,India,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
7413,3PD,2024-Q4,2024-W43,Ireland,B2B,0,0,0,35063.0,171.0,1692.405,0.0,20.0
7414,3PD,2024-Q4,2024-W43,Ireland,B2B,0,0,0,130510.0,358.0,3320.410001,239.739,64.0
7415,3PD,2024-Q4,2024-W43,Italy,B2B,0,0,0,98020.0,554.0,4310.569999,0.0,25.0
7416,3PD,2024-Q4,2024-W43,Italy,B2B,0,0,0,88613.0,242.0,1547.292084,1941.469,18.0
7417,3PD,2024-Q4,2024-W43,Japan,B2B,0,0,0,0.0,0.0,0.0,0.0,0.0
7418,3PD,2024-Q4,2024-W43,Japan,B2B,0,0,0,4574433.0,17696.0,11883.241373,201114.061,14839.0
7419,3PD,2024-Q4,2024-W43,Japan,B2B,0,The Trade Desk,The Trade Desk,3631281.0,7160.0,0.0,7419.773999999999,2857.0
7420,3PD,2024-Q4,2024-W43,Japan,B2B,AIQ CRM,AIQ CRM,AIQ CRM,0.0,0.0,0.0,3073.728,42.0
7421,3PD,2024-Q4,2024-W43,Japan,B2B,AIQ CRM,The Trade Desk,AIQ CRM,293871.0,263.0,0.0,4877.456,293.0
7422,3PD,2024-Q4,2024-W43,Japan,CSB,0,0,0,0.0,1748.0,0.0,8505.614399445,0.0
7423,3PD,2024-Q4,2024-W43,Malaysia,B2B,0,0,0,0.0,0.0,0.0,48584.621,0.0
7424,3PD,2024-Q4,2024-W43,Malaysia,B2B,AIQ CRM,The Trade Desk,AIQ CRM,0.0,0.0,0.0,2124.707,0.0
7425,3PD,2024-Q4,2024-W43,Malaysia,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
7426,3PD,2024-Q4,2024-W43,Malaysia,CSB,0,0,0,4664433.0,64642.0,5698.582114366,45108.284047334,0.0
7427,3PD,2024-Q4,2024-W43,Mexico,B2B,0,0,0,2437792.0,196250.0,4809.1028799999995,0.0,456.0
7428,3PD,2024-Q4,2024-W43,Mexico,B2B,0,0,0,10095891.0,152164.0,7981.803722,328.008,799.0
7429,3PD,2024-Q4,2024-W43,Netherlands,B2B,0,0,0,1393784.0,2732.0,7365.438452022,394538.513,403.0
7430,3PD,2024-Q4,2024-W43,Netherlands,B2B,0,0,0,155901.0,355.0,1617.710001,36539.748,624.0
7431,3PD,2024-Q4,2024-W43,Netherlands,CSB,0,0,0,4608220.0,36537.0,18053.702447570002,185415.830842598,0.0
7432,3PD,2024-Q4,2024-W43,New Zealand,CSB,0,0,0,0.0,5.0,0.0,0.0,0.0
7433,3PD,2024-Q4,2024-W43,Norway,B2B,0,0,0,11488.0,45.0,1246.910001,0.0,0.0
7434,3PD,2024-Q4,2024-W43,Singapore,B2B,0,0,0,2.0,0.0,0.0,0.0,0.0
7435,3PD,2024-Q4,2024-W43,Singapore,B2B,0,0,0,1709410.0,2042.0,4030.390845,124408.368,7100.0
7436,3PD,2024-Q4,2024-W43,Singapore,B2B,0,The Trade Desk,The Trade Desk,355902.0,803.0,0.0,35047.27,178.0
7437,3PD,2024-Q4,2024-W43,Singapore,B2B,AIQ CRM,AIQ CRM,AIQ CRM,0.0,0.0,0.0,0.0,2.0
7438,3PD,2024-Q4,2024-W43,Singapore,B2B,AIQ CRM,The Trade Desk,AIQ CRM,246486.0,104.0,0.0,0.0,116.0
7439,3PD,2024-Q4,2024-W43,Singapore,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
7440,3PD,2024-Q4,2024-W43,Singapore,CSB,0,0,0,5522150.0,32046.0,18812.266974094,81386.559089217,0.0
7441,3PD,2024-Q4,2024-W43,South Africa,B2B,0,0,0,32269.0,282.0,1545.57,0.0,0.0
7442,3PD,2024-Q4,2024-W43,Spain,B2B,0,0,0,686495.0,525.0,3848.758537021,113120.413,289.0
7443,3PD,2024-Q4,2024-W43,Spain,B2B,0,0,0,108687.0,314.0,1556.530003,14083.005,499.0
7444,3PD,2024-Q4,2024-W43,Spain,CSB,0,0,0,254.0,15514.0,0.0,147541.55829916202,0.0
7445,3PD,2024-Q4,2024-W43,Sweden,B2B,0,0,0,356251.0,471.0,2955.701522245,115942.126,223.0
7446,3PD,2024-Q4,2024-W43,Sweden,B2B,0,0,0,80862.0,206.0,1558.246606,7177.1,126.0
7447,3PD,2024-Q4,2024-W43,Sweden,CSB,0,0,0,0.0,1.0,0.0,0.0,0.0
7448,3PD,2024-Q4,2024-W43,Switzerland,B2B,0,0,0,724625.0,1082.0,5099.970021878,253210.072,146.0
7449,3PD,2024-Q4,2024-W43,Switzerland,B2B,0,0,0,67913.0,156.0,0.0,246.755,172.0
7450,3PD,2024-Q4,2024-W43,Switzerland,CSB,0,0,0,1806884.0,7493.0,3624.1801536890002,116970.775258981,0.0
7451,3PD,2024-Q4,2024-W43,United Kingdom,B2B,0,0,0,1079794.0,859.0,5758.759851288,1465261.757,2559.0
7452,3PD,2024-Q4,2024-W43,United Kingdom,B2B,0,0,0,1646122.0,2315.0,10048.709739244001,439250.31700000004,4601.0
7453,3PD,2024-Q4,2024-W43,United Kingdom,CSB,0,0,0,29747600.0,158939.0,48993.919602996,2137742.026448397,0.0
7454,3PD,2024-Q4,2024-W43,United Kingdom,CSB,0,Permutive,Permutive,0.0,0.0,0.0,0.0,0.0
7455,3PD,2024-Q4,2024-W43,United States,B2B,0,0,0,6497698.0,14099.0,51185.103907983,3226829.5470000003,80599.0
7456,3PD,2024-Q4,2024-W43,United States,B2B,0,0,0,43817466.0,39256.0,298018.337157962,13502738.148,158517.0
7457,3PD,2024-Q4,2024-W43,United States,B2B,Liveramp,Liveramp,Liveramp,1.0,0.0,0.0,0.0,4.0
7458,3PD,2024-Q4,2024-W43,United States,B2B,Oracle,Oracle,Oracle,473931.0,256.0,3302.280000023,149230.99000000002,2822.0
7459,3PD,2024-Q4,2024-W43,United States,CSB,0,0,0,92774708.0,712893.0,438133.116848,850989.03,0.0
7460,3PD,2024-Q4,2024-W43,United States,CSB,0,0,0,180549340.0,654248.0,1390740.1047974904,1272204.41,0.0
7461,3PD,2024-Q4,2024-W43,United States,CSB,0,Permutive,Permutive,430054.0,264.0,2477.479628,3252.06,0.0
7462,3PD,2024-Q4,2024-W43,United States,CSB,0,The Trade Desk,The Trade Desk,3291175.0,1805.0,69894.87916051,0.0,0.0
7463,3PD,2024-Q4,2024-W43,United States,CSB,Liveramp,Liveramp,Liveramp,99729.0,7.0,651.0263042299999,2958.94,0.0
7464,3PD,2024-Q4,2024-W43,United States,CSB,Liveramp,The Trade Desk,Liveramp,1375181.0,375.0,11421.229860094,6884.639999999999,0.0
7465,3PD,2024-Q4,2024-W43,United States,CSB,Neustar,The Trade Desk,Neustar,1631707.0,79.0,26870.971308055,2274.14,0.0
7466,3PD,2024-Q4,2024-W43,United States,CSB,The Trade Desk,The Trade Desk,The Trade Desk,2.0,0.0,0.0,0.0,0.0
7467,3PD,2024-Q4,2024-W44,Australia,B2B,0,0,0,232010.0,161.0,795.227507,33395.704,613.0
7468,3PD,2024-Q4,2024-W44,Australia,B2B,0,0,0,2160565.0,1717.0,6615.495513,512208.75800000003,4045.0
7469,3PD,2024-Q4,2024-W44,Australia,B2B,0,The Trade Desk,The Trade Desk,991073.0,2773.0,0.0,415.044,312.0
7470,3PD,2024-Q4,2024-W44,Australia,B2B,AIQ CRM,AIQ CRM,AIQ CRM,0.0,0.0,0.0,0.0,5.0
7471,3PD,2024-Q4,2024-W44,Australia,B2B,AIQ CRM,The Trade Desk,AIQ CRM,388754.0,92.0,0.0,7195.377,132.0
7472,3PD,2024-Q4,2024-W44,Australia,CSB,0,0,0,27.0,792.0,0.0,578.76861,0.0
7473,3PD,2024-Q4,2024-W44,Australia,CSB,0,0,0,5317615.0,30741.0,16529.406321298,246781.788509857,0.0
7474,3PD,2024-Q4,2024-W44,Australia,CSB,0,LiveRamp,LiveRamp,0.0,0.0,0.0,0.0,0.0
7475,3PD,2024-Q4,2024-W44,Australia,CSB,0,Permutive,Permutive,97825.0,119.0,218.14975,0.0,0.0
7476,3PD,2024-Q4,2024-W44,Austria,B2B,0,0,0,26934.0,169.0,1225.9799999999998,0.0,13.0
7477,3PD,2024-Q4,2024-W44,Belgium,B2B,0,0,0,69952.0,1065.0,3144.2400000000002,0.0,11.0
7478,3PD,2024-Q4,2024-W44,Belgium,B2B,0,0,0,62157.0,78.0,0.0,0.0,16.0
7479,3PD,2024-Q4,2024-W44,Brazil,B2B,0,0,0,4485205.0,211030.0,4104.587172,0.0,2193.0
7480,3PD,2024-Q4,2024-W44,Brazil,B2B,0,0,0,6531834.0,321390.0,5133.060996,0.0,1801.0
7481,3PD,2024-Q4,2024-W44,Canada,B2B,0,0,0,225450.0,1153.0,1845.8010489117,0.0,273.0
7482,3PD,2024-Q4,2024-W44,Canada,B2B,0,0,0,4571628.0,2088.0,6302.0888397902,2169348.5799999996,5467.0
7483,3PD,2024-Q4,2024-W44,Canada,B2B,Liveramp,Liveramp,Liveramp,15726.0,13.0,82.2239836501,0.0,75.0
7484,3PD,2024-Q4,2024-W44,Canada,CSB,0,0,0,15626805.0,66325.0,46470.4086945183,37081.31,0.0
7485,3PD,2024-Q4,2024-W44,Canada,CSB,0,0,0,44777732.0,139421.0,139757.156590367,41091.22,0.0
7486,3PD,2024-Q4,2024-W44,Canada,CSB,0,Permutive,Permutive,0.0,0.0,0.0,0.0,0.0
7487,3PD,2024-Q4,2024-W44,Canada,CSB,0,The Trade Desk,The Trade Desk,889688.0,1281.0,14625.410857192901,0.0,0.0
7488,3PD,2024-Q4,2024-W44,Canada,CSB,Liveramp,The Trade Desk,Liveramp,15052.0,0.0,323.24705580010004,0.0,0.0
7489,3PD,2024-Q4,2024-W44,Canada,CSB,The Trade Desk,The Trade Desk,The Trade Desk,152689.0,0.0,3646.8798514756,0.0,0.0
7490,3PD,2024-Q4,2024-W44,France,B2B,0,0,0,870006.0,470.0,3903.957137372,2879882.415,896.0
7491,3PD,2024-Q4,2024-W44,France,B2B,0,0,0,3386899.0,5763.0,7044.595140588,236093.528,1705.0
7492,3PD,2024-Q4,2024-W44,France,CSB,0,0,0,23571314.0,55296.0,8309.086042347,1015125.180754163,0.0
7493,3PD,2024-Q4,2024-W44,Germany,B2B,0,0,0,1659986.0,938.0,6725.261216921,872894.972,1042.0
7494,3PD,2024-Q4,2024-W44,Germany,B2B,0,0,0,4435923.0,8092.0,12916.248656632,1202568.859,2026.0
7495,3PD,2024-Q4,2024-W44,Germany,CSB,0,0,0,14983926.0,52172.0,28507.250808880002,600199.65938518,0.0
7496,3PD,2024-Q4,2024-W44,India,B2B,0,0,0,0.0,0.0,0.0,0.0,0.0
7497,3PD,2024-Q4,2024-W44,India,B2B,0,0,0,2441111.0,65470.0,5846.686891,213919.71600000001,7546.0
7498,3PD,2024-Q4,2024-W44,India,B2B,0,The Trade Desk,The Trade Desk,871020.0,2855.0,0.0,0.0,553.0
7499,3PD,2024-Q4,2024-W44,India,B2B,AIQ CRM,AIQ CRM,AIQ CRM,0.0,0.0,0.0,0.0,1.0
7500,3PD,2024-Q4,2024-W44,India,B2B,AIQ CRM,The Trade Desk,AIQ CRM,381477.0,366.0,0.0,0.0,182.0
7501,3PD,2024-Q4,2024-W44,India,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
7502,3PD,2024-Q4,2024-W44,India,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
7503,3PD,2024-Q4,2024-W44,Ireland,B2B,0,0,0,34102.0,169.0,1642.545,1080.518,15.0
7504,3PD,2024-Q4,2024-W44,Ireland,B2B,0,0,0,138206.0,285.0,3351.3799989999998,750.329,33.0
7505,3PD,2024-Q4,2024-W44,Italy,B2B,0,0,0,95052.0,635.0,4217.634997,0.0,15.0
7506,3PD,2024-Q4,2024-W44,Italy,B2B,0,0,0,84845.0,207.0,1538.280826,0.0,5.0
7507,3PD,2024-Q4,2024-W44,Japan,B2B,0,0,0,0.0,0.0,0.0,0.0,0.0
7508,3PD,2024-Q4,2024-W44,Japan,B2B,0,0,0,4202761.0,13569.0,10017.629581,277915.82,10796.0
7509,3PD,2024-Q4,2024-W44,Japan,B2B,0,The Trade Desk,The Trade Desk,3428185.0,7811.0,0.0,24355.297,2674.0
7510,3PD,2024-Q4,2024-W44,Japan,B2B,AIQ CRM,AIQ CRM,AIQ CRM,0.0,0.0,0.0,0.0,5.0
7511,3PD,2024-Q4,2024-W44,Japan,B2B,AIQ CRM,The Trade Desk,AIQ CRM,263041.0,197.0,0.0,5638.208,234.0
7512,3PD,2024-Q4,2024-W44,Japan,CSB,0,0,0,0.0,1558.0,0.0,13859.27310488,0.0
7513,3PD,2024-Q4,2024-W44,Malaysia,B2B,0,0,0,0.0,0.0,0.0,67697.815,0.0
7514,3PD,2024-Q4,2024-W44,Malaysia,B2B,AIQ CRM,The Trade Desk,AIQ CRM,0.0,0.0,0.0,963.279,0.0
7515,3PD,2024-Q4,2024-W44,Malaysia,CSB,0,0,0,0.0,1.0,0.0,0.0,0.0
7516,3PD,2024-Q4,2024-W44,Malaysia,CSB,0,0,0,7210901.0,53239.0,8461.825493442,45087.362502899,0.0
7517,3PD,2024-Q4,2024-W44,Mexico,B2B,0,0,0,2288075.0,197914.0,3965.852762,0.0,460.0
7518,3PD,2024-Q4,2024-W44,Mexico,B2B,0,0,0,7204525.0,270561.0,7905.222307,27294.149,1000.0
7519,3PD,2024-Q4,2024-W44,Netherlands,B2B,0,0,0,1363241.0,3497.0,7767.140697458999,313604.805,337.0
7520,3PD,2024-Q4,2024-W44,Netherlands,B2B,0,0,0,132910.0,236.0,1617.190002,49471.002,73.0
7521,3PD,2024-Q4,2024-W44,Netherlands,CSB,0,0,0,607304.0,6383.0,0.0,144395.854281115,0.0
7522,3PD,2024-Q4,2024-W44,New Zealand,CSB,0,0,0,0.0,34.0,0.0,0.0,0.0
7523,3PD,2024-Q4,2024-W44,Norway,B2B,0,0,0,11748.0,37.0,1245.799999,0.0,0.0
7524,3PD,2024-Q4,2024-W44,Singapore,B2B,0,0,0,0.0,0.0,0.0,0.0,0.0
7525,3PD,2024-Q4,2024-W44,Singapore,B2B,0,0,0,1568144.0,1788.0,3648.308926,251436.766,5938.0
7526,3PD,2024-Q4,2024-W44,Singapore,B2B,0,The Trade Desk,The Trade Desk,346661.0,567.0,0.0,6526.013,191.0
7527,3PD,2024-Q4,2024-W44,Singapore,B2B,AIQ CRM,AIQ CRM,AIQ CRM,0.0,0.0,0.0,0.0,0.0
7528,3PD,2024-Q4,2024-W44,Singapore,B2B,AIQ CRM,The Trade Desk,AIQ CRM,245498.0,89.0,0.0,0.0,87.0
7529,3PD,2024-Q4,2024-W44,Singapore,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
7530,3PD,2024-Q4,2024-W44,Singapore,CSB,0,0,0,4674364.0,25650.0,14220.069960248,28149.117794152,0.0
7531,3PD,2024-Q4,2024-W44,South Africa,B2B,0,0,0,31915.0,169.0,1499.94,0.0,2.0
7532,3PD,2024-Q4,2024-W44,Spain,B2B,0,0,0,672897.0,521.0,3773.855586784,65457.299,193.0
7533,3PD,2024-Q4,2024-W44,Spain,B2B,0,0,0,104503.0,216.0,1563.6100020000001,0.0,38.0
7534,3PD,2024-Q4,2024-W44,Spain,CSB,0,0,0,215.0,6005.0,0.0,37821.020701059,0.0
7535,3PD,2024-Q4,2024-W44,Sweden,B2B,0,0,0,417223.0,650.0,2988.650971903,145792.287,226.0
7536,3PD,2024-Q4,2024-W44,Sweden,B2B,0,0,0,64018.0,122.0,1560.21,0.0,33.0
7537,3PD,2024-Q4,2024-W44,Sweden,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
7538,3PD,2024-Q4,2024-W44,Switzerland,B2B,0,0,0,637103.0,1067.0,5091.349183069,274380.313,140.0
7539,3PD,2024-Q4,2024-W44,Switzerland,B2B,0,0,0,53069.0,60.0,0.0,483.484,14.0
7540,3PD,2024-Q4,2024-W44,Switzerland,CSB,0,0,0,1893196.0,3116.0,3634.705182057,51067.673746216,0.0
7541,3PD,2024-Q4,2024-W44,United Kingdom,B2B,0,0,0,1227386.0,874.0,6532.463541809,1431307.271,2027.0
7542,3PD,2024-Q4,2024-W44,United Kingdom,B2B,0,0,0,3410350.0,4160.0,15581.446430501,761290.579,3095.0
7543,3PD,2024-Q4,2024-W44,United Kingdom,CSB,0,0,0,10959362.0,86440.0,9450.186726497,919328.415967898,0.0
7544,3PD,2024-Q4,2024-W44,United States,B2B,0,0,0,7277287.0,12697.0,41499.935670958,3722635.56,42016.0
7545,3PD,2024-Q4,2024-W44,United States,B2B,0,0,0,55811282.0,40546.0,281939.823649045,14092427.492,98344.0
7546,3PD,2024-Q4,2024-W44,United States,B2B,Liveramp,Liveramp,Liveramp,0.0,0.0,0.0,0.0,1.0
7547,3PD,2024-Q4,2024-W44,United States,B2B,Oracle,Oracle,Oracle,491761.0,239.0,3635.600000009,70954.38,1261.0
7548,3PD,2024-Q4,2024-W44,United States,CSB,0,0,0,47104053.0,245989.0,276754.908564,597045.46,0.0
7549,3PD,2024-Q4,2024-W44,United States,CSB,0,0,0,138152951.0,315485.0,906251.4098058835,691150.88,0.0
7550,3PD,2024-Q4,2024-W44,United States,CSB,0,Permutive,Permutive,351975.0,195.0,2033.8972239999998,3298.99,0.0
7551,3PD,2024-Q4,2024-W44,United States,CSB,0,The Trade Desk,The Trade Desk,2912042.0,1579.0,67270.96275958899,0.0,0.0
7552,3PD,2024-Q4,2024-W44,United States,CSB,Liveramp,Liveramp,Liveramp,49692.0,2.0,303.54501915000003,4892.95,0.0
7553,3PD,2024-Q4,2024-W44,United States,CSB,Liveramp,The Trade Desk,Liveramp,850230.0,328.0,7509.456241524,2768.9300000000003,0.0
