,Audience Type,Fiscal Quarter,Fiscal Week Year,Country,BU,Audience Source,ID Provider,Audience Source Final,Impressions,Clicks,Spend,Net Rev,HVE
0,1PD,2023-Q3,2023-W27,Australia,B2B,0,0,0,119098.0,133.0,766.416204,258781.74799999996,4132.0
1,1PD,2023-Q3,2023-W27,Canada,B2B,0,0,0,1648695.0,636.0,5022.5653215318,529281.385,21488.0
2,1PD,2023-Q3,2023-W27,Canada,CSB,0,0,0,11956762.0,8638.0,55702.9938671058,180301.96,0.0
3,1PD,2023-Q3,2023-W27,Canada,CSB,0,0,0,1348280.0,463.0,3576.1140640399,8189.91,0.0
4,1PD,2023-Q3,2023-W27,France,CSB,0,0,0,0.0,0.0,0.0,2773.162800449,0.0
5,1PD,2023-Q3,2023-W27,France,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
6,1PD,2023-Q3,2023-W27,Germany,CSB,0,0,0,0.0,0.0,0.0,183.345652162,0.0
7,1PD,2023-Q3,2023-W27,Germany,CSB,0,0,0,0.0,0.0,0.0,12699.697791214,0.0
8,1PD,2023-Q3,2023-W27,India,B2B,0,0,0,285802.0,272.0,758.72012,8825.873,14451.0
9,1PD,2023-Q3,2023-W27,India,CSB,0,0,0,1.0,0.0,0.0,1040.440214797,0.0
10,1PD,2023-Q3,2023-W27,Japan,B2B,0,0,0,252458.0,228.0,1522.0078832,20915.792,17318.0
11,1PD,2023-Q3,2023-W27,Japan,CSB,0,0,0,112400440.0,199397.0,28323.595149187,713405.182431037,0.0
12,1PD,2023-Q3,2023-W27,Japan,CSB,0,0,0,0.0,20.0,0.0,0.0,0.0
13,1PD,2023-Q3,2023-W27,Malaysia,B2B,0,0,0,0.0,0.0,0.0,0.0,0.0
14,1PD,2023-Q3,2023-W27,Netherlands,CSB,0,0,0,0.0,0.0,0.0,8998.780609944999,0.0
15,1PD,2023-Q3,2023-W27,Netherlands,CSB,0,0,0,0.0,0.0,0.0,2079.349399836,0.0
16,1PD,2023-Q3,2023-W27,Singapore,B2B,0,0,0,31208.0,33.0,243.60511,0.0,1483.0
17,1PD,2023-Q3,2023-W27,Spain,CSB,0,0,0,0.0,0.0,0.0,1634.975959444,0.0
18,1PD,2023-Q3,2023-W27,Spain,CSB,0,0,0,0.0,0.0,0.0,137.493636121,0.0
19,1PD,2023-Q3,2023-W27,Sweden,CSB,0,0,0,0.0,0.0,0.0,13318.845148081,0.0
20,1PD,2023-Q3,2023-W27,Sweden,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
21,1PD,2023-Q3,2023-W27,Switzerland,CSB,0,0,0,0.0,0.0,0.0,3571.677514172,0.0
22,1PD,2023-Q3,2023-W27,Switzerland,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
23,1PD,2023-Q3,2023-W27,United Kingdom,B2B,0,0,0,0.0,0.0,0.0,0.0,0.0
24,1PD,2023-Q3,2023-W27,United Kingdom,CSB,0,0,0,0.0,0.0,0.0,32142.54346236,0.0
25,1PD,2023-Q3,2023-W27,United Kingdom,CSB,0,0,0,0.0,0.0,0.0,1795.8861001789999,0.0
26,1PD,2023-Q3,2023-W27,United States,B2B,0,0,0,7932381.0,6296.0,92164.106750983,9549491.945,61102.0
27,1PD,2023-Q3,2023-W27,United States,CSB,0,0,0,51931999.0,673870.0,572601.1754689581,1710603.03,0.0
28,1PD,2023-Q3,2023-W27,United States,CSB,0,0,0,1006482.0,888.0,19961.9454320171,10895.32,0.0
29,1PD,2023-Q3,2023-W28,Australia,B2B,0,0,0,210937.0,207.0,1561.034858697,422907.643,4835.0
30,1PD,2023-Q3,2023-W28,Canada,B2B,0,0,0,1884817.0,788.0,6478.8937539148,510637.38300000003,23688.0
31,1PD,2023-Q3,2023-W28,Canada,CSB,0,0,0,13500215.0,9269.0,68300.5301383671,163940.41,0.0
32,1PD,2023-Q3,2023-W28,Canada,CSB,0,0,0,2162710.0,559.0,4510.8125429209995,7066.91,0.0
33,1PD,2023-Q3,2023-W28,France,CSB,0,0,0,0.0,0.0,0.0,2949.268660605,0.0
34,1PD,2023-Q3,2023-W28,France,CSB,0,LiveRamp,LiveRamp,0.0,0.0,0.0,0.0,0.0
35,1PD,2023-Q3,2023-W28,France,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
36,1PD,2023-Q3,2023-W28,Germany,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
37,1PD,2023-Q3,2023-W28,Germany,CSB,0,LiveRamp,LiveRamp,0.0,0.0,0.0,0.0,0.0
38,1PD,2023-Q3,2023-W28,Germany,CSB,0,0,0,0.0,0.0,0.0,5749.0813850760005,0.0
39,1PD,2023-Q3,2023-W28,Germany,CSB,0,LiveRamp,LiveRamp,0.0,0.0,0.0,0.0,0.0
40,1PD,2023-Q3,2023-W28,India,B2B,0,0,0,441032.0,1537.0,1390.428749723,47828.53,13500.0
41,1PD,2023-Q3,2023-W28,India,CSB,0,0,0,1.0,0.0,0.0,2017.145913461,0.0
42,1PD,2023-Q3,2023-W28,Japan,B2B,0,0,0,366256.0,495.0,2066.878073006,50239.996,12994.0
43,1PD,2023-Q3,2023-W28,Japan,CSB,0,0,0,96210033.0,238779.0,26982.79740055,1113016.952481666,0.0
44,1PD,2023-Q3,2023-W28,Japan,CSB,0,0,0,0.0,1.0,0.0,0.0,0.0
45,1PD,2023-Q3,2023-W28,Malaysia,B2B,0,0,0,0.0,0.0,0.0,0.0,0.0
46,1PD,2023-Q3,2023-W28,Netherlands,CSB,0,0,0,0.0,0.0,0.0,19497.914495216002,0.0
47,1PD,2023-Q3,2023-W28,Netherlands,CSB,0,0,0,0.0,0.0,0.0,8246.008673281,0.0
48,1PD,2023-Q3,2023-W28,Singapore,B2B,0,0,0,55541.0,63.0,445.40339353300004,4770.06,1720.0
49,1PD,2023-Q3,2023-W28,Spain,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
50,1PD,2023-Q3,2023-W28,Spain,CSB,0,0,0,0.0,0.0,0.0,2682.488566369,0.0
51,1PD,2023-Q3,2023-W28,Sweden,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
52,1PD,2023-Q3,2023-W28,Sweden,CSB,0,0,0,0.0,0.0,0.0,2982.937706513,0.0
53,1PD,2023-Q3,2023-W28,Switzerland,CSB,0,0,0,0.0,0.0,0.0,1567.950871299,0.0
54,1PD,2023-Q3,2023-W28,Switzerland,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
55,1PD,2023-Q3,2023-W28,United Kingdom,CSB,0,0,0,0.0,0.0,0.0,66863.639506418,0.0
56,1PD,2023-Q3,2023-W28,United Kingdom,CSB,0,LiveRamp,LiveRamp,0.0,0.0,0.0,0.0,0.0
57,1PD,2023-Q3,2023-W28,United Kingdom,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
58,1PD,2023-Q3,2023-W28,United States,B2B,0,0,0,26991876.0,11382.0,206451.7937218437,15410990.443,94397.0
59,1PD,2023-Q3,2023-W28,United States,CSB,0,0,0,54532729.0,796663.0,634992.7640772928,1964470.8699999999,0.0
60,1PD,2023-Q3,2023-W28,United States,CSB,0,0,0,1403539.0,1065.0,22146.0097630001,9383.58,0.0
61,1PD,2023-Q3,2023-W29,Australia,B2B,0,0,0,283542.0,467.0,2123.768185417,1173747.885,5024.0
62,1PD,2023-Q3,2023-W29,Canada,B2B,0,0,0,3726866.0,1356.0,8715.7139941784,610878.2050000001,21480.0
63,1PD,2023-Q3,2023-W29,Canada,CSB,0,0,0,13234097.0,8534.0,65471.3567532665,166317.7,0.0
64,1PD,2023-Q3,2023-W29,Canada,CSB,0,0,0,1539812.0,472.0,4174.2327132941,3667.89,0.0
65,1PD,2023-Q3,2023-W29,France,B2B,0,0,0,0.0,0.0,0.0,0.0,0.0
66,1PD,2023-Q3,2023-W29,France,CSB,0,0,0,0.0,0.0,0.0,4158.001865671999,0.0
67,1PD,2023-Q3,2023-W29,France,CSB,0,LiveRamp,LiveRamp,0.0,0.0,0.0,0.0,0.0
68,1PD,2023-Q3,2023-W29,France,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
69,1PD,2023-Q3,2023-W29,Germany,CSB,0,0,0,0.0,0.0,0.0,2384.398452105,0.0
70,1PD,2023-Q3,2023-W29,Germany,CSB,0,LiveRamp,LiveRamp,0.0,0.0,0.0,0.0,0.0
71,1PD,2023-Q3,2023-W29,Germany,CSB,0,0,0,0.0,0.0,0.0,5514.46427487,0.0
72,1PD,2023-Q3,2023-W29,Germany,CSB,0,LiveRamp,LiveRamp,0.0,0.0,0.0,0.0,0.0
73,1PD,2023-Q3,2023-W29,India,B2B,0,0,0,560927.0,4340.0,1686.175112098,12344.87,12234.0
74,1PD,2023-Q3,2023-W29,India,CSB,0,0,0,0.0,0.0,0.0,3948.835336538,0.0
75,1PD,2023-Q3,2023-W29,Japan,B2B,0,0,0,349845.0,686.0,1962.4328798689999,114360.827,11225.0
76,1PD,2023-Q3,2023-W29,Japan,CSB,0,0,0,103008219.0,248130.0,26259.035472172,1548517.207044631,0.0
77,1PD,2023-Q3,2023-W29,Japan,CSB,0,0,0,0.0,4.0,0.0,0.0,0.0
78,1PD,2023-Q3,2023-W29,Malaysia,B2B,0,0,0,0.0,0.0,0.0,344734.998,0.0
79,1PD,2023-Q3,2023-W29,Netherlands,CSB,0,0,0,0.0,0.0,0.0,11489.331472146001,0.0
80,1PD,2023-Q3,2023-W29,Netherlands,CSB,0,0,0,0.0,0.0,0.0,99.141462088,0.0
81,1PD,2023-Q3,2023-W29,Singapore,B2B,0,0,0,98023.0,166.0,641.672938306,6126.672,2031.0
82,1PD,2023-Q3,2023-W29,Spain,CSB,0,0,0,0.0,0.0,0.0,5135.727454534999,0.0
83,1PD,2023-Q3,2023-W29,Spain,CSB,0,0,0,0.0,0.0,0.0,728.878542644,0.0
84,1PD,2023-Q3,2023-W29,Sweden,CSB,0,0,0,0.0,0.0,0.0,3388.495063955,0.0
85,1PD,2023-Q3,2023-W29,Sweden,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
86,1PD,2023-Q3,2023-W29,Switzerland,CSB,0,0,0,0.0,0.0,0.0,5785.397858493,0.0
87,1PD,2023-Q3,2023-W29,Switzerland,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
88,1PD,2023-Q3,2023-W29,United Kingdom,B2B,0,0,0,0.0,0.0,0.0,0.0,0.0
89,1PD,2023-Q3,2023-W29,United Kingdom,CSB,0,0,0,0.0,0.0,0.0,67930.159831168,0.0
90,1PD,2023-Q3,2023-W29,United Kingdom,CSB,0,LiveRamp,LiveRamp,0.0,0.0,0.0,0.0,0.0
91,1PD,2023-Q3,2023-W29,United Kingdom,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
92,1PD,2023-Q3,2023-W29,United States,B2B,0,0,0,25569524.0,9991.0,188322.757243606,14239847.173,124940.0
93,1PD,2023-Q3,2023-W29,United States,CSB,0,0,0,43509491.0,610601.0,599064.6180352643,1877620.22,0.0
94,1PD,2023-Q3,2023-W29,United States,CSB,0,0,0,1181790.0,943.0,21854.7411922773,11441.53,0.0
95,1PD,2023-Q3,2023-W30,Australia,B2B,0,0,0,317612.0,555.0,2408.906616,451263.749,6107.0
96,1PD,2023-Q3,2023-W30,Canada,B2B,0,0,0,2643082.0,1494.0,9739.0245015378,667044.745,21148.0
97,1PD,2023-Q3,2023-W30,Canada,CSB,0,0,0,17520784.0,9365.0,74118.2561140651,176265.16,0.0
98,1PD,2023-Q3,2023-W30,Canada,CSB,0,0,0,1154648.0,518.0,4163.8691420428,9309.449999999999,0.0
99,1PD,2023-Q3,2023-W30,France,B2B,0,0,0,0.0,0.0,0.0,0.0,0.0
100,1PD,2023-Q3,2023-W30,France,CSB,0,0,0,0.0,0.0,0.0,5383.534300754,0.0
101,1PD,2023-Q3,2023-W30,Germany,CSB,0,0,0,0.0,0.0,0.0,1247.199801101,0.0
102,1PD,2023-Q3,2023-W30,Germany,CSB,0,0,0,0.0,0.0,0.0,5135.862680536,0.0
103,1PD,2023-Q3,2023-W30,India,B2B,0,0,0,673390.0,6423.0,2056.441189,13919.288,11722.0
104,1PD,2023-Q3,2023-W30,India,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
105,1PD,2023-Q3,2023-W30,Japan,B2B,0,0,0,243953.0,885.0,1373.094586,28970.549,11131.0
106,1PD,2023-Q3,2023-W30,Japan,CSB,0,0,0,119662388.0,234163.0,29090.033860830998,1408451.144043477,0.0
107,1PD,2023-Q3,2023-W30,Japan,CSB,0,0,0,0.0,8.0,0.0,0.0,0.0
108,1PD,2023-Q3,2023-W30,Malaysia,B2B,0,0,0,0.0,0.0,0.0,1690.522,0.0
109,1PD,2023-Q3,2023-W30,Netherlands,CSB,0,0,0,0.0,0.0,0.0,9161.935980090999,0.0
110,1PD,2023-Q3,2023-W30,Netherlands,CSB,0,0,0,0.0,0.0,0.0,125.281688111,0.0
111,1PD,2023-Q3,2023-W30,Singapore,B2B,0,0,0,73728.0,280.0,392.196427,22661.655,2033.0
112,1PD,2023-Q3,2023-W30,Spain,CSB,0,0,0,0.0,0.0,0.0,883.27542878,0.0
113,1PD,2023-Q3,2023-W30,Spain,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
114,1PD,2023-Q3,2023-W30,Sweden,CSB,0,0,0,0.0,0.0,0.0,2477.962133343,0.0
115,1PD,2023-Q3,2023-W30,Sweden,CSB,0,0,0,0.0,0.0,0.0,1324.693397661,0.0
116,1PD,2023-Q3,2023-W30,Switzerland,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
117,1PD,2023-Q3,2023-W30,Switzerland,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
118,1PD,2023-Q3,2023-W30,United Kingdom,CSB,0,0,0,0.0,0.0,0.0,68892.119749585,0.0
119,1PD,2023-Q3,2023-W30,United Kingdom,CSB,0,LiveRamp,LiveRamp,0.0,0.0,0.0,0.0,0.0
120,1PD,2023-Q3,2023-W30,United Kingdom,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
121,1PD,2023-Q3,2023-W30,United States,B2B,0,0,0,26921082.0,10547.0,198838.2612471964,16423694.71,119665.0
122,1PD,2023-Q3,2023-W30,United States,CSB,0,0,0,62433877.0,988449.0,683518.4245432529,1748104.7,0.0
123,1PD,2023-Q3,2023-W30,United States,CSB,0,0,0,1482150.0,1544.0,20784.7211286095,23739.68,0.0
124,1PD,2023-Q3,2023-W31,Australia,B2B,0,0,0,339391.0,623.0,1784.575163,763357.3759999999,6129.0
125,1PD,2023-Q3,2023-W31,Canada,B2B,0,0,0,2063405.0,1077.0,9970.9743947322,873225.65,22146.0
126,1PD,2023-Q3,2023-W31,Canada,CSB,0,0,0,15357424.0,11631.0,80685.9136199816,168618.96,0.0
127,1PD,2023-Q3,2023-W31,Canada,CSB,0,0,0,1182381.0,577.0,5416.1178572897,7157.94,0.0
128,1PD,2023-Q3,2023-W31,France,CSB,0,0,0,0.0,0.0,0.0,16705.570406753002,0.0
129,1PD,2023-Q3,2023-W31,France,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
130,1PD,2023-Q3,2023-W31,Germany,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
131,1PD,2023-Q3,2023-W31,Germany,CSB,0,0,0,0.0,0.0,0.0,4133.848421651,0.0
132,1PD,2023-Q3,2023-W31,India,B2B,0,0,0,869343.0,7566.0,2005.098154,29632.604,13709.0
133,1PD,2023-Q3,2023-W31,India,CSB,0,0,0,18.0,0.0,0.0,0.0,0.0
134,1PD,2023-Q3,2023-W31,Japan,B2B,0,0,0,227426.0,937.0,1376.565541,50786.055,13108.0
135,1PD,2023-Q3,2023-W31,Japan,CSB,0,0,0,129833701.0,284945.0,30383.495757489,2039058.8653018351,0.0
136,1PD,2023-Q3,2023-W31,Japan,CSB,0,0,0,0.0,5.0,0.0,0.0,0.0
137,1PD,2023-Q3,2023-W31,Malaysia,B2B,0,0,0,0.0,0.0,0.0,12714.222000000002,0.0
138,1PD,2023-Q3,2023-W31,Netherlands,CSB,0,0,0,0.0,0.0,0.0,2133.273367883,0.0
139,1PD,2023-Q3,2023-W31,Netherlands,CSB,0,0,0,0.0,0.0,0.0,2412.20299813,0.0
140,1PD,2023-Q3,2023-W31,Singapore,B2B,0,0,0,133746.0,359.0,421.038607,5688.6,3449.0
141,1PD,2023-Q3,2023-W31,Spain,CSB,0,0,0,0.0,0.0,0.0,906.742340801,0.0
142,1PD,2023-Q3,2023-W31,Spain,CSB,0,0,0,0.0,0.0,0.0,3287.219238902,0.0
143,1PD,2023-Q3,2023-W31,Sweden,CSB,0,0,0,0.0,0.0,0.0,2362.601609535,0.0
144,1PD,2023-Q3,2023-W31,Sweden,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
145,1PD,2023-Q3,2023-W31,Switzerland,CSB,0,0,0,0.0,0.0,0.0,2921.45972132,0.0
146,1PD,2023-Q3,2023-W31,Switzerland,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
147,1PD,2023-Q3,2023-W31,United Kingdom,CSB,0,0,0,0.0,0.0,0.0,78514.727853093,0.0
148,1PD,2023-Q3,2023-W31,United Kingdom,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
149,1PD,2023-Q3,2023-W31,United States,B2B,0,0,0,27682788.0,10745.0,205711.1941950407,14877435.194,134752.0
150,1PD,2023-Q3,2023-W31,United States,CSB,0,0,0,59104397.0,1448536.0,779264.3164837806,1953907.2,0.0
151,1PD,2023-Q3,2023-W31,United States,CSB,0,0,0,2628276.0,11414.0,21266.9553614336,12081.58,0.0
152,1PD,2023-Q3,2023-W32,Australia,B2B,0,0,0,351866.0,566.0,1862.14429,489266.108,6616.0
153,1PD,2023-Q3,2023-W32,Canada,B2B,0,0,0,1921431.0,1307.0,9166.5808007503,834044.434,18850.0
154,1PD,2023-Q3,2023-W32,Canada,CSB,0,0,0,13023411.0,10804.0,67169.7773182655,119053.38,0.0
155,1PD,2023-Q3,2023-W32,Canada,CSB,0,0,0,1413917.0,608.0,5057.3383950012,15727.650000000001,0.0
156,1PD,2023-Q3,2023-W32,France,B2B,0,0,0,0.0,0.0,0.0,0.0,0.0
157,1PD,2023-Q3,2023-W32,France,CSB,0,0,0,0.0,0.0,0.0,3729.564289294,0.0
158,1PD,2023-Q3,2023-W32,Germany,CSB,0,0,0,0.0,0.0,0.0,1663.15556415,0.0
159,1PD,2023-Q3,2023-W32,Germany,CSB,0,0,0,0.0,0.0,0.0,5292.756046673,0.0
160,1PD,2023-Q3,2023-W32,India,B2B,0,0,0,809169.0,6493.0,1990.292887,402323.436,15015.0
161,1PD,2023-Q3,2023-W32,India,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
162,1PD,2023-Q3,2023-W32,Japan,B2B,0,0,0,202299.0,713.0,1670.1185150000001,64156.875,13555.0
163,1PD,2023-Q3,2023-W32,Japan,CSB,0,0,0,152403368.0,323832.0,18760.571313961,2172062.1385590183,0.0
164,1PD,2023-Q3,2023-W32,Japan,CSB,0,0,0,0.0,10.0,0.0,0.0,0.0
165,1PD,2023-Q3,2023-W32,Malaysia,B2B,0,0,0,0.0,0.0,0.0,416131.739,0.0
166,1PD,2023-Q3,2023-W32,Netherlands,CSB,0,0,0,0.0,0.0,0.0,6416.026419665,0.0
167,1PD,2023-Q3,2023-W32,Netherlands,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
168,1PD,2023-Q3,2023-W32,Singapore,B2B,0,0,0,118900.0,572.0,507.605123,94757.587,4080.0
169,1PD,2023-Q3,2023-W32,Spain,CSB,0,0,0,0.0,0.0,0.0,5256.286634641,0.0
170,1PD,2023-Q3,2023-W32,Spain,CSB,0,0,0,0.0,0.0,0.0,6204.813809479,0.0
171,1PD,2023-Q3,2023-W32,Sweden,CSB,0,0,0,0.0,0.0,0.0,81.906914516,0.0
172,1PD,2023-Q3,2023-W32,Sweden,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
173,1PD,2023-Q3,2023-W32,Switzerland,CSB,0,0,0,0.0,0.0,0.0,834.138148226,0.0
174,1PD,2023-Q3,2023-W32,Switzerland,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
175,1PD,2023-Q3,2023-W32,United Kingdom,CSB,0,0,0,0.0,0.0,0.0,102844.421198989,0.0
176,1PD,2023-Q3,2023-W32,United Kingdom,CSB,0,LiveRamp,LiveRamp,0.0,0.0,0.0,0.0,0.0
177,1PD,2023-Q3,2023-W32,United Kingdom,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
178,1PD,2023-Q3,2023-W32,United States,B2B,0,0,0,29256894.0,10812.0,203731.7348044375,11260599.423,140792.0
179,1PD,2023-Q3,2023-W32,United States,CSB,0,0,0,58138725.0,1097665.0,840769.9866103131,1745623.5,0.0
180,1PD,2023-Q3,2023-W32,United States,CSB,0,0,0,1364475.0,890.0,12174.4058557897,10097.84,0.0
181,1PD,2023-Q3,2023-W33,Australia,B2B,0,0,0,263471.0,574.0,1568.896762,468921.507,6258.0
182,1PD,2023-Q3,2023-W33,Canada,B2B,0,0,0,1887636.0,1505.0,8475.9089972582,1563474.588,17226.0
183,1PD,2023-Q3,2023-W33,Canada,CSB,0,0,0,12707843.0,10622.0,62921.9933685103,115899.77,0.0
184,1PD,2023-Q3,2023-W33,Canada,CSB,0,0,0,1405508.0,476.0,5199.5496622351,1644.85,0.0
185,1PD,2023-Q3,2023-W33,France,CSB,0,0,0,0.0,0.0,0.0,2045.574105807,0.0
186,1PD,2023-Q3,2023-W33,France,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
187,1PD,2023-Q3,2023-W33,Germany,CSB,0,0,0,0.0,0.0,0.0,6059.352241351,0.0
188,1PD,2023-Q3,2023-W33,Germany,CSB,0,0,0,0.0,0.0,0.0,4862.134050293,0.0
189,1PD,2023-Q3,2023-W33,India,B2B,0,0,0,690394.0,8667.0,1754.280076,108058.716,17163.0
190,1PD,2023-Q3,2023-W33,India,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
191,1PD,2023-Q3,2023-W33,Japan,B2B,0,0,0,203469.0,2864.0,1694.823036,87394.985,12907.0
192,1PD,2023-Q3,2023-W33,Japan,CSB,0,0,0,149463440.0,352736.0,18747.659459476,2093563.1953645921,0.0
193,1PD,2023-Q3,2023-W33,Japan,CSB,0,0,0,0.0,4.0,0.0,0.0,0.0
194,1PD,2023-Q3,2023-W33,Malaysia,B2B,0,0,0,0.0,0.0,0.0,4461.848,0.0
195,1PD,2023-Q3,2023-W33,Netherlands,CSB,0,0,0,0.0,0.0,0.0,14836.934321101999,0.0
196,1PD,2023-Q3,2023-W33,Netherlands,CSB,0,0,0,0.0,0.0,0.0,1496.525339321,0.0
197,1PD,2023-Q3,2023-W33,Singapore,B2B,0,0,0,101308.0,748.0,526.288183,29811.657,3479.0
198,1PD,2023-Q3,2023-W33,Spain,CSB,0,0,0,0.0,0.0,0.0,8407.915803424,0.0
199,1PD,2023-Q3,2023-W33,Spain,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
200,1PD,2023-Q3,2023-W33,Sweden,CSB,0,0,0,0.0,0.0,0.0,368.32721818,0.0
201,1PD,2023-Q3,2023-W33,Sweden,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
202,1PD,2023-Q3,2023-W33,Switzerland,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
203,1PD,2023-Q3,2023-W33,Switzerland,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
204,1PD,2023-Q3,2023-W33,United Kingdom,CSB,0,0,0,0.0,0.0,0.0,60472.809866970005,0.0
205,1PD,2023-Q3,2023-W33,United Kingdom,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
206,1PD,2023-Q3,2023-W33,United States,B2B,0,0,0,41787157.0,15272.0,260732.8445326496,17460861.801,154550.0
207,1PD,2023-Q3,2023-W33,United States,CSB,0,0,0,50799638.0,802537.0,645910.7604207863,1720679.97,0.0
208,1PD,2023-Q3,2023-W33,United States,CSB,0,0,0,1349973.0,893.0,12056.012494570201,8622.880000000001,0.0
209,1PD,2023-Q3,2023-W34,Australia,B2B,0,0,0,194628.0,598.0,1212.870754,115944.044,4069.0
210,1PD,2023-Q3,2023-W34,Canada,B2B,0,0,0,1571608.0,989.0,7337.570635479,824261.1610000001,15145.0
211,1PD,2023-Q3,2023-W34,Canada,CSB,0,0,0,14167704.0,11178.0,62050.8484923606,96982.73,0.0
212,1PD,2023-Q3,2023-W34,Canada,CSB,0,0,0,1102601.0,422.0,2449.761073974,1558.95,0.0
213,1PD,2023-Q3,2023-W34,France,CSB,0,0,0,0.0,0.0,0.0,6440.991219686999,0.0
214,1PD,2023-Q3,2023-W34,France,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
215,1PD,2023-Q3,2023-W34,Germany,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
216,1PD,2023-Q3,2023-W34,Germany,CSB,0,0,0,0.0,0.0,0.0,114.931698101,0.0
217,1PD,2023-Q3,2023-W34,India,B2B,0,0,0,607655.0,6236.0,1935.205419,71852.131,18013.0
218,1PD,2023-Q3,2023-W34,India,CSB,0,0,0,8.0,0.0,0.0,0.0,0.0
219,1PD,2023-Q3,2023-W34,Japan,B2B,0,0,0,187146.0,3025.0,1795.70984,27348.259,12440.0
220,1PD,2023-Q3,2023-W34,Japan,CSB,0,0,0,130137450.0,297995.0,18625.013537235,2156876.1219819,0.0
221,1PD,2023-Q3,2023-W34,Japan,CSB,0,0,0,0.0,6.0,0.0,0.0,0.0
222,1PD,2023-Q3,2023-W34,Malaysia,B2B,0,0,0,0.0,0.0,0.0,7674.709,0.0
223,1PD,2023-Q3,2023-W34,Netherlands,CSB,0,0,0,0.0,0.0,0.0,10525.128483293,0.0
224,1PD,2023-Q3,2023-W34,Netherlands,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
225,1PD,2023-Q3,2023-W34,Singapore,B2B,0,0,0,95093.0,970.0,494.226869,48750.129,3696.0
226,1PD,2023-Q3,2023-W34,Spain,CSB,0,0,0,0.0,0.0,0.0,4034.519723562,0.0
227,1PD,2023-Q3,2023-W34,Spain,CSB,0,0,0,0.0,0.0,0.0,804.27223871,0.0
228,1PD,2023-Q3,2023-W34,Sweden,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
229,1PD,2023-Q3,2023-W34,Sweden,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
230,1PD,2023-Q3,2023-W34,Switzerland,CSB,0,0,0,0.0,0.0,0.0,6259.689271468,0.0
231,1PD,2023-Q3,2023-W34,Switzerland,CSB,0,0,0,0.0,0.0,0.0,1386.30065085,0.0
232,1PD,2023-Q3,2023-W34,United Kingdom,CSB,0,0,0,0.0,0.0,0.0,36518.158800227,0.0
233,1PD,2023-Q3,2023-W34,United Kingdom,CSB,0,LiveRamp,LiveRamp,0.0,0.0,0.0,0.0,0.0
234,1PD,2023-Q3,2023-W34,United Kingdom,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
235,1PD,2023-Q3,2023-W34,United States,B2B,0,0,0,37226561.0,27791.0,283022.3665954943,11056965.813,148560.0
236,1PD,2023-Q3,2023-W34,United States,CSB,0,0,0,58873545.0,682387.0,686527.6415755755,1844472.85,0.0
237,1PD,2023-Q3,2023-W34,United States,CSB,0,0,0,1261272.0,866.0,12231.5589333754,11523.220000000001,0.0
238,1PD,2023-Q3,2023-W35,Australia,B2B,0,0,0,212744.0,537.0,1342.803592,276770.279,3377.0
239,1PD,2023-Q3,2023-W35,Canada,B2B,0,0,0,1427554.0,663.0,9966.0501463606,621024.023,13612.0
240,1PD,2023-Q3,2023-W35,Canada,CSB,0,0,0,10515359.0,8825.0,55554.1261227368,99301.85,0.0
