,Unnamed: 0,Audience Type,Tactic,Media Buy Name,Campaign Name,Fiscal Quarter,Fiscal Week Year,Country,Display Funnel Mapped,Display Dell Vehicle Mapped,Display Business Unit Mapped,Display Site Name Mapped,Audience Type Name,Impressions,Clicks,Spend,Net Rev,HVE,BU,[Net_ROAS],Segment ID,Audience ID Exists,Dell Audience Name,MediaCom Audience Name,Audience Objective,Seed Information,Audience Composition,Audience Object-Audience Composition,Business Unit,Data Type,Audience Source,Data Provider,Attribute Category,Audience Category Reporting,Platform,Claravine ID,submission_name,submitter_name,created_date,Fiscal Week Quarter,Week Quarter,Permutive_flag,Audience Type Name v2,CTR,CPM,CPC
655647,655647,3PD,Others,DV360_DIGITAL-3PD RETARGET EXPOSED_HTML5 BANNER_160x600_DCPM_INTEL DCF_STD_FY24Q2_NA_UK STAN-C&E / STAN-CC_NA,2024_Q2_UK_ISG_BSP_DISPLAY_RETARGETING-ENGAGE_STAN-C&E / STAN-CC,2024-Q2,2024-W18,United Kingdom,Brand Seeker/Purchasers,Display,Infrastructure Solutions Group,Display & Video 360,DIGITAL-3PD RETARGET EXPOSED,611.0,0.0,4.358966,0.0,0.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W05,5,False,DIGITAL-3PD RETARGET EXPOSED,0.0,7.134150572831423,inf
655648,655648,3PD,Others,DV360_DIGITAL-3PD RETARGET EXPOSED_HTML5 BANNER_160x600_DCPM_INTEL DCF_STD_FY24Q2_NA_UK STAN-C&E / STAN-CC_NA,2024_Q2_UK_ISG_BSP_DISPLAY_RETARGETING-ENGAGE_STAN-C&E / STAN-CC,2024-Q2,2024-W19,United Kingdom,Brand Seeker/Purchasers,Display,Infrastructure Solutions Group,Display & Video 360,DIGITAL-3PD RETARGET EXPOSED,3060.0,1.0,18.217345,0.0,13.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W06,6,False,DIGITAL-3PD RETARGET EXPOSED,0.0326797385620915,5.953380718954249,18.217345
655649,655649,3PD,Others,DV360_DIGITAL-3PD RETARGET EXPOSED_HTML5 BANNER_160x600_DCPM_INTEL DCF_STD_FY24Q2_NA_UK STAN-C&E / STAN-CC_NA,2024_Q2_UK_ISG_BSP_DISPLAY_RETARGETING-ENGAGE_STAN-C&E / STAN-CC,2024-Q2,2024-W20,United Kingdom,Brand Seeker/Purchasers,Display,Infrastructure Solutions Group,Display & Video 360,DIGITAL-3PD RETARGET EXPOSED,725.0,0.0,6.248705,0.0,6.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W07,7,False,DIGITAL-3PD RETARGET EXPOSED,0.0,8.618903448275862,inf
655650,655650,3PD,Others,DV360_DIGITAL-3PD RETARGET EXPOSED_HTML5 BANNER_160x600_DCPM_INTEL DCF_STD_FY24Q2_NA_UK STAN-C&E / STAN-CC_NA,2024_Q2_UK_ISG_BSP_DISPLAY_RETARGETING-ENGAGE_STAN-C&E / STAN-CC,2024-Q2,2024-W21,United Kingdom,Brand Seeker/Purchasers,Display,Infrastructure Solutions Group,Display & Video 360,DIGITAL-3PD RETARGET EXPOSED,925.0,0.0,8.614196,0.0,3.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W08,8,False,DIGITAL-3PD RETARGET EXPOSED,0.0,9.312644324324324,inf
655651,655651,3PD,Others,DV360_DIGITAL-3PD RETARGET EXPOSED_HTML5 BANNER_160x600_DCPM_INTEL DCF_STD_FY24Q2_NA_UK STAN-C&E / STAN-CC_NA,2024_Q2_UK_ISG_BSP_DISPLAY_RETARGETING-ENGAGE_STAN-C&E / STAN-CC,2024-Q2,2024-W22,United Kingdom,Brand Seeker/Purchasers,Display,Infrastructure Solutions Group,Display & Video 360,DIGITAL-3PD RETARGET EXPOSED,2414.0,0.0,14.114715,0.0,13.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W09,9,False,DIGITAL-3PD RETARGET EXPOSED,0.0,5.847023612261806,inf
655652,655652,3PD,Others,DV360_DIGITAL-3PD RETARGET EXPOSED_HTML5 BANNER_160x600_DCPM_INTEL DCF_STD_FY24Q2_NA_UK STAN-C&E / STAN-CC_NA,2024_Q2_UK_ISG_BSP_DISPLAY_RETARGETING-ENGAGE_STAN-C&E / STAN-CC,2024-Q2,2024-W23,United Kingdom,Brand Seeker/Purchasers,Display,Infrastructure Solutions Group,Display & Video 360,DIGITAL-3PD RETARGET EXPOSED,2222.0,0.0,14.67388,0.0,30.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W10,10,False,DIGITAL-3PD RETARGET EXPOSED,0.0,6.6039063906390645,inf
655653,655653,3PD,Others,DV360_DIGITAL-3PD RETARGET EXPOSED_HTML5 BANNER_160x600_DCPM_INTEL DCF_STD_FY24Q2_NA_UK STAN-C&E / STAN-CC_NA,2024_Q2_UK_ISG_BSP_DISPLAY_RETARGETING-ENGAGE_STAN-C&E / STAN-CC,2024-Q2,2024-W24,United Kingdom,Brand Seeker/Purchasers,Display,Infrastructure Solutions Group,Display & Video 360,DIGITAL-3PD RETARGET EXPOSED,1633.0,1.0,9.354369,0.0,37.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W11,11,False,DIGITAL-3PD RETARGET EXPOSED,0.0612369871402327,5.728333741579915,9.354369
655654,655654,3PD,Others,DV360_DIGITAL-3PD RETARGET EXPOSED_HTML5 BANNER_160x600_DCPM_INTEL DCF_STD_FY24Q2_NA_UK STAN-C&E / STAN-CC_NA,2024_Q2_UK_ISG_BSP_DISPLAY_RETARGETING-ENGAGE_STAN-C&E / STAN-CC,2024-Q2,2024-W25,United Kingdom,Brand Seeker/Purchasers,Display,Infrastructure Solutions Group,Display & Video 360,DIGITAL-3PD RETARGET EXPOSED,1678.0,0.0,13.706569,0.0,21.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W12,12,False,DIGITAL-3PD RETARGET EXPOSED,0.0,8.168396305125148,inf
655701,655701,3PD,Others,DV360_DIGITAL-3PD RETARGET EXPOSED_HTML5 BANNER_300x250_DCPM_INTEL DCF_STD_FY24Q2_NA_FR STAN-C&E / STAN-CC_NA,2024_Q2_FR_ISG_BSP_DISPLAY_RETARGETING-ENGAGE_STAN-C&E / STAN-CC,2024-Q2,2024-W24,United Kingdom,Brand Seeker/Purchasers,Display,Infrastructure Solutions Group,Display & Video 360,DIGITAL-3PD RETARGET EXPOSED,0.0,0.0,0.000543,0.0,0.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W11,11,False,DIGITAL-3PD RETARGET EXPOSED,,inf,inf
655706,655706,3PD,Others,DV360_DIGITAL-3PD RETARGET EXPOSED_HTML5 BANNER_300x250_DCPM_INTEL DCF_STD_FY24Q2_NA_UK STAN-C&E / STAN-CC_NA,2024_Q2_UK_ISG_BSP_DISPLAY_RETARGETING-ENGAGE_STAN-C&E / STAN-CC,2024-Q2,2024-W18,United Kingdom,Brand Seeker/Purchasers,Display,Infrastructure Solutions Group,Display & Video 360,DIGITAL-3PD RETARGET EXPOSED,4105.0,0.0,45.45784,0.0,16.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W05,5,False,DIGITAL-3PD RETARGET EXPOSED,0.0,11.073773447015833,inf
655707,655707,3PD,Others,DV360_DIGITAL-3PD RETARGET EXPOSED_HTML5 BANNER_300x250_DCPM_INTEL DCF_STD_FY24Q2_NA_UK STAN-C&E / STAN-CC_NA,2024_Q2_UK_ISG_BSP_DISPLAY_RETARGETING-ENGAGE_STAN-C&E / STAN-CC,2024-Q2,2024-W19,United Kingdom,Brand Seeker/Purchasers,Display,Infrastructure Solutions Group,Display & Video 360,DIGITAL-3PD RETARGET EXPOSED,18490.0,17.0,160.248894,0.0,80.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W06,6,False,DIGITAL-3PD RETARGET EXPOSED,0.09194159004867496,8.666787128177393,9.426405529411765
655708,655708,3PD,Others,DV360_DIGITAL-3PD RETARGET EXPOSED_HTML5 BANNER_300x250_DCPM_INTEL DCF_STD_FY24Q2_NA_UK STAN-C&E / STAN-CC_NA,2024_Q2_UK_ISG_BSP_DISPLAY_RETARGETING-ENGAGE_STAN-C&E / STAN-CC,2024-Q2,2024-W20,United Kingdom,Brand Seeker/Purchasers,Display,Infrastructure Solutions Group,Display & Video 360,DIGITAL-3PD RETARGET EXPOSED,15849.0,12.0,182.327071,0.0,109.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W07,7,False,DIGITAL-3PD RETARGET EXPOSED,0.07571455612341473,11.504011041706102,15.193922583333332
655709,655709,3PD,Others,DV360_DIGITAL-3PD RETARGET EXPOSED_HTML5 BANNER_300x250_DCPM_INTEL DCF_STD_FY24Q2_NA_UK STAN-C&E / STAN-CC_NA,2024_Q2_UK_ISG_BSP_DISPLAY_RETARGETING-ENGAGE_STAN-C&E / STAN-CC,2024-Q2,2024-W21,United Kingdom,Brand Seeker/Purchasers,Display,Infrastructure Solutions Group,Display & Video 360,DIGITAL-3PD RETARGET EXPOSED,17451.0,12.0,199.549671,0.0,164.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W08,8,False,DIGITAL-3PD RETARGET EXPOSED,0.06876396768093519,11.434855939487708,16.629139249999998
655710,655710,3PD,Others,DV360_DIGITAL-3PD RETARGET EXPOSED_HTML5 BANNER_300x250_DCPM_INTEL DCF_STD_FY24Q2_NA_UK STAN-C&E / STAN-CC_NA,2024_Q2_UK_ISG_BSP_DISPLAY_RETARGETING-ENGAGE_STAN-C&E / STAN-CC,2024-Q2,2024-W22,United Kingdom,Brand Seeker/Purchasers,Display,Infrastructure Solutions Group,Display & Video 360,DIGITAL-3PD RETARGET EXPOSED,24872.0,24.0,193.777751,0.0,124.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W09,9,False,DIGITAL-3PD RETARGET EXPOSED,0.0964940495336121,7.790999959794146,8.074072958333334
655711,655711,3PD,Others,DV360_DIGITAL-3PD RETARGET EXPOSED_HTML5 BANNER_300x250_DCPM_INTEL DCF_STD_FY24Q2_NA_UK STAN-C&E / STAN-CC_NA,2024_Q2_UK_ISG_BSP_DISPLAY_RETARGETING-ENGAGE_STAN-C&E / STAN-CC,2024-Q2,2024-W23,United Kingdom,Brand Seeker/Purchasers,Display,Infrastructure Solutions Group,Display & Video 360,DIGITAL-3PD RETARGET EXPOSED,28709.0,28.0,205.755996,2813.792,177.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W10,10,False,DIGITAL-3PD RETARGET EXPOSED,0.09753039116653314,7.16695099097844,7.348428428571429
655712,655712,3PD,Others,DV360_DIGITAL-3PD RETARGET EXPOSED_HTML5 BANNER_300x250_DCPM_INTEL DCF_STD_FY24Q2_NA_UK STAN-C&E / STAN-CC_NA,2024_Q2_UK_ISG_BSP_DISPLAY_RETARGETING-ENGAGE_STAN-C&E / STAN-CC,2024-Q2,2024-W24,United Kingdom,Brand Seeker/Purchasers,Display,Infrastructure Solutions Group,Display & Video 360,DIGITAL-3PD RETARGET EXPOSED,55289.0,47.0,216.055322,0.0,144.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W11,11,False,DIGITAL-3PD RETARGET EXPOSED,0.08500786774946192,3.907745157264555,4.596921744680851
655714,655714,3PD,Others,DV360_DIGITAL-3PD RETARGET EXPOSED_HTML5 BANNER_300x250_DCPM_INTEL DCF_STD_FY24Q2_NA_UK STAN-C&E / STAN-CC_NA,2024_Q2_UK_ISG_BSP_DISPLAY_RETARGETING-ENGAGE_STAN-C&E / STAN-CC,2024-Q2,2024-W25,United Kingdom,Brand Seeker/Purchasers,Display,Infrastructure Solutions Group,Display & Video 360,DIGITAL-3PD RETARGET EXPOSED,97768.0,84.0,255.514184,173.734,131.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W12,12,False,DIGITAL-3PD RETARGET EXPOSED,0.08591768267735865,2.6134745929138368,3.0418355238095236
655756,655756,3PD,Others,DV360_DIGITAL-3PD RETARGET EXPOSED_HTML5 BANNER_300x600_DCPM_INTEL DCF_STD_FY24Q2_NA_UK STAN-C&E / STAN-CC_NA,2024_Q2_UK_ISG_BSP_DISPLAY_RETARGETING-ENGAGE_STAN-C&E / STAN-CC,2024-Q2,2024-W18,United Kingdom,Brand Seeker/Purchasers,Display,Infrastructure Solutions Group,Display & Video 360,DIGITAL-3PD RETARGET EXPOSED,929.0,1.0,7.773947,0.0,5.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W05,5,False,DIGITAL-3PD RETARGET EXPOSED,0.1076426264800861,8.36808073196986,7.773947
655757,655757,3PD,Others,DV360_DIGITAL-3PD RETARGET EXPOSED_HTML5 BANNER_300x600_DCPM_INTEL DCF_STD_FY24Q2_NA_UK STAN-C&E / STAN-CC_NA,2024_Q2_UK_ISG_BSP_DISPLAY_RETARGETING-ENGAGE_STAN-C&E / STAN-CC,2024-Q2,2024-W19,United Kingdom,Brand Seeker/Purchasers,Display,Infrastructure Solutions Group,Display & Video 360,DIGITAL-3PD RETARGET EXPOSED,4299.0,3.0,30.614863,0.0,24.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W06,6,False,DIGITAL-3PD RETARGET EXPOSED,0.06978367062107467,7.12139171900442,10.204954333333333
655758,655758,3PD,Others,DV360_DIGITAL-3PD RETARGET EXPOSED_HTML5 BANNER_300x600_DCPM_INTEL DCF_STD_FY24Q2_NA_UK STAN-C&E / STAN-CC_NA,2024_Q2_UK_ISG_BSP_DISPLAY_RETARGETING-ENGAGE_STAN-C&E / STAN-CC,2024-Q2,2024-W20,United Kingdom,Brand Seeker/Purchasers,Display,Infrastructure Solutions Group,Display & Video 360,DIGITAL-3PD RETARGET EXPOSED,3013.0,3.0,32.743583,0.0,49.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W07,7,False,DIGITAL-3PD RETARGET EXPOSED,0.09956853634251576,10.86743544639894,10.914527666666666
655759,655759,3PD,Others,DV360_DIGITAL-3PD RETARGET EXPOSED_HTML5 BANNER_300x600_DCPM_INTEL DCF_STD_FY24Q2_NA_UK STAN-C&E / STAN-CC_NA,2024_Q2_UK_ISG_BSP_DISPLAY_RETARGETING-ENGAGE_STAN-C&E / STAN-CC,2024-Q2,2024-W21,United Kingdom,Brand Seeker/Purchasers,Display,Infrastructure Solutions Group,Display & Video 360,DIGITAL-3PD RETARGET EXPOSED,2863.0,1.0,27.863092,0.0,69.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W08,8,False,DIGITAL-3PD RETARGET EXPOSED,0.0349283967865875,9.732131330771917,27.863092
655760,655760,3PD,Others,DV360_DIGITAL-3PD RETARGET EXPOSED_HTML5 BANNER_300x600_DCPM_INTEL DCF_STD_FY24Q2_NA_UK STAN-C&E / STAN-CC_NA,2024_Q2_UK_ISG_BSP_DISPLAY_RETARGETING-ENGAGE_STAN-C&E / STAN-CC,2024-Q2,2024-W22,United Kingdom,Brand Seeker/Purchasers,Display,Infrastructure Solutions Group,Display & Video 360,DIGITAL-3PD RETARGET EXPOSED,4315.0,0.0,30.43243,0.0,70.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W09,9,False,DIGITAL-3PD RETARGET EXPOSED,0.0,7.052706836616454,inf
655761,655761,3PD,Others,DV360_DIGITAL-3PD RETARGET EXPOSED_HTML5 BANNER_300x600_DCPM_INTEL DCF_STD_FY24Q2_NA_UK STAN-C&E / STAN-CC_NA,2024_Q2_UK_ISG_BSP_DISPLAY_RETARGETING-ENGAGE_STAN-C&E / STAN-CC,2024-Q2,2024-W23,United Kingdom,Brand Seeker/Purchasers,Display,Infrastructure Solutions Group,Display & Video 360,DIGITAL-3PD RETARGET EXPOSED,4370.0,5.0,29.319975,0.0,78.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W10,10,False,DIGITAL-3PD RETARGET EXPOSED,0.11441647597254005,6.70937643020595,5.863995
655762,655762,3PD,Others,DV360_DIGITAL-3PD RETARGET EXPOSED_HTML5 BANNER_300x600_DCPM_INTEL DCF_STD_FY24Q2_NA_UK STAN-C&E / STAN-CC_NA,2024_Q2_UK_ISG_BSP_DISPLAY_RETARGETING-ENGAGE_STAN-C&E / STAN-CC,2024-Q2,2024-W24,United Kingdom,Brand Seeker/Purchasers,Display,Infrastructure Solutions Group,Display & Video 360,DIGITAL-3PD RETARGET EXPOSED,5317.0,5.0,26.103105,0.0,59.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W11,11,False,DIGITAL-3PD RETARGET EXPOSED,0.0940379913485048,4.909367124318225,5.2206209999999995
655763,655763,3PD,Others,DV360_DIGITAL-3PD RETARGET EXPOSED_HTML5 BANNER_300x600_DCPM_INTEL DCF_STD_FY24Q2_NA_UK STAN-C&E / STAN-CC_NA,2024_Q2_UK_ISG_BSP_DISPLAY_RETARGETING-ENGAGE_STAN-C&E / STAN-CC,2024-Q2,2024-W25,United Kingdom,Brand Seeker/Purchasers,Display,Infrastructure Solutions Group,Display & Video 360,DIGITAL-3PD RETARGET EXPOSED,7960.0,20.0,35.519517,0.0,46.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W12,12,False,DIGITAL-3PD RETARGET EXPOSED,0.25125628140703515,4.462250879396985,1.77597585
655795,655795,3PD,Others,DV360_DIGITAL-3PD RETARGET EXPOSED_HTML5 BANNER_320x50_DCPM_INTEL DCF_STD_FY24Q2_NA_DE STAN-C&E / STAN-CC_NA,2024_Q2_DE_ISG_BSP_DISPLAY_RETARGETING-ENGAGE_STAN-C&E / STAN-CC,2024-Q2,2024-W25,United Kingdom,Brand Seeker/Purchasers,Display,Infrastructure Solutions Group,Display & Video 360,DIGITAL-3PD RETARGET EXPOSED,0.0,0.0,0.000353,0.0,0.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W12,12,False,DIGITAL-3PD RETARGET EXPOSED,,inf,inf
655812,655812,3PD,Others,DV360_DIGITAL-3PD RETARGET EXPOSED_HTML5 BANNER_320x50_DCPM_INTEL DCF_STD_FY24Q2_NA_UK STAN-C&E / STAN-CC_NA,2024_Q2_UK_ISG_BSP_DISPLAY_RETARGETING-ENGAGE_STAN-C&E / STAN-CC,2024-Q2,2024-W18,United Kingdom,Brand Seeker/Purchasers,Display,Infrastructure Solutions Group,Display & Video 360,DIGITAL-3PD RETARGET EXPOSED,3712.0,1.0,44.991455,0.0,6.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W05,5,False,DIGITAL-3PD RETARGET EXPOSED,0.02693965517241379,12.120542834051724,44.991455
655813,655813,3PD,Others,DV360_DIGITAL-3PD RETARGET EXPOSED_HTML5 BANNER_320x50_DCPM_INTEL DCF_STD_FY24Q2_NA_UK STAN-C&E / STAN-CC_NA,2024_Q2_UK_ISG_BSP_DISPLAY_RETARGETING-ENGAGE_STAN-C&E / STAN-CC,2024-Q2,2024-W19,United Kingdom,Brand Seeker/Purchasers,Display,Infrastructure Solutions Group,Display & Video 360,DIGITAL-3PD RETARGET EXPOSED,17291.0,22.0,178.241539,0.0,51.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W06,6,False,DIGITAL-3PD RETARGET EXPOSED,0.12723382106298076,10.308341854143773,8.101888136363636
655814,655814,3PD,Others,DV360_DIGITAL-3PD RETARGET EXPOSED_HTML5 BANNER_320x50_DCPM_INTEL DCF_STD_FY24Q2_NA_UK STAN-C&E / STAN-CC_NA,2024_Q2_UK_ISG_BSP_DISPLAY_RETARGETING-ENGAGE_STAN-C&E / STAN-CC,2024-Q2,2024-W20,United Kingdom,Brand Seeker/Purchasers,Display,Infrastructure Solutions Group,Display & Video 360,DIGITAL-3PD RETARGET EXPOSED,12212.0,12.0,153.327812,0.0,80.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W07,7,False,DIGITAL-3PD RETARGET EXPOSED,0.0982640026203734,12.555503766786767,12.777317666666667
655815,655815,3PD,Others,DV360_DIGITAL-3PD RETARGET EXPOSED_HTML5 BANNER_320x50_DCPM_INTEL DCF_STD_FY24Q2_NA_UK STAN-C&E / STAN-CC_NA,2024_Q2_UK_ISG_BSP_DISPLAY_RETARGETING-ENGAGE_STAN-C&E / STAN-CC,2024-Q2,2024-W21,United Kingdom,Brand Seeker/Purchasers,Display,Infrastructure Solutions Group,Display & Video 360,DIGITAL-3PD RETARGET EXPOSED,10234.0,7.0,126.895801,0.0,37.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W08,8,False,DIGITAL-3PD RETARGET EXPOSED,0.06839945280437756,12.399433359390269,18.12797157142857
655816,655816,3PD,Others,DV360_DIGITAL-3PD RETARGET EXPOSED_HTML5 BANNER_320x50_DCPM_INTEL DCF_STD_FY24Q2_NA_UK STAN-C&E / STAN-CC_NA,2024_Q2_UK_ISG_BSP_DISPLAY_RETARGETING-ENGAGE_STAN-C&E / STAN-CC,2024-Q2,2024-W22,United Kingdom,Brand Seeker/Purchasers,Display,Infrastructure Solutions Group,Display & Video 360,DIGITAL-3PD RETARGET EXPOSED,15000.0,21.0,133.496135,0.0,73.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W09,9,False,DIGITAL-3PD RETARGET EXPOSED,0.13999999999999999,8.899742333333334,6.35695880952381
655817,655817,3PD,Others,DV360_DIGITAL-3PD RETARGET EXPOSED_HTML5 BANNER_320x50_DCPM_INTEL DCF_STD_FY24Q2_NA_UK STAN-C&E / STAN-CC_NA,2024_Q2_UK_ISG_BSP_DISPLAY_RETARGETING-ENGAGE_STAN-C&E / STAN-CC,2024-Q2,2024-W23,United Kingdom,Brand Seeker/Purchasers,Display,Infrastructure Solutions Group,Display & Video 360,DIGITAL-3PD RETARGET EXPOSED,28248.0,24.0,172.594223,0.0,66.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W10,10,False,DIGITAL-3PD RETARGET EXPOSED,0.08496176720475786,6.109962581421693,7.191425958333333
655818,655818,3PD,Others,DV360_DIGITAL-3PD RETARGET EXPOSED_HTML5 BANNER_320x50_DCPM_INTEL DCF_STD_FY24Q2_NA_UK STAN-C&E / STAN-CC_NA,2024_Q2_UK_ISG_BSP_DISPLAY_RETARGETING-ENGAGE_STAN-C&E / STAN-CC,2024-Q2,2024-W24,United Kingdom,Brand Seeker/Purchasers,Display,Infrastructure Solutions Group,Display & Video 360,DIGITAL-3PD RETARGET EXPOSED,83771.0,82.0,187.641195,0.0,66.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W11,11,False,DIGITAL-3PD RETARGET EXPOSED,0.09788590323620346,2.239930226450681,2.288307256097561
655820,655820,3PD,Others,DV360_DIGITAL-3PD RETARGET EXPOSED_HTML5 BANNER_320x50_DCPM_INTEL DCF_STD_FY24Q2_NA_UK STAN-C&E / STAN-CC_NA,2024_Q2_UK_ISG_BSP_DISPLAY_RETARGETING-ENGAGE_STAN-C&E / STAN-CC,2024-Q2,2024-W25,United Kingdom,Brand Seeker/Purchasers,Display,Infrastructure Solutions Group,Display & Video 360,DIGITAL-3PD RETARGET EXPOSED,149514.0,112.0,250.611253,0.0,48.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W12,12,False,DIGITAL-3PD RETARGET EXPOSED,0.07490937303530104,1.6761724855197506,2.2376004732142856
655861,655861,3PD,Others,DV360_DIGITAL-3PD RETARGET EXPOSED_HTML5 BANNER_728x90_DCPM_INTEL DCF_STD_FY24Q2_NA_UK STAN-C&E / STAN-CC_NA,2024_Q2_UK_ISG_BSP_DISPLAY_RETARGETING-ENGAGE_STAN-C&E / STAN-CC,2024-Q2,2024-W18,United Kingdom,Brand Seeker/Purchasers,Display,Infrastructure Solutions Group,Display & Video 360,DIGITAL-3PD RETARGET EXPOSED,1135.0,0.0,11.475511,0.0,2.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W05,5,False,DIGITAL-3PD RETARGET EXPOSED,0.0,10.110582378854625,inf
655862,655862,3PD,Others,DV360_DIGITAL-3PD RETARGET EXPOSED_HTML5 BANNER_728x90_DCPM_INTEL DCF_STD_FY24Q2_NA_UK STAN-C&E / STAN-CC_NA,2024_Q2_UK_ISG_BSP_DISPLAY_RETARGETING-ENGAGE_STAN-C&E / STAN-CC,2024-Q2,2024-W19,United Kingdom,Brand Seeker/Purchasers,Display,Infrastructure Solutions Group,Display & Video 360,DIGITAL-3PD RETARGET EXPOSED,4673.0,2.0,28.394196,0.0,43.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W06,6,False,DIGITAL-3PD RETARGET EXPOSED,0.04279905842071474,6.076224267066125,14.197098
655863,655863,3PD,Others,DV360_DIGITAL-3PD RETARGET EXPOSED_HTML5 BANNER_728x90_DCPM_INTEL DCF_STD_FY24Q2_NA_UK STAN-C&E / STAN-CC_NA,2024_Q2_UK_ISG_BSP_DISPLAY_RETARGETING-ENGAGE_STAN-C&E / STAN-CC,2024-Q2,2024-W20,United Kingdom,Brand Seeker/Purchasers,Display,Infrastructure Solutions Group,Display & Video 360,DIGITAL-3PD RETARGET EXPOSED,5011.0,1.0,48.825042,0.0,65.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W07,7,False,DIGITAL-3PD RETARGET EXPOSED,0.019956096587507483,9.743572540411096,48.825042
655864,655864,3PD,Others,DV360_DIGITAL-3PD RETARGET EXPOSED_HTML5 BANNER_728x90_DCPM_INTEL DCF_STD_FY24Q2_NA_UK STAN-C&E / STAN-CC_NA,2024_Q2_UK_ISG_BSP_DISPLAY_RETARGETING-ENGAGE_STAN-C&E / STAN-CC,2024-Q2,2024-W21,United Kingdom,Brand Seeker/Purchasers,Display,Infrastructure Solutions Group,Display & Video 360,DIGITAL-3PD RETARGET EXPOSED,6436.0,0.0,61.469896,0.0,77.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W08,8,False,DIGITAL-3PD RETARGET EXPOSED,0.0,9.550947172156619,inf
