,Unnamed: 0,Audience Type,Tactic,Media Buy Name,Campaign Name,Fiscal Quarter,Fiscal Week Year,Country,Display Funnel Mapped,Display Dell Vehicle Mapped,Display Business Unit Mapped,Display Site Name Mapped,Audience Type Name,Impressions,Clicks,Spend,Net Rev,HVE,BU,[Net_ROAS],Segment ID,Audience ID Exists,Dell Audience Name,MediaCom Audience Name,Audience Objective,Seed Information,Audience Composition,Audience Object-Audience Composition,Business Unit,Data Type,Audience Source,Data Provider,Attribute Category,Audience Category Reporting,Platform,Claravine ID,submission_name,submitter_name,created_date,Fiscal Week Quarter,Week Quarter,Permutive_flag,Audience Type Name v2,CTR,CPM,CPC
711838,711838,3PD,Others,VDX_KCT-3PD CONTEXTUAL_HTML5 BANNER_728x90_CPM_INTEL CCF_STD_FY24Q2_NA_UK Medium Business-Transactional-PR_ADDEDVALUE,2024_Q2_UK_MB_AP_DISPLAY_PROSPECTING-TXL_MB-TXL-PR,2024-Q2,2024-W25,United Kingdom,Active Prospects,Display,Medium Business,VDX.tv,KCT-3PD CONTEXTUAL,21998.0,12.0,113.970993362,0.0,27.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W12,12,False,KCT-3PD CONTEXTUAL,0.05455041367397036,5.180970695608692,9.497582780166667
711842,711842,3PD,Others,VDX_KCT-3PD CONTEXTUAL_HTML5 BANNER_728x90_CPM_INTEL CCF_STD_FY24Q2_NA_UK Medium Business-Transactional-PR_SALES,2024_Q2_UK_MB_AP_DISPLAY_PROSPECTING-TXL_MB-TXL-PR,2024-Q2,2024-W16,United Kingdom,Active Prospects,Display,Medium Business,VDX.tv,KCT-3PD CONTEXTUAL,17800.0,10.0,92.221278382,0.0,2.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W03,3,False,KCT-3PD CONTEXTUAL,0.05617977528089888,5.180970695617977,9.222127838199999
711843,711843,3PD,Others,VDX_KCT-3PD CONTEXTUAL_HTML5 BANNER_728x90_CPM_INTEL CCF_STD_FY24Q2_NA_UK Medium Business-Transactional-PR_SALES,2024_Q2_UK_MB_AP_DISPLAY_PROSPECTING-TXL_MB-TXL-PR,2024-Q2,2024-W17,United Kingdom,Active Prospects,Display,Medium Business,VDX.tv,KCT-3PD CONTEXTUAL,45970.0,26.0,238.16922288,0.0,48.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W04,4,False,KCT-3PD CONTEXTUAL,0.05655862519034153,5.18097069567109,9.160354726153846
711844,711844,3PD,Others,VDX_KCT-3PD CONTEXTUAL_HTML5 BANNER_728x90_CPM_INTEL CCF_STD_FY24Q2_NA_UK Medium Business-Transactional-PR_SALES,2024_Q2_UK_MB_AP_DISPLAY_PROSPECTING-TXL_MB-TXL-PR,2024-Q2,2024-W18,United Kingdom,Active Prospects,Display,Medium Business,VDX.tv,KCT-3PD CONTEXTUAL,43330.0,17.0,224.491460241,0.0,117.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W05,5,False,KCT-3PD CONTEXTUAL,0.03923378721440111,5.180970695615047,13.20538001417647
711845,711845,3PD,Others,VDX_KCT-3PD CONTEXTUAL_HTML5 BANNER_728x90_CPM_INTEL CCF_STD_FY24Q2_NA_UK Medium Business-Transactional-PR_SALES,2024_Q2_UK_MB_AP_DISPLAY_PROSPECTING-TXL_MB-TXL-PR,2024-Q2,2024-W19,United Kingdom,Active Prospects,Display,Medium Business,VDX.tv,KCT-3PD CONTEXTUAL,38821.0,18.0,201.130463377,0.0,190.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W06,6,False,KCT-3PD CONTEXTUAL,0.04636665722160686,5.180970695680173,11.173914632055556
711846,711846,3PD,Others,VDX_KCT-3PD CONTEXTUAL_HTML5 BANNER_728x90_CPM_INTEL CCF_STD_FY24Q2_NA_UK Medium Business-Transactional-PR_SALES,2024_Q2_UK_MB_AP_DISPLAY_PROSPECTING-TXL_MB-TXL-PR,2024-Q2,2024-W20,United Kingdom,Active Prospects,Display,Medium Business,VDX.tv,KCT-3PD CONTEXTUAL,41120.0,11.0,213.041515004,0.0,136.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W07,7,False,KCT-3PD CONTEXTUAL,0.026750972762645917,5.180970695622568,19.36741045490909
711847,711847,3PD,Others,VDX_KCT-3PD CONTEXTUAL_HTML5 BANNER_728x90_CPM_INTEL CCF_STD_FY24Q2_NA_UK Medium Business-Transactional-PR_SALES,2024_Q2_UK_MB_AP_DISPLAY_PROSPECTING-TXL_MB-TXL-PR,2024-Q2,2024-W21,United Kingdom,Active Prospects,Display,Medium Business,VDX.tv,KCT-3PD CONTEXTUAL,50146.0,37.0,259.804956504,0.0,161.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W08,8,False,KCT-3PD CONTEXTUAL,0.07378454911657958,5.180970695648706,7.02175558118919
711848,711848,3PD,Others,VDX_KCT-3PD CONTEXTUAL_HTML5 BANNER_728x90_CPM_INTEL CCF_STD_FY24Q2_NA_UK Medium Business-Transactional-PR_SALES,2024_Q2_UK_MB_AP_DISPLAY_PROSPECTING-TXL_MB-TXL-PR,2024-Q2,2024-W22,United Kingdom,Active Prospects,Display,Medium Business,VDX.tv,KCT-3PD CONTEXTUAL,58611.0,33.0,303.661873444,0.0,118.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W09,9,False,KCT-3PD CONTEXTUAL,0.05630342427189436,5.18097069567146,9.201874952848485
711849,711849,3PD,Others,VDX_KCT-3PD CONTEXTUAL_HTML5 BANNER_728x90_CPM_INTEL CCF_STD_FY24Q2_NA_UK Medium Business-Transactional-PR_SALES,2024_Q2_UK_MB_AP_DISPLAY_PROSPECTING-TXL_MB-TXL-PR,2024-Q2,2024-W23,United Kingdom,Active Prospects,Display,Medium Business,VDX.tv,KCT-3PD CONTEXTUAL,60423.0,35.0,313.049792344,108.8,205.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W10,10,False,KCT-3PD CONTEXTUAL,0.05792496234877447,5.180970695662248,8.944279781257144
711850,711850,3PD,Others,VDX_KCT-3PD CONTEXTUAL_HTML5 BANNER_728x90_CPM_INTEL CCF_STD_FY24Q2_NA_UK Medium Business-Transactional-PR_SALES,2024_Q2_UK_MB_AP_DISPLAY_PROSPECTING-TXL_MB-TXL-PR,2024-Q2,2024-W24,United Kingdom,Active Prospects,Display,Medium Business,VDX.tv,KCT-3PD CONTEXTUAL,53367.0,34.0,276.492863117,0.0,219.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W11,11,False,KCT-3PD CONTEXTUAL,0.06370978319935541,5.180970695692095,8.132143032852941
711851,711851,3PD,Others,VDX_KCT-3PD CONTEXTUAL_HTML5 BANNER_728x90_CPM_INTEL CCF_STD_FY24Q2_NA_UK Medium Business-Transactional-PR_SALES,2024_Q2_UK_MB_AP_DISPLAY_PROSPECTING-TXL_MB-TXL-PR,2024-Q2,2024-W25,United Kingdom,Active Prospects,Display,Medium Business,VDX.tv,KCT-3PD CONTEXTUAL,43920.0,19.0,227.548232955,0.0,185.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W12,12,False,KCT-3PD CONTEXTUAL,0.04326047358834244,5.180970695696722,11.976222787105263
712028,712028,3PD,Others,VDX_KCT-3PD CONTEXTUAL_HTML5 BANNER_728x90_CPM_INTEL IIF CS_STD_FY24Q2_NA_UK CS Products- NA- PR_ADDEDVALUE,2024_Q2_UK_CSG_DCR_DISPLAY_PROSPECTING-ENGAGE_CS Products- NA- PR,2024-Q2,2024-W15,United Kingdom,Demand Creation,Display,Client Solutions Group,VDX.tv,KCT-3PD CONTEXTUAL,505.0,2.0,2.593241115,0.0,0.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W02,2,False,KCT-3PD CONTEXTUAL,0.39603960396039606,5.13513092079208,1.2966205575
712029,712029,3PD,Others,VDX_KCT-3PD CONTEXTUAL_HTML5 BANNER_728x90_CPM_INTEL IIF CS_STD_FY24Q2_NA_UK CS Products- NA- PR_ADDEDVALUE,2024_Q2_UK_CSG_DCR_DISPLAY_PROSPECTING-ENGAGE_CS Products- NA- PR,2024-Q2,2024-W16,United Kingdom,Demand Creation,Display,Client Solutions Group,VDX.tv,KCT-3PD CONTEXTUAL,6630.0,2.0,34.045918004,0.0,6.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W03,3,False,KCT-3PD CONTEXTUAL,0.030165912518853696,5.1351309206636495,17.022959002
712030,712030,3PD,Others,VDX_KCT-3PD CONTEXTUAL_HTML5 BANNER_728x90_CPM_INTEL IIF CS_STD_FY24Q2_NA_UK CS Products- NA- PR_ADDEDVALUE,2024_Q2_UK_CSG_DCR_DISPLAY_PROSPECTING-ENGAGE_CS Products- NA- PR,2024-Q2,2024-W17,United Kingdom,Demand Creation,Display,Client Solutions Group,VDX.tv,KCT-3PD CONTEXTUAL,2226.0,0.0,11.430801429,0.0,8.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W04,4,False,KCT-3PD CONTEXTUAL,0.0,5.135130920485175,inf
712031,712031,3PD,Others,VDX_KCT-3PD CONTEXTUAL_HTML5 BANNER_728x90_CPM_INTEL IIF CS_STD_FY24Q2_NA_UK CS Products- NA- PR_ADDEDVALUE,2024_Q2_UK_CSG_DCR_DISPLAY_PROSPECTING-ENGAGE_CS Products- NA- PR,2024-Q2,2024-W18,United Kingdom,Demand Creation,Display,Client Solutions Group,VDX.tv,KCT-3PD CONTEXTUAL,1646.0,0.0,8.452425494,0.0,6.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W05,5,False,KCT-3PD CONTEXTUAL,0.0,5.135130919805589,inf
712032,712032,3PD,Others,VDX_KCT-3PD CONTEXTUAL_HTML5 BANNER_728x90_CPM_INTEL IIF CS_STD_FY24Q2_NA_UK CS Products- NA- PR_ADDEDVALUE,2024_Q2_UK_CSG_DCR_DISPLAY_PROSPECTING-ENGAGE_CS Products- NA- PR,2024-Q2,2024-W19,United Kingdom,Demand Creation,Display,Client Solutions Group,VDX.tv,KCT-3PD CONTEXTUAL,3047.0,0.0,15.646743914,0.0,7.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W06,6,False,KCT-3PD CONTEXTUAL,0.0,5.135130920249426,inf
712033,712033,3PD,Others,VDX_KCT-3PD CONTEXTUAL_HTML5 BANNER_728x90_CPM_INTEL IIF CS_STD_FY24Q2_NA_UK CS Products- NA- PR_ADDEDVALUE,2024_Q2_UK_CSG_DCR_DISPLAY_PROSPECTING-ENGAGE_CS Products- NA- PR,2024-Q2,2024-W20,United Kingdom,Demand Creation,Display,Client Solutions Group,VDX.tv,KCT-3PD CONTEXTUAL,2867.0,1.0,14.722420349,0.0,6.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W07,7,False,KCT-3PD CONTEXTUAL,0.03487966515521451,5.135130920474364,14.722420349
712034,712034,3PD,Others,VDX_KCT-3PD CONTEXTUAL_HTML5 BANNER_728x90_CPM_INTEL IIF CS_STD_FY24Q2_NA_UK CS Products- NA- PR_ADDEDVALUE,2024_Q2_UK_CSG_DCR_DISPLAY_PROSPECTING-ENGAGE_CS Products- NA- PR,2024-Q2,2024-W21,United Kingdom,Demand Creation,Display,Client Solutions Group,VDX.tv,KCT-3PD CONTEXTUAL,1084.0,1.0,5.566481916,0.0,2.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W08,8,False,KCT-3PD CONTEXTUAL,0.09225092250922509,5.135130918819188,5.566481916
712035,712035,3PD,Others,VDX_KCT-3PD CONTEXTUAL_HTML5 BANNER_728x90_CPM_INTEL IIF CS_STD_FY24Q2_NA_UK CS Products- NA- PR_ADDEDVALUE,2024_Q2_UK_CSG_DCR_DISPLAY_PROSPECTING-ENGAGE_CS Products- NA- PR,2024-Q2,2024-W22,United Kingdom,Demand Creation,Display,Client Solutions Group,VDX.tv,KCT-3PD CONTEXTUAL,1436.0,3.0,7.374048004,0.0,1.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W09,9,False,KCT-3PD CONTEXTUAL,0.20891364902506965,5.135130922005571,2.458016001333333
712036,712036,3PD,Others,VDX_KCT-3PD CONTEXTUAL_HTML5 BANNER_728x90_CPM_INTEL IIF CS_STD_FY24Q2_NA_UK CS Products- NA- PR_ADDEDVALUE,2024_Q2_UK_CSG_DCR_DISPLAY_PROSPECTING-ENGAGE_CS Products- NA- PR,2024-Q2,2024-W23,United Kingdom,Demand Creation,Display,Client Solutions Group,VDX.tv,KCT-3PD CONTEXTUAL,5183.0,0.0,26.615383562,0.0,1.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W10,10,False,KCT-3PD CONTEXTUAL,0.0,5.135130920702297,inf
712037,712037,3PD,Others,VDX_KCT-3PD CONTEXTUAL_HTML5 BANNER_728x90_CPM_INTEL IIF CS_STD_FY24Q2_NA_UK CS Products- NA- PR_ADDEDVALUE,2024_Q2_UK_CSG_DCR_DISPLAY_PROSPECTING-ENGAGE_CS Products- NA- PR,2024-Q2,2024-W24,United Kingdom,Demand Creation,Display,Client Solutions Group,VDX.tv,KCT-3PD CONTEXTUAL,5194.0,3.0,26.671870002,0.0,4.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W11,11,False,KCT-3PD CONTEXTUAL,0.05775895263765884,5.135130920677705,8.890623333999999
712038,712038,3PD,Others,VDX_KCT-3PD CONTEXTUAL_HTML5 BANNER_728x90_CPM_INTEL IIF CS_STD_FY24Q2_NA_UK CS Products- NA- PR_ADDEDVALUE,2024_Q2_UK_CSG_DCR_DISPLAY_PROSPECTING-ENGAGE_CS Products- NA- PR,2024-Q2,2024-W25,United Kingdom,Demand Creation,Display,Client Solutions Group,VDX.tv,KCT-3PD CONTEXTUAL,3807.0,1.0,19.549443415,0.0,10.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W12,12,False,KCT-3PD CONTEXTUAL,0.026267402153926978,5.135130920672445,19.549443415
712039,712039,3PD,Others,VDX_KCT-3PD CONTEXTUAL_HTML5 BANNER_728x90_CPM_INTEL IIF CS_STD_FY24Q2_NA_UK CS Products- NA- PR_ADDEDVALUE,2024_Q2_UK_CSG_DCR_DISPLAY_PROSPECTING-ENGAGE_CS Products- NA- PR,2024-Q2,2024-W26,United Kingdom,Demand Creation,Display,Client Solutions Group,VDX.tv,KCT-3PD CONTEXTUAL,5.0,0.0,0.02567544,0.0,0.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W13,13,False,KCT-3PD CONTEXTUAL,0.0,5.1350880000000005,inf
712040,712040,3PD,Others,VDX_KCT-3PD CONTEXTUAL_HTML5 BANNER_728x90_CPM_INTEL IIF CS_STD_FY24Q2_NA_UK CS Products- NA- PR_LATITUDE-9440,2024_Q2_UK_CSG_DCR_DISPLAY_PROSPECTING-ENGAGE_CS Products- NA- PR,2024-Q2,2024-W14,United Kingdom,Demand Creation,Display,Client Solutions Group,VDX.tv,KCT-3PD CONTEXTUAL,4782.0,4.0,24.55619606,0.0,4.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W01,1,False,KCT-3PD CONTEXTUAL,0.0836470096194061,5.135130920117106,6.139049015
712041,712041,3PD,Others,VDX_KCT-3PD CONTEXTUAL_HTML5 BANNER_728x90_CPM_INTEL IIF CS_STD_FY24Q2_NA_UK CS Products- NA- PR_LATITUDE-9440,2024_Q2_UK_CSG_DCR_DISPLAY_PROSPECTING-ENGAGE_CS Products- NA- PR,2024-Q2,2024-W15,United Kingdom,Demand Creation,Display,Client Solutions Group,VDX.tv,KCT-3PD CONTEXTUAL,9431.0,9.0,48.429419712,0.0,8.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W02,2,False,KCT-3PD CONTEXTUAL,0.09542996500901282,5.135130920581062,5.381046634666666
712042,712042,3PD,Others,VDX_KCT-3PD CONTEXTUAL_HTML5 BANNER_728x90_CPM_INTEL IIF CS_STD_FY24Q2_NA_UK CS Products- NA- PR_LATITUDE-9440,2024_Q2_UK_CSG_DCR_DISPLAY_PROSPECTING-ENGAGE_CS Products- NA- PR,2024-Q2,2024-W16,United Kingdom,Demand Creation,Display,Client Solutions Group,VDX.tv,KCT-3PD CONTEXTUAL,10737.0,4.0,55.135900694,0.0,8.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W03,3,False,KCT-3PD CONTEXTUAL,0.03725435410263575,5.13513092055509,13.7839751735
712043,712043,3PD,Others,VDX_KCT-3PD CONTEXTUAL_HTML5 BANNER_728x90_CPM_INTEL IIF CS_STD_FY24Q2_NA_UK CS Products- NA- PR_LATITUDE-9440,2024_Q2_UK_CSG_DCR_DISPLAY_PROSPECTING-ENGAGE_CS Products- NA- PR,2024-Q2,2024-W17,United Kingdom,Demand Creation,Display,Client Solutions Group,VDX.tv,KCT-3PD CONTEXTUAL,10763.0,3.0,55.269414097,0.0,1.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W04,4,False,KCT-3PD CONTEXTUAL,0.0278732695345164,5.135130920468271,18.423138032333334
712044,712044,3PD,Others,VDX_KCT-3PD CONTEXTUAL_HTML5 BANNER_728x90_CPM_INTEL IIF CS_STD_FY24Q2_NA_UK CS Products- NA- PR_LATITUDE-9440,2024_Q2_UK_CSG_DCR_DISPLAY_PROSPECTING-ENGAGE_CS Products- NA- PR,2024-Q2,2024-W18,United Kingdom,Demand Creation,Display,Client Solutions Group,VDX.tv,KCT-3PD CONTEXTUAL,10981.0,6.0,56.388872638,0.0,8.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W05,5,False,KCT-3PD CONTEXTUAL,0.05463983243784719,5.135130920499044,9.398145439666667
712045,712045,3PD,Others,VDX_KCT-3PD CONTEXTUAL_HTML5 BANNER_728x90_CPM_INTEL IIF CS_STD_FY24Q2_NA_UK CS Products- NA- PR_LATITUDE-9440,2024_Q2_UK_CSG_DCR_DISPLAY_PROSPECTING-ENGAGE_CS Products- NA- PR,2024-Q2,2024-W19,United Kingdom,Demand Creation,Display,Client Solutions Group,VDX.tv,KCT-3PD CONTEXTUAL,10053.0,9.0,51.623471144,0.0,12.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W06,6,False,KCT-3PD CONTEXTUAL,0.08952551477170993,5.135130920521238,5.735941238222222
712046,712046,3PD,Others,VDX_KCT-3PD CONTEXTUAL_HTML5 BANNER_728x90_CPM_INTEL IIF CS_STD_FY24Q2_NA_UK CS Products- NA- PR_LATITUDE-9440,2024_Q2_UK_CSG_DCR_DISPLAY_PROSPECTING-ENGAGE_CS Products- NA- PR,2024-Q2,2024-W20,United Kingdom,Demand Creation,Display,Client Solutions Group,VDX.tv,KCT-3PD CONTEXTUAL,10562.0,4.0,54.23725278,0.0,10.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W07,7,False,KCT-3PD CONTEXTUAL,0.03787161522438932,5.1351309202802495,13.559313195
712047,712047,3PD,Others,VDX_KCT-3PD CONTEXTUAL_HTML5 BANNER_728x90_CPM_INTEL IIF CS_STD_FY24Q2_NA_UK CS Products- NA- PR_LATITUDE-9440,2024_Q2_UK_CSG_DCR_DISPLAY_PROSPECTING-ENGAGE_CS Products- NA- PR,2024-Q2,2024-W21,United Kingdom,Demand Creation,Display,Client Solutions Group,VDX.tv,KCT-3PD CONTEXTUAL,17532.0,8.0,90.029115297,0.0,6.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W08,8,False,KCT-3PD CONTEXTUAL,0.04563084645220169,5.135130920431212,11.253639412125
712048,712048,3PD,Others,VDX_KCT-3PD CONTEXTUAL_HTML5 BANNER_728x90_CPM_INTEL IIF CS_STD_FY24Q2_NA_UK CS Products- NA- PR_LATITUDE-9440,2024_Q2_UK_CSG_DCR_DISPLAY_PROSPECTING-ENGAGE_CS Products- NA- PR,2024-Q2,2024-W22,United Kingdom,Demand Creation,Display,Client Solutions Group,VDX.tv,KCT-3PD CONTEXTUAL,27287.0,8.0,140.122317425,0.0,10.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W09,9,False,KCT-3PD CONTEXTUAL,0.02931799025176824,5.135130920401657,17.515289678125
712049,712049,3PD,Others,VDX_KCT-3PD CONTEXTUAL_HTML5 BANNER_728x90_CPM_INTEL IIF CS_STD_FY24Q2_NA_UK CS Products- NA- PR_LATITUDE-9440,2024_Q2_UK_CSG_DCR_DISPLAY_PROSPECTING-ENGAGE_CS Products- NA- PR,2024-Q2,2024-W23,United Kingdom,Demand Creation,Display,Client Solutions Group,VDX.tv,KCT-3PD CONTEXTUAL,39163.0,13.0,201.107132235,0.0,28.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W10,10,False,KCT-3PD CONTEXTUAL,0.03319459694099022,5.135130920384036,15.469779402692307
712050,712050,3PD,Others,VDX_KCT-3PD CONTEXTUAL_HTML5 BANNER_728x90_CPM_INTEL IIF CS_STD_FY24Q2_NA_UK CS Products- NA- PR_LATITUDE-9440,2024_Q2_UK_CSG_DCR_DISPLAY_PROSPECTING-ENGAGE_CS Products- NA- PR,2024-Q2,2024-W24,United Kingdom,Demand Creation,Display,Client Solutions Group,VDX.tv,KCT-3PD CONTEXTUAL,48192.0,21.0,247.472229319,0.0,45.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W11,11,False,KCT-3PD CONTEXTUAL,0.043575697211155374,5.135130920463977,11.784391872333334
712051,712051,3PD,Others,VDX_KCT-3PD CONTEXTUAL_HTML5 BANNER_728x90_CPM_INTEL IIF CS_STD_FY24Q2_NA_UK CS Products- NA- PR_LATITUDE-9440,2024_Q2_UK_CSG_DCR_DISPLAY_PROSPECTING-ENGAGE_CS Products- NA- PR,2024-Q2,2024-W25,United Kingdom,Demand Creation,Display,Client Solutions Group,VDX.tv,KCT-3PD CONTEXTUAL,27876.0,8.0,143.14690954,0.0,31.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W12,12,False,KCT-3PD CONTEXTUAL,0.028698522026115655,5.135130920505094,17.8933636925
712052,712052,3PD,Others,VDX_KCT-3PD CONTEXTUAL_HTML5 BANNER_728x90_CPM_INTEL IIF CS_STD_FY24Q2_NA_UK CS Products- NA- PR_LATITUDE-9440,2024_Q2_UK_CSG_DCR_DISPLAY_PROSPECTING-ENGAGE_CS Products- NA- PR,2024-Q2,2024-W26,United Kingdom,Demand Creation,Display,Client Solutions Group,VDX.tv,KCT-3PD CONTEXTUAL,60.0,0.0,0.308103986,145.536,19.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W13,13,False,KCT-3PD CONTEXTUAL,0.0,5.135066433333334,inf
712254,712254,3PD,Others,VDX_KCT-3PD CONTEXTUAL_HTML5 BANNER_970x250_CPM_INTEL IIF CS_STD_FY24Q2_NA_UK CS Products- NA- PR_ADDEDVALUE,2024_Q2_UK_CSG_DCR_DISPLAY_PROSPECTING-ENGAGE_CS Products- NA- PR,2024-Q2,2024-W15,United Kingdom,Demand Creation,Display,Client Solutions Group,VDX.tv,KCT-3PD CONTEXTUAL,11.0,1.0,0.056486441,0.0,0.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W02,2,False,KCT-3PD CONTEXTUAL,9.090909090909092,5.135131,0.056486441
712255,712255,3PD,Others,VDX_KCT-3PD CONTEXTUAL_HTML5 BANNER_970x250_CPM_INTEL IIF CS_STD_FY24Q2_NA_UK CS Products- NA- PR_ADDEDVALUE,2024_Q2_UK_CSG_DCR_DISPLAY_PROSPECTING-ENGAGE_CS Products- NA- PR,2024-Q2,2024-W16,United Kingdom,Demand Creation,Display,Client Solutions Group,VDX.tv,KCT-3PD CONTEXTUAL,199.0,1.0,1.021891053,0.0,0.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W03,3,False,KCT-3PD CONTEXTUAL,0.5025125628140703,5.13513091959799,1.021891053
712256,712256,3PD,Others,VDX_KCT-3PD CONTEXTUAL_HTML5 BANNER_970x250_CPM_INTEL IIF CS_STD_FY24Q2_NA_UK CS Products- NA- PR_ADDEDVALUE,2024_Q2_UK_CSG_DCR_DISPLAY_PROSPECTING-ENGAGE_CS Products- NA- PR,2024-Q2,2024-W17,United Kingdom,Demand Creation,Display,Client Solutions Group,VDX.tv,KCT-3PD CONTEXTUAL,52.0,0.0,0.267026811,0.0,0.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W04,4,False,KCT-3PD CONTEXTUAL,0.0,5.13513098076923,inf
712257,712257,3PD,Others,VDX_KCT-3PD CONTEXTUAL_HTML5 BANNER_970x250_CPM_INTEL IIF CS_STD_FY24Q2_NA_UK CS Products- NA- PR_ADDEDVALUE,2024_Q2_UK_CSG_DCR_DISPLAY_PROSPECTING-ENGAGE_CS Products- NA- PR,2024-Q2,2024-W18,United Kingdom,Demand Creation,Display,Client Solutions Group,VDX.tv,KCT-3PD CONTEXTUAL,185.0,0.0,0.949999218,0.0,0.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W05,5,False,KCT-3PD CONTEXTUAL,0.0,5.135130908108108,inf
712258,712258,3PD,Others,VDX_KCT-3PD CONTEXTUAL_HTML5 BANNER_970x250_CPM_INTEL IIF CS_STD_FY24Q2_NA_UK CS Products- NA- PR_ADDEDVALUE,2024_Q2_UK_CSG_DCR_DISPLAY_PROSPECTING-ENGAGE_CS Products- NA- PR,2024-Q2,2024-W19,United Kingdom,Demand Creation,Display,Client Solutions Group,VDX.tv,KCT-3PD CONTEXTUAL,94.0,0.0,0.482702308,0.0,0.0,B2B,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W06,6,False,KCT-3PD CONTEXTUAL,0.0,5.135130936170213,inf
