,Fiscal Quarter,BU,Country_x,Permutive_flag,Audience Type Name,Audience Type,Campaign Name,Media Buy Name,Impressions,Clicks,Spend,Net Rev
0,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_160x600_DCPM_NO-VF_STD_FY24Q2_d8d1c0r5p89-targeting-consumernomonitor-1pcrm_CA Audience Monitor Custom Bidding_EN ODC DESKTOP CON,0.0,0.0,0.0,0.0
1,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_160x600_DCPM_NO-VF_STD_FY24Q2_d8d1c0r5p89-targeting-consumernomonitor-1pcrm_CA Audience Monitor Custom Bidding_FR ODC DESKTOP CON,0.0,0.0,0.0,0.0
2,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_160x600_DCPM_NO-VF_STD_FY24Q2_d8d1c0r5p89-targeting-consumernomonitor-1pcrm_CA Audience Monitor_EN ODC DESKTOP CON,0.0,0.0,0.0,0.0
3,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_160x600_DCPM_NO-VF_STD_FY24Q2_d8d1c0r5p89-targeting-consumernomonitor-1pcrm_CA Audience Monitor_FR ODC DESKTOP CON,0.0,0.0,0.0,0.0
4,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_160x600_DCPM_NO-VF_STD_FY24Q2_d8yewshlifi-targeting-consumerdevelopment-1pcrm_CA Consumer Acquisition Custom Bidding_EN ODC DESKTOP CON,0.0,0.0,0.0,0.0
5,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_160x600_DCPM_NO-VF_STD_FY24Q2_d8yewshlifi-targeting-consumerdevelopment-1pcrm_CA Consumer Acquisition Custom Bidding_FR ODC DESKTOP CON,0.0,0.0,0.0,0.0
6,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_160x600_DCPM_NO-VF_STD_FY24Q2_d8yewshlifi-targeting-consumerdevelopment-1pcrm_CA Consumer Acquisition_EN ODC DESKTOP CON,0.0,0.0,0.0,0.0
7,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_160x600_DCPM_NO-VF_STD_FY24Q2_d8yewshlifi-targeting-consumerdevelopment-1pcrm_CA Consumer Acquisition_FR ODC DESKTOP CON,0.0,0.0,0.0,0.0
8,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_160x600_DCPM_NO-VF_STD_FY24Q2_db1shdmrn7h-targeting-consumerreactivation-1pcrm_Consumer Reactivation_EN ODC DESKTOP CON,0.0,0.0,0.0,0.0
9,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_160x600_DCPM_NO-VF_STD_FY24Q2_db1shdmrn7h-targeting-consumerreactivation-1pcrm_Consumer Reactivation_FR ODC DESKTOP CON,0.0,0.0,0.0,0.0
10,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_160x600_DCPM_NO-VF_STD_FY24Q2_dgnzkccrc8o-targeting-consumeracquisition-1pcrm_CA Consumer Development Custom Bidding_EN ODC DESKTOP CON,0.0,0.0,0.0,0.0
11,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_160x600_DCPM_NO-VF_STD_FY24Q2_dgnzkccrc8o-targeting-consumeracquisition-1pcrm_CA Consumer Development Custom Bidding_FR ODC DESKTOP CON,0.0,0.0,0.0,0.0
12,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_160x600_DCPM_NO-VF_STD_FY24Q2_dgnzkccrc8o-targeting-consumeracquisition-1pcrm_CA Consumer Development_EN ODC DESKTOP CON,0.0,0.0,0.0,0.0
13,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_160x600_DCPM_NO-VF_STD_FY24Q2_dgnzkccrc8o-targeting-consumeracquisition-1pcrm_CA Consumer Development_FR ODC DESKTOP CON,0.0,0.0,0.0,0.0
14,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_160x600_DCPM_NO-VF_STD_FY24Q2_dln43003118-targeting-consumerpcpurchaser-1pcrm_CA Consumer PC Purchaser LAL Custom Bidding_EN ODC DESKTOP CON,0.0,0.0,0.0,0.0
15,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_160x600_DCPM_NO-VF_STD_FY24Q2_dln43003118-targeting-consumerpcpurchaser-1pcrm_CA Consumer PC Purchaser LAL Custom Bidding_FR ODC DESKTOP CON,0.0,0.0,0.0,0.0
16,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_160x600_DCPM_NO-VF_STD_FY24Q2_dln43003118-targeting-consumerpcpurchaser-1pcrm_CA Consumer PC Purchaser LAL_EN ODC DESKTOP CON,0.0,0.0,0.0,0.0
17,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_160x600_DCPM_NO-VF_STD_FY24Q2_dln43003118-targeting-consumerpcpurchaser-1pcrm_CA Consumer PC Purchaser LAL_FR ODC DESKTOP CON,0.0,0.0,0.0,0.0
18,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_160x600_DCPM_NO-VF_STD_FY24Q2_du1qkxgirhn-targeting-consumerxpspurchaser-1pcrm_CA XPS Purchaser Custom Bidding_EN ODC DESKTOP CON,0.0,0.0,0.0,0.0
19,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_160x600_DCPM_NO-VF_STD_FY24Q2_du1qkxgirhn-targeting-consumerxpspurchaser-1pcrm_CA XPS Purchaser Custom Bidding_FR ODC DESKTOP CON,0.0,0.0,0.0,0.0
20,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_160x600_DCPM_NO-VF_STD_FY24Q2_du1qkxgirhn-targeting-consumerxpspurchaser-1pcrm_CA XPS Purchaser_EN ODC DESKTOP CON,0.0,0.0,0.0,0.0
21,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_160x600_DCPM_NO-VF_STD_FY24Q2_du1qkxgirhn-targeting-consumerxpspurchaser-1pcrm_CA XPS Purchaser_FR ODC DESKTOP CON,0.0,0.0,0.0,0.0
22,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_300x250_DCPM_NO-VF_STD_FY24Q2_d8d1c0r5p89-targeting-consumernomonitor-1pcrm_CA Audience Monitor Custom Bidding_EN ODC DESKTOP CON,0.0,0.0,0.0,0.0
23,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_300x250_DCPM_NO-VF_STD_FY24Q2_d8d1c0r5p89-targeting-consumernomonitor-1pcrm_CA Audience Monitor Custom Bidding_FR ODC DESKTOP CON,0.0,0.0,0.0,0.0
24,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_300x250_DCPM_NO-VF_STD_FY24Q2_d8d1c0r5p89-targeting-consumernomonitor-1pcrm_CA Audience Monitor_EN ODC DESKTOP CON,0.0,0.0,0.0,0.0
25,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_300x250_DCPM_NO-VF_STD_FY24Q2_d8d1c0r5p89-targeting-consumernomonitor-1pcrm_CA Audience Monitor_FR ODC DESKTOP CON,0.0,0.0,0.0,0.0
26,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_300x250_DCPM_NO-VF_STD_FY24Q2_d8yewshlifi-targeting-consumerdevelopment-1pcrm_CA Consumer Acquisition Custom Bidding_EN ODC DESKTOP CON,0.0,0.0,0.0,0.0
27,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_300x250_DCPM_NO-VF_STD_FY24Q2_d8yewshlifi-targeting-consumerdevelopment-1pcrm_CA Consumer Acquisition Custom Bidding_FR ODC DESKTOP CON,0.0,0.0,0.0,0.0
28,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_300x250_DCPM_NO-VF_STD_FY24Q2_d8yewshlifi-targeting-consumerdevelopment-1pcrm_CA Consumer Acquisition_EN ODC DESKTOP CON,0.0,0.0,0.0,0.0
29,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_300x250_DCPM_NO-VF_STD_FY24Q2_d8yewshlifi-targeting-consumerdevelopment-1pcrm_CA Consumer Acquisition_FR ODC DESKTOP CON,0.0,0.0,0.0,0.0
30,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_300x250_DCPM_NO-VF_STD_FY24Q2_db1shdmrn7h-targeting-consumerreactivation-1pcrm_Consumer Reactivation_EN ODC DESKTOP CON,0.0,0.0,0.0,0.0
31,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_300x250_DCPM_NO-VF_STD_FY24Q2_db1shdmrn7h-targeting-consumerreactivation-1pcrm_Consumer Reactivation_FR ODC DESKTOP CON,0.0,0.0,0.0,0.0
32,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_300x250_DCPM_NO-VF_STD_FY24Q2_dgnzkccrc8o-targeting-consumeracquisition-1pcrm_CA Consumer Development Custom Bidding_EN ODC DESKTOP CON,0.0,0.0,0.0,0.0
33,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_300x250_DCPM_NO-VF_STD_FY24Q2_dgnzkccrc8o-targeting-consumeracquisition-1pcrm_CA Consumer Development Custom Bidding_FR ODC DESKTOP CON,0.0,0.0,0.0,0.0
34,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_300x250_DCPM_NO-VF_STD_FY24Q2_dgnzkccrc8o-targeting-consumeracquisition-1pcrm_CA Consumer Development_EN ODC DESKTOP CON,0.0,0.0,0.0,0.0
35,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_300x250_DCPM_NO-VF_STD_FY24Q2_dgnzkccrc8o-targeting-consumeracquisition-1pcrm_CA Consumer Development_FR ODC DESKTOP CON,0.0,0.0,0.0,0.0
36,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_300x250_DCPM_NO-VF_STD_FY24Q2_dln43003118-targeting-consumerpcpurchaser-1pcrm_CA Consumer PC Purchaser LAL Custom Bidding_EN ODC DESKTOP CON,0.0,0.0,0.0,0.0
37,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_300x250_DCPM_NO-VF_STD_FY24Q2_dln43003118-targeting-consumerpcpurchaser-1pcrm_CA Consumer PC Purchaser LAL Custom Bidding_FR ODC DESKTOP CON,0.0,0.0,0.0,0.0
38,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_300x250_DCPM_NO-VF_STD_FY24Q2_dln43003118-targeting-consumerpcpurchaser-1pcrm_CA Consumer PC Purchaser LAL_EN ODC DESKTOP CON,0.0,0.0,0.0,0.0
39,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_300x250_DCPM_NO-VF_STD_FY24Q2_dln43003118-targeting-consumerpcpurchaser-1pcrm_CA Consumer PC Purchaser LAL_FR ODC DESKTOP CON,0.0,0.0,0.0,0.0
40,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_300x250_DCPM_NO-VF_STD_FY24Q2_du1qkxgirhn-targeting-consumerxpspurchaser-1pcrm_CA XPS Purchaser Custom Bidding_EN ODC DESKTOP CON,0.0,0.0,0.0,0.0
41,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_300x250_DCPM_NO-VF_STD_FY24Q2_du1qkxgirhn-targeting-consumerxpspurchaser-1pcrm_CA XPS Purchaser Custom Bidding_FR ODC DESKTOP CON,0.0,0.0,0.0,0.0
42,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_300x250_DCPM_NO-VF_STD_FY24Q2_du1qkxgirhn-targeting-consumerxpspurchaser-1pcrm_CA XPS Purchaser_EN ODC DESKTOP CON,0.0,0.0,0.0,0.0
43,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_300x250_DCPM_NO-VF_STD_FY24Q2_du1qkxgirhn-targeting-consumerxpspurchaser-1pcrm_CA XPS Purchaser_FR ODC DESKTOP CON,0.0,0.0,0.0,0.0
44,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_300x600_DCPM_NO-VF_STD_FY24Q2_d8d1c0r5p89-targeting-consumernomonitor-1pcrm_CA Audience Monitor Custom Bidding_EN ODC DESKTOP CON,0.0,0.0,0.0,0.0
45,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_300x600_DCPM_NO-VF_STD_FY24Q2_d8d1c0r5p89-targeting-consumernomonitor-1pcrm_CA Audience Monitor Custom Bidding_FR ODC DESKTOP CON,0.0,0.0,0.0,0.0
46,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_300x600_DCPM_NO-VF_STD_FY24Q2_d8d1c0r5p89-targeting-consumernomonitor-1pcrm_CA Audience Monitor_EN ODC DESKTOP CON,0.0,0.0,0.0,0.0
47,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_300x600_DCPM_NO-VF_STD_FY24Q2_d8d1c0r5p89-targeting-consumernomonitor-1pcrm_CA Audience Monitor_FR ODC DESKTOP CON,0.0,0.0,0.0,0.0
48,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_300x600_DCPM_NO-VF_STD_FY24Q2_d8yewshlifi-targeting-consumerdevelopment-1pcrm_CA Consumer Acquisition Custom Bidding_EN ODC DESKTOP CON,0.0,0.0,0.0,0.0
49,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_300x600_DCPM_NO-VF_STD_FY24Q2_d8yewshlifi-targeting-consumerdevelopment-1pcrm_CA Consumer Acquisition Custom Bidding_FR ODC DESKTOP CON,0.0,0.0,0.0,0.0
50,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_300x600_DCPM_NO-VF_STD_FY24Q2_d8yewshlifi-targeting-consumerdevelopment-1pcrm_CA Consumer Acquisition_EN ODC DESKTOP CON,0.0,0.0,0.0,0.0
51,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_300x600_DCPM_NO-VF_STD_FY24Q2_d8yewshlifi-targeting-consumerdevelopment-1pcrm_CA Consumer Acquisition_FR ODC DESKTOP CON,0.0,0.0,0.0,0.0
52,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_300x600_DCPM_NO-VF_STD_FY24Q2_db1shdmrn7h-targeting-consumerreactivation-1pcrm_Consumer Reactivation_EN ODC DESKTOP CON,0.0,0.0,0.0,0.0
53,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_300x600_DCPM_NO-VF_STD_FY24Q2_db1shdmrn7h-targeting-consumerreactivation-1pcrm_Consumer Reactivation_FR ODC DESKTOP CON,0.0,0.0,0.0,0.0
54,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_300x600_DCPM_NO-VF_STD_FY24Q2_dgnzkccrc8o-targeting-consumeracquisition-1pcrm_CA Consumer Development Custom Bidding_EN ODC DESKTOP CON,0.0,0.0,0.0,0.0
55,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_300x600_DCPM_NO-VF_STD_FY24Q2_dgnzkccrc8o-targeting-consumeracquisition-1pcrm_CA Consumer Development Custom Bidding_FR ODC DESKTOP CON,0.0,0.0,0.0,0.0
56,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_300x600_DCPM_NO-VF_STD_FY24Q2_dgnzkccrc8o-targeting-consumeracquisition-1pcrm_CA Consumer Development_EN ODC DESKTOP CON,0.0,0.0,0.0,0.0
57,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_300x600_DCPM_NO-VF_STD_FY24Q2_dgnzkccrc8o-targeting-consumeracquisition-1pcrm_CA Consumer Development_FR ODC DESKTOP CON,0.0,0.0,0.0,0.0
58,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_300x600_DCPM_NO-VF_STD_FY24Q2_dln43003118-targeting-consumerpcpurchaser-1pcrm_CA Consumer PC Purchaser LAL Custom Bidding_EN ODC DESKTOP CON,0.0,0.0,0.0,0.0
59,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_300x600_DCPM_NO-VF_STD_FY24Q2_dln43003118-targeting-consumerpcpurchaser-1pcrm_CA Consumer PC Purchaser LAL Custom Bidding_FR ODC DESKTOP CON,0.0,0.0,0.0,0.0
60,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_300x600_DCPM_NO-VF_STD_FY24Q2_dln43003118-targeting-consumerpcpurchaser-1pcrm_CA Consumer PC Purchaser LAL_EN ODC DESKTOP CON,0.0,0.0,0.0,0.0
61,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_300x600_DCPM_NO-VF_STD_FY24Q2_dln43003118-targeting-consumerpcpurchaser-1pcrm_CA Consumer PC Purchaser LAL_FR ODC DESKTOP CON,0.0,0.0,0.0,0.0
62,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_300x600_DCPM_NO-VF_STD_FY24Q2_du1qkxgirhn-targeting-consumerxpspurchaser-1pcrm_CA XPS Purchaser Custom Bidding_EN ODC DESKTOP CON,0.0,0.0,0.0,0.0
63,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_300x600_DCPM_NO-VF_STD_FY24Q2_du1qkxgirhn-targeting-consumerxpspurchaser-1pcrm_CA XPS Purchaser Custom Bidding_FR ODC DESKTOP CON,0.0,0.0,0.0,0.0
64,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_300x600_DCPM_NO-VF_STD_FY24Q2_du1qkxgirhn-targeting-consumerxpspurchaser-1pcrm_CA XPS Purchaser_EN ODC DESKTOP CON,0.0,0.0,0.0,0.0
65,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_300x600_DCPM_NO-VF_STD_FY24Q2_du1qkxgirhn-targeting-consumerxpspurchaser-1pcrm_CA XPS Purchaser_FR ODC DESKTOP CON,0.0,0.0,0.0,0.0
66,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_728x90_DCPM_NO-VF_STD_FY24Q2_d8d1c0r5p89-targeting-consumernomonitor-1pcrm_CA Audience Monitor Custom Bidding_EN ODC DESKTOP CON,0.0,0.0,0.0,0.0
67,2024-Q1,CSB,Canada,False,CRM-1PD CRM,1PD,2024_Q2_CA_CSBO-CON_AP_DISPLAY-DCO_PROSPECTING_DESKTOP DV360,DV360_CRM-1PD CRM_DCO-Display_728x90_DCPM_NO-VF_STD_FY24Q2_d8d1c0r5p89-targeting-consumernomonitor-1pcrm_CA Audience Monitor Custom Bidding_FR ODC DESKTOP CON,0.0,0.0,0.0,0.0
