,Fiscal Quarter,RTG_flag,Tactic,Country,BU,Audience Type Name,Impressions,Clicks,Spend,Net Rev,HVE
0,2023-Q3,False,Others,Australia,B2B,ABM-1PD AUDIENCE,3.0,0.0,0.0,0.0,0.0
1,2023-Q3,False,Others,Australia,B2B,ABM-3PD AUDIENCE,888609.0,3044.0,0.0,174170.864,6894.0
2,2023-Q3,False,Others,Australia,B2B,AFFINITY-3PD BEHAVIOR,247269.0,1078.0,0.0,439746.635,16895.0
3,2023-Q3,False,Others,Australia,B2B,CATEGORY-3PD CONTEXTUAL,3745225.0,2154.0,3623.833462216,491434.919,54004.0
4,2023-Q3,False,Others,Australia,B2B,DMP-3PD AUDIENCE,2442408.0,1358.0,5726.556512906,361676.543,15030.0
5,2023-Q3,False,Others,Australia,B2B,DMP-3PD LAL,1123119.0,807.0,1561.95491899,35398.818,7658.0
6,2023-Q3,False,Others,Australia,B2B,DOMAIN-3PD CONTEXTUAL,1531443.0,1093.0,4062.903469854,35031.385,5060.0
7,2023-Q3,False,Others,Australia,B2B,IN MARKET-3PD BEHAVIOR,413148.0,838.0,2612.133731156,1792008.78,82810.0
8,2023-Q3,False,Others,Australia,B2B,IN MARKET-3PD CONTEXTUAL,0.0,0.0,0.0,0.0,4.0
9,2023-Q3,False,Others,Australia,B2B,KCT-3PD CONTEXTUAL,1.0,0.0,0.0,54066.984000000004,15361.0
10,2023-Q3,False,Others,Australia,CSB,AFFINITY-3PD BEHAVIOR,38498357.0,247502.0,195466.835055389,2641.392676679,0.0
11,2023-Q3,False,Others,Australia,CSB,IN MARKET-3PD BEHAVIOR,9131710.0,181498.0,42207.052955124,4892904.706282174,0.0
12,2023-Q3,False,Others,Australia,CSB,IN MARKET-3PD CONTEXTUAL,10302359.0,28940.0,111796.763761555,31079.364745444,0.0
13,2023-Q3,False,Others,Australia,CSB,ROS-3PD ROS,0.0,0.0,0.0,0.0,0.0
14,2023-Q3,False,Others,Austria,B2B,KCT-3PD CONTEXTUAL,0.0,0.0,0.074854,17331.666,1568.0
15,2023-Q3,False,Others,Austria,CSB,DMP-3PD AUDIENCE,0.0,0.0,9.568196,0.0,0.0
16,2023-Q3,False,Others,Austria,CSB,IN MARKET-3PD CONTEXTUAL,0.0,0.0,0.847385,0.0,0.0
17,2023-Q3,False,Others,Belgium,B2B,KCT-3PD CONTEXTUAL,0.0,0.0,9788.054505,72442.476,2274.0
18,2023-Q3,False,Others,Belgium,CSB,AFFINITY-3PD BEHAVIOR,0.0,0.0,0.7989979650000001,0.0,0.0
19,2023-Q3,False,Others,Belgium,CSB,DMP-3PD AUDIENCE,0.0,0.0,3.476377,0.0,0.0
20,2023-Q3,False,Others,Belgium,CSB,IN MARKET-3PD CONTEXTUAL,0.0,0.0,0.04774,0.0,0.0
21,2023-Q3,False,Others,Brazil,B2B,ABM-3PD AUDIENCE,11870295.0,138583.0,21362.819998,0.0,103.0
22,2023-Q3,False,Others,Brazil,B2B,CATEGORY-3PD CONTEXTUAL,5074903.0,48487.0,9964.881706,9064.123,19563.0
23,2023-Q3,False,Others,Brazil,B2B,IN MARKET-3PD CONTEXTUAL,0.0,0.0,0.0,0.0,0.0
24,2023-Q3,False,Others,Canada,B2B,AFFINITY-3PD BEHAVIOR,2330590.0,528.0,8354.006053,159069.25,12829.0
25,2023-Q3,False,Others,Canada,B2B,DMP-3PD AUDIENCE,3635276.0,1005.0,52919.502614001,30363.74,2256.0
26,2023-Q3,False,Others,Canada,B2B,IN MARKET-3PD BEHAVIOR,21907105.0,11552.0,189785.897819,65333.83,26693.0
27,2023-Q3,False,Others,Canada,B2B,IN MARKET-3PD CONTEXTUAL,2979667.0,41941.0,63750.020493,0.0,881.0
28,2023-Q3,False,Others,Canada,B2B,LAPSED-1PD PIXEL,4843942.0,1009.0,14829.141665,409760.56,27897.0
29,2023-Q3,False,Others,Canada,B2B,MEDIA-1PD MEDIA,112493.0,3.0,5159.257508000001,0.0,222.0
30,2023-Q3,False,Others,Canada,CSB,AFFINITY-1PD PIXEL,221342.0,43.0,654.390351001,0.0,0.0
31,2023-Q3,False,Others,Canada,CSB,AFFINITY-3PD BEHAVIOR,15896366.0,4458.0,139262.741963074,25022.46,0.0
32,2023-Q3,False,Others,Canada,CSB,CATEGORY-3PD CONTEXTUAL,15741458.0,6729.0,130627.100136988,13117.91,0.0
33,2023-Q3,False,Others,Canada,CSB,CRM-1PD CRM,696565.0,170.0,1734.3375520069999,14366.88,0.0
34,2023-Q3,False,Others,Canada,CSB,DMP-3PD AUDIENCE,13328846.0,5382.0,217647.843887984,25723.08,0.0
35,2023-Q3,False,Others,Canada,CSB,IN MARKET-1PD PIXEL,227614.0,49.0,687.624421004,169.99,0.0
36,2023-Q3,False,Others,Canada,CSB,IN MARKET-3PD BEHAVIOR,376028297.0,944335.0,1394455.430892792,867740.11,0.0
37,2023-Q3,False,Others,Canada,CSB,IN MARKET-3PD CONTEXTUAL,55963845.0,251051.0,315939.373559008,162838.15,0.0
38,2023-Q3,False,Others,Canada,CSB,LAPSED USERS-1PD PIXEL,364380.0,68.0,975.702822007,232.99,0.0
39,2023-Q3,False,Others,Canada,CSB,LAPSED-1PD PIXEL,31506431.0,10023.0,144827.544897082,195163.37,0.0
40,2023-Q3,False,Others,Canada,CSB,MEDIA-1PD MEDIA,168227.0,13.0,7723.205022,0.0,0.0
41,2023-Q3,False,Others,Canada,CSB,PIXEL-3PD LAL,0.0,0.0,0.0,0.0,0.0
42,2023-Q3,False,Others,Canada,CSB,SITE IN MARKET-3PD BEHAVIOR,0.0,0.0,0.0,0.0,0.0
43,2023-Q3,False,Others,France,B2B,AFFINITY-3PD BEHAVIOR,0.0,0.0,0.0,0.0,0.0
44,2023-Q3,False,Others,France,B2B,CATEGORY-3PD CONTEXTUAL,0.0,0.0,0.0,0.0,0.0
45,2023-Q3,False,Others,France,B2B,DOMAIN-3PD CONTEXTUAL,0.0,0.0,0.0,0.0,0.0
46,2023-Q3,False,Others,France,B2B,IN MARKET-3PD BEHAVIOR,0.0,0.0,0.0,0.0,0.0
47,2023-Q3,False,Others,France,B2B,IN MARKET-3PD CONTEXTUAL,0.0,0.0,0.0,0.0,0.0
48,2023-Q3,False,Others,France,B2B,KCT-3PD CONTEXTUAL,0.0,0.0,40092.73727,7074657.456,52905.0
49,2023-Q3,False,Others,France,B2B,PROXIMITY-3PD BEHAVIOR,0.0,0.0,0.0,0.0,0.0
50,2023-Q3,False,Others,France,CSB,AFFINITY-3PD BEHAVIOR,0.0,0.0,10545.418254332,249516.931729879,0.0
51,2023-Q3,False,Others,France,CSB,CATEGORY-3PD CONTEXTUAL,0.0,0.0,0.0,3124.1158787589998,0.0
52,2023-Q3,False,Others,France,CSB,CRM-1PD CRM,0.0,0.0,0.0,0.0,0.0
53,2023-Q3,False,Others,France,CSB,DMP-3PD AUDIENCE,0.0,0.0,31389.683359812,137010.016997521,0.0
54,2023-Q3,False,Others,France,CSB,DOMAIN-3PD CONTEXTUAL,0.0,0.0,0.0,4837.5645262709995,0.0
55,2023-Q3,False,Others,France,CSB,EMAIL-1PD CRM,0.0,0.0,0.0,0.0,0.0
56,2023-Q3,False,Others,France,CSB,IN MARKET-3PD BEHAVIOR,0.0,0.0,2558.551180486,961930.856588608,0.0
57,2023-Q3,False,Others,France,CSB,IN MARKET-3PD CONTEXTUAL,0.0,0.0,7454.677497059,150805.493318262,0.0
58,2023-Q3,False,Others,France,CSB,KCT-3PD CONTEXTUAL,0.0,0.0,0.0,0.0,0.0
59,2023-Q3,False,Others,France,CSB,MEDIA-1PD MEDIA,0.0,0.0,0.0,0.0,0.0
60,2023-Q3,False,Others,France,CSB,PROXIMITY-3PD BEHAVIOR,0.0,0.0,0.0,77471.937984669,0.0
61,2023-Q3,False,Others,France,CSB,PROXIMITY-3PD CONTEXTUAL,0.0,0.0,0.0,3106.848558743,0.0
62,2023-Q3,False,Others,France,CSB,SITE IN MARKET-3PD BEHAVIOR,0.0,0.0,0.0,0.0,0.0
63,2023-Q3,False,Others,Germany,B2B,CATEGORY-3PD CONTEXTUAL,0.0,0.0,0.0,0.0,0.0
64,2023-Q3,False,Others,Germany,B2B,DOMAIN-3PD CONTEXTUAL,0.0,0.0,0.0,0.0,0.0
65,2023-Q3,False,Others,Germany,B2B,KCT-3PD CONTEXTUAL,0.0,0.0,71875.254803,11096120.616,66068.0
66,2023-Q3,False,Others,Germany,B2B,PROXIMITY-3PD BEHAVIOR,0.0,0.0,0.0,0.0,0.0
67,2023-Q3,False,Others,Germany,CSB,AFFINITY-3PD BEHAVIOR,0.0,0.0,0.375280483,38961.013496401996,0.0
68,2023-Q3,False,Others,Germany,CSB,DMP-3PD AUDIENCE,0.0,0.0,160748.164874,821568.609370718,0.0
69,2023-Q3,False,Others,Germany,CSB,IN MARKET-3PD BEHAVIOR,0.0,0.0,0.0,652967.2587927569,0.0
70,2023-Q3,False,Others,Germany,CSB,IN MARKET-3PD CONTEXTUAL,0.0,0.0,23502.968347,297179.800801464,0.0
71,2023-Q3,False,Others,Germany,CSB,MEDIA-1PD MEDIA,0.0,0.0,0.0,0.0,0.0
72,2023-Q3,False,Others,Germany,CSB,PROXIMITY-3PD BEHAVIOR,0.0,0.0,0.0,0.0,0.0
73,2023-Q3,False,Others,Germany,CSB,PROXIMITY-3PD CONTEXTUAL,0.0,0.0,0.0,1351.219801193,0.0
74,2023-Q3,False,Others,Germany,CSB,SITE IN MARKET-3PD BEHAVIOR,0.0,0.0,0.0,0.0,0.0
75,2023-Q3,False,Others,India,B2B,ABM-1PD AUDIENCE,3.0,0.0,0.0,0.0,0.0
76,2023-Q3,False,Others,India,B2B,ABM-3PD AUDIENCE,957880.0,9615.0,0.0,563529.402,11492.0
77,2023-Q3,False,Others,India,B2B,AFFINITY-3PD BEHAVIOR,0.0,0.0,0.0,643938.5730000001,100873.0
78,2023-Q3,False,Others,India,B2B,CATEGORY-3PD CONTEXTUAL,54.0,18.0,0.0,138478.119,121113.0
79,2023-Q3,False,Others,India,B2B,DMP-3PD AUDIENCE,942360.0,1189.0,3082.408091153,15642.803,7701.0
80,2023-Q3,False,Others,India,B2B,DMP-3PD LAL,15.0,4.0,0.0,0.0,4531.0
81,2023-Q3,False,Others,India,B2B,DOMAIN-3PD CONTEXTUAL,16.0,6.0,0.0,660.038,12624.0
82,2023-Q3,False,Others,India,B2B,IN MARKET-3PD BEHAVIOR,2688849.0,26183.0,16885.96668925,434172.475,116584.0
83,2023-Q3,False,Others,India,B2B,IN MARKET-3PD CONTEXTUAL,0.0,0.0,0.0,0.0,0.0
84,2023-Q3,False,Others,India,B2B,KCT-3PD CONTEXTUAL,6.0,0.0,0.0,49580.64199999999,60170.0
85,2023-Q3,False,Others,India,B2B,MEDIA-1PD MEDIA,0.0,0.0,0.0,0.0,0.0
86,2023-Q3,False,Others,India,CSB,ABM-3PD AUDIENCE,1583763.0,1523.0,0.0,0.0,0.0
87,2023-Q3,False,Others,India,CSB,AFFINITY-3PD BEHAVIOR,475614818.0,1016130.0,0.0,13562546.140353546,0.0
88,2023-Q3,False,Others,India,CSB,DMP-3PD AUDIENCE,160676117.0,493794.0,48598.019916676,72609.513015679,0.0
89,2023-Q3,False,Others,India,CSB,IN MARKET-3PD BEHAVIOR,0.0,0.0,0.0,0.0,0.0
90,2023-Q3,False,Others,India,CSB,IN MARKET-3PD CONTEXTUAL,0.0,0.0,0.0,0.0,0.0
91,2023-Q3,False,Others,India,CSB,ROS-3PD PMP,425675635.0,1024543.0,0.0,138250.07147338,0.0
92,2023-Q3,False,Others,India,CSB,ROS-3PD ROS,0.0,0.0,0.0,0.0,0.0
93,2023-Q3,False,Others,India,CSB,SITE IN MARKET-3PD BEHAVIOR,34547469.0,206925.0,7222.919726033,7167.221634616,0.0
94,2023-Q3,False,Others,Ireland,B2B,CATEGORY-3PD CONTEXTUAL,0.0,0.0,0.0,0.0,0.0
95,2023-Q3,False,Others,Ireland,B2B,KCT-3PD CONTEXTUAL,0.0,0.0,11018.241565,12867.538,3390.0
96,2023-Q3,False,Others,Ireland,CSB,DMP-3PD AUDIENCE,0.0,0.0,0.011935,0.0,0.0
97,2023-Q3,False,Others,Italy,B2B,CATEGORY-3PD CONTEXTUAL,0.0,0.0,0.0,0.0,0.0
98,2023-Q3,False,Others,Italy,B2B,KCT-3PD CONTEXTUAL,0.0,0.0,36584.040678,113061.277,8767.0
99,2023-Q3,False,Others,Italy,CSB,DMP-3PD AUDIENCE,0.0,0.0,1.2803,0.0,0.0
100,2023-Q3,False,Others,Italy,CSB,IN MARKET-3PD CONTEXTUAL,0.0,0.0,0.02387,0.0,0.0
101,2023-Q3,False,Others,Japan,B2B,ABM-1PD AUDIENCE,3.0,0.0,0.0,0.0,0.0
102,2023-Q3,False,Others,Japan,B2B,ABM-3PD AUDIENCE,8046247.0,95914.0,0.0,103080.17300000001,16482.0
103,2023-Q3,False,Others,Japan,B2B,AFFINITY-3PD BEHAVIOR,242060.0,3811.0,159.94512755600002,82063.657,107674.0
104,2023-Q3,False,Others,Japan,B2B,CATEGORY-3PD CONTEXTUAL,27826238.0,10684.0,41783.434088611,502539.856,209251.0
105,2023-Q3,False,Others,Japan,B2B,DMP-3PD AUDIENCE,4569047.0,1421.0,26084.098384959,145476.334,69386.0
106,2023-Q3,False,Others,Japan,B2B,DMP-3PD LAL,148.0,61.0,0.0,0.0,166.0
107,2023-Q3,False,Others,Japan,B2B,DOMAIN-3PD CONTEXTUAL,21.0,9.0,0.0,64812.297,20435.0
108,2023-Q3,False,Others,Japan,B2B,IN MARKET-3PD BEHAVIOR,988073.0,3924.0,15506.2,1107454.147,98680.0
109,2023-Q3,False,Others,Japan,B2B,IN MARKET-3PD CONTEXTUAL,0.0,0.0,0.0,0.0,0.0
110,2023-Q3,False,Others,Japan,B2B,KCT-3PD CONTEXTUAL,262.0,221.0,471.199514612,153321.566,19798.0
111,2023-Q3,False,Others,Japan,B2B,SITE IN MARKET-3PD BEHAVIOR,2.0,0.0,0.0,0.0,1398.0
112,2023-Q3,False,Others,Japan,CSB,MEDIA-1PD,0.0,4.0,0.0,0.0,0.0
113,2023-Q3,False,Others,Japan,CSB,MEDIA-1PD MEDIA,606107864.0,2197770.0,375902.834866376,17319611.492404915,0.0
114,2023-Q3,False,Others,Malaysia,B2B,ABM-3PD AUDIENCE,0.0,0.0,0.0,0.0,0.0
115,2023-Q3,False,Others,Malaysia,B2B,AFFINITY-3PD BEHAVIOR,0.0,0.0,0.0,0.0,0.0
116,2023-Q3,False,Others,Malaysia,B2B,DMP-3PD LAL,0.0,0.0,0.0,0.0,0.0
117,2023-Q3,False,Others,Malaysia,B2B,IN MARKET-3PD BEHAVIOR,0.0,0.0,0.0,32279.819,0.0
118,2023-Q3,False,Others,Malaysia,CSB,AFFINITY-3PD BEHAVIOR,0.0,169609.0,0.0,0.0,0.0
119,2023-Q3,False,Others,Malaysia,CSB,IN MARKET-3PD BEHAVIOR,282.0,10551.0,5.4,70335.37016230001,0.0
120,2023-Q3,False,Others,Malaysia,CSB,IN MARKET-3PD CONTEXTUAL,179.0,49374.0,4.104857,0.0,0.0
121,2023-Q3,False,Others,Mexico,B2B,ABM-3PD AUDIENCE,14489408.0,151399.0,12711.040004,0.0,235.0
122,2023-Q3,False,Others,Mexico,B2B,CATEGORY-3PD CONTEXTUAL,2179216.0,60884.0,1482.459777,0.0,1271.0
123,2023-Q3,False,Others,Mexico,B2B,DMP-3PD LAL,0.0,0.0,0.0,0.0,0.0
124,2023-Q3,False,Others,Mexico,B2B,IN MARKET-3PD CONTEXTUAL,4548834.0,7716.0,4671.23607,0.0,117.0
125,2023-Q3,False,Others,Mexico,CSB,ABM-3PD AUDIENCE,5166213.0,22565.0,9302.329997,8200.26,0.0
126,2023-Q3,False,Others,Mexico,CSB,IN MARKET-3PD CONTEXTUAL,0.0,0.0,0.0,0.0,0.0
127,2023-Q3,False,Others,Netherlands,B2B,DOMAIN-3PD CONTEXTUAL,0.0,0.0,0.0,0.0,0.0
128,2023-Q3,False,Others,Netherlands,B2B,KCT-3PD CONTEXTUAL,0.0,0.0,15425.557349,3687374.283,17179.0
129,2023-Q3,False,Others,Netherlands,CSB,AFFINITY-3PD BEHAVIOR,0.0,0.0,1749.3815457809999,2183.5462339289998,0.0
130,2023-Q3,False,Others,Netherlands,CSB,CATEGORY-3PD CONTEXTUAL,0.0,0.0,0.0,0.0,0.0
131,2023-Q3,False,Others,Netherlands,CSB,DMP-3PD AUDIENCE,0.0,0.0,8.678472,112960.848114432,0.0
132,2023-Q3,False,Others,Netherlands,CSB,IN MARKET-3PD BEHAVIOR,0.0,0.0,0.0,151867.321702521,0.0
133,2023-Q3,False,Others,Netherlands,CSB,IN MARKET-3PD CONTEXTUAL,0.0,0.0,0.918995,0.0,0.0
134,2023-Q3,False,Others,Netherlands,CSB,MEDIA-1PD MEDIA,0.0,0.0,0.0,0.0,0.0
135,2023-Q3,False,Others,New Zealand,CSB,AFFINITY-3PD BEHAVIOR,0.0,2549.0,0.0,123.489550348,0.0
136,2023-Q3,False,Others,New Zealand,CSB,IN MARKET-3PD BEHAVIOR,19635.0,14.0,841.38,236.979100697,0.0
137,2023-Q3,False,Others,New Zealand,CSB,IN MARKET-3PD CONTEXTUAL,224425.0,342.0,661.508153,227.365421153,0.0
138,2023-Q3,False,Others,Norway,B2B,CATEGORY-3PD CONTEXTUAL,0.0,0.0,0.0,0.0,0.0
139,2023-Q3,False,Others,Norway,CSB,DMP-3PD AUDIENCE,0.0,0.0,0.08246,0.0,0.0
140,2023-Q3,False,Others,Singapore,B2B,ABM-3PD AUDIENCE,738959.0,2292.0,0.0,40589.015,5563.0
141,2023-Q3,False,Others,Singapore,B2B,AFFINITY-3PD BEHAVIOR,0.0,0.0,0.0,15824.203,20553.0
142,2023-Q3,False,Others,Singapore,B2B,CATEGORY-3PD CONTEXTUAL,6124789.0,1346.0,8248.101515154,54106.093,41942.0
143,2023-Q3,False,Others,Singapore,B2B,DMP-3PD AUDIENCE,40.0,20.0,0.0,0.0,1798.0
144,2023-Q3,False,Others,Singapore,B2B,DMP-3PD LAL,15.0,8.0,0.0,0.0,2078.0
145,2023-Q3,False,Others,Singapore,B2B,DOMAIN-3PD CONTEXTUAL,10.0,4.0,0.0,0.0,2.0
146,2023-Q3,False,Others,Singapore,B2B,IN MARKET-3PD BEHAVIOR,487402.0,1053.0,2794.265517366,759226.827,87149.0
147,2023-Q3,False,Others,Singapore,B2B,KCT-3PD CONTEXTUAL,5.0,0.0,0.0,7520.049,15003.0
148,2023-Q3,False,Others,Singapore,B2B,MEDIA-1PD MEDIA,0.0,0.0,0.0,0.0,0.0
149,2023-Q3,False,Others,Singapore,CSB,AFFINITY-3PD BEHAVIOR,0.0,50808.0,0.0,516.597212243,0.0
150,2023-Q3,False,Others,Singapore,CSB,IN MARKET-3PD BEHAVIOR,4158068.0,25160.0,22903.802435715,119901.968673657,0.0
151,2023-Q3,False,Others,Singapore,CSB,IN MARKET-3PD CONTEXTUAL,8135.0,20.0,52.709095,878.901098901,0.0
152,2023-Q3,False,Others,South Africa,B2B,KCT-3PD CONTEXTUAL,0.0,0.0,0.0,0.0,21.0
153,2023-Q3,False,Others,South Africa,CSB,DMP-3PD AUDIENCE,0.0,0.0,0.06944,0.0,0.0
154,2023-Q3,False,Others,Spain,B2B,CATEGORY-3PD CONTEXTUAL,0.0,0.0,0.0,0.0,0.0
155,2023-Q3,False,Others,Spain,B2B,KCT-3PD CONTEXTUAL,0.0,0.0,31326.844558,3428320.653,12951.0
156,2023-Q3,False,Others,Spain,CSB,AFFINITY-3PD BEHAVIOR,0.0,0.0,0.0,0.0,0.0
157,2023-Q3,False,Others,Spain,CSB,CATEGORY-3PD CONTEXTUAL,0.0,0.0,0.0,2318.501782047,0.0
158,2023-Q3,False,Others,Spain,CSB,DMP-3PD AUDIENCE,0.0,0.0,0.949375,23956.076473154004,0.0
159,2023-Q3,False,Others,Spain,CSB,IN MARKET-3PD BEHAVIOR,0.0,0.0,0.0,107361.937424315,0.0
160,2023-Q3,False,Others,Spain,CSB,IN MARKET-3PD CONTEXTUAL,0.0,0.0,0.02387,0.0,0.0
161,2023-Q3,False,Others,Spain,CSB,MEDIA-1PD MEDIA,0.0,0.0,0.0,0.0,0.0
162,2023-Q3,False,Others,Sweden,B2B,CATEGORY-3PD CONTEXTUAL,0.0,0.0,0.0,0.0,0.0
163,2023-Q3,False,Others,Sweden,B2B,DOMAIN-3PD CONTEXTUAL,0.0,0.0,0.0,0.0,0.0
164,2023-Q3,False,Others,Sweden,B2B,KCT-3PD CONTEXTUAL,0.0,0.0,11018.270976,642497.321,11401.0
165,2023-Q3,False,Others,Sweden,CSB,AFFINITY-3PD BEHAVIOR,0.0,0.0,0.041803307,0.0,0.0
166,2023-Q3,False,Others,Sweden,CSB,CATEGORY-3PD CONTEXTUAL,0.0,0.0,0.0,0.0,0.0
167,2023-Q3,False,Others,Sweden,CSB,DMP-3PD AUDIENCE,0.0,0.0,0.176855,4849.445522352,0.0
168,2023-Q3,False,Others,Sweden,CSB,IN MARKET-3PD BEHAVIOR,0.0,0.0,0.0,0.0,0.0
169,2023-Q3,False,Others,Sweden,CSB,ROS-3PD ROS,0.0,0.0,0.0,0.0,0.0
170,2023-Q3,False,Others,Switzerland,B2B,KCT-3PD CONTEXTUAL,0.0,0.0,11018.286604,2677169.733,7565.0
171,2023-Q3,False,Others,Switzerland,CSB,AFFINITY-3PD BEHAVIOR,0.0,0.0,0.0,0.0,0.0
172,2023-Q3,False,Others,Switzerland,CSB,CATEGORY-3PD CONTEXTUAL,0.0,0.0,0.0,6593.795926937,0.0
173,2023-Q3,False,Others,Switzerland,CSB,DMP-3PD AUDIENCE,0.0,0.0,3.819381,55563.989020357,0.0
174,2023-Q3,False,Others,Switzerland,CSB,IN MARKET-3PD BEHAVIOR,0.0,0.0,0.0,64668.264269091,0.0
175,2023-Q3,False,Others,Switzerland,CSB,IN MARKET-3PD CONTEXTUAL,0.0,0.0,0.31031,681.29330254,0.0
176,2023-Q3,False,Others,United Kingdom,B2B,ABM-3PD AUDIENCE,0.0,0.0,0.0,0.0,0.0
177,2023-Q3,False,Others,United Kingdom,B2B,AFFINITY-3PD BEHAVIOR,0.0,0.0,0.0,0.0,0.0
178,2023-Q3,False,Others,United Kingdom,B2B,CATEGORY-3PD CONTEXTUAL,0.0,0.0,0.0,0.0,0.0
179,2023-Q3,False,Others,United Kingdom,B2B,DOMAIN-3PD CONTEXTUAL,0.0,0.0,0.0,0.0,0.0
180,2023-Q3,False,Others,United Kingdom,B2B,KCT-3PD CONTEXTUAL,0.0,0.0,93365.014239,18019011.862,129627.0
181,2023-Q3,False,Others,United Kingdom,CSB,AFFINITY-3PD BEHAVIOR,0.0,0.0,23794.10298977,53249.685101758,0.0
182,2023-Q3,False,Others,United Kingdom,CSB,CATEGORY-3PD CONTEXTUAL,0.0,0.0,4093.134026378,34790.832903291004,0.0
183,2023-Q3,False,Others,United Kingdom,CSB,CRM-1PD CRM,0.0,0.0,0.0,1795.8861001789999,0.0
184,2023-Q3,False,Others,United Kingdom,CSB,DMP-3PD AUDIENCE,0.0,0.0,54876.845818986,111929.668811631,0.0
185,2023-Q3,False,Others,United Kingdom,CSB,DMP-3PD LAL,0.0,0.0,0.0,0.0,0.0
186,2023-Q3,False,Others,United Kingdom,CSB,DOMAIN-3PD CONTEXTUAL,0.0,0.0,0.0,0.0,0.0
187,2023-Q3,False,Others,United Kingdom,CSB,EMAIL-1PD CRM,0.0,0.0,0.0,0.0,0.0
188,2023-Q3,False,Others,United Kingdom,CSB,IN MARKET-3PD BEHAVIOR,0.0,0.0,6368.069336604,3321313.570386746,0.0
189,2023-Q3,False,Others,United Kingdom,CSB,IN MARKET-3PD CONTEXTUAL,0.0,0.0,193699.781345439,296916.018686184,0.0
190,2023-Q3,False,Others,United Kingdom,CSB,LAPSED-1PD PIXEL,0.0,0.0,0.0,120144.364994831,0.0
191,2023-Q3,False,Others,United Kingdom,CSB,MEDIA-1PD MEDIA,0.0,0.0,0.0,73207.38682912,0.0
192,2023-Q3,False,Others,United Kingdom,CSB,PIXEL-3PD LAL,0.0,0.0,0.0,0.0,0.0
193,2023-Q3,False,Others,United Kingdom,CSB,PROXIMITY-3PD BEHAVIOR,0.0,0.0,70736.356022158,114283.344731643,0.0
194,2023-Q3,False,Others,United Kingdom,CSB,PROXIMITY-3PD CONTEXTUAL,0.0,0.0,0.0,280.57529999999997,0.0
195,2023-Q3,False,Others,United Kingdom,CSB,ROS-3PD PMP,0.0,0.0,0.0,0.0,0.0
196,2023-Q3,False,Others,United Kingdom,CSB,ROS-3PD ROS,0.0,0.0,0.0,0.0,0.0
197,2023-Q3,False,Others,United Kingdom,CSB,SITE IN MARKET-3PD BEHAVIOR,0.0,0.0,0.0,540766.903052641,0.0
198,2023-Q3,False,Others,United States,B2B,ABM-3PD AUDIENCE,115803159.0,47442.0,217950.4791019761,291922.34,74465.0
199,2023-Q3,False,Others,United States,B2B,AFFINITY-3PD BEHAVIOR,27099877.0,7267.0,266569.026991,3877.7999999999997,69034.0
200,2023-Q3,False,Others,United States,B2B,CATEGORY-3PD CONTEXTUAL,423132393.0,975040.0,2441443.9736795803,30991507.271,1145847.0
201,2023-Q3,False,Others,United States,B2B,CRM-1PD,4.0,3.0,0.0,0.0,4.0
202,2023-Q3,False,Others,United States,B2B,CRM-1PD CRM,97338893.0,87709.0,460798.240022379,1216233.39,61559.0
203,2023-Q3,False,Others,United States,B2B,DMP-3PD AUDIENCE,47114902.0,59387.0,478629.372950026,1862650.63,54259.0
204,2023-Q3,False,Others,United States,B2B,DMP-3PD LAL,1052077.0,299.0,3489.5647170353,3055855.59,3535.0
205,2023-Q3,False,Others,United States,B2B,IN MARKET-3PD BEHAVIOR,0.0,0.0,0.0,0.0,0.0
206,2023-Q3,False,Others,United States,B2B,IN MARKET-3PD CONTEXTUAL,4398744.0,2955.0,25627.521113,30503.92,24739.0
207,2023-Q3,False,Others,United States,B2B,KCT-3PD CONTEXTUAL,904319.0,660.0,5454.013383,12326.66,42025.0
208,2023-Q3,False,Others,United States,B2B,MEDIA-1PD MEDIA,11704786.0,33408.0,268249.97000000067,119.99,22402.0
209,2023-Q3,False,Others,United States,B2B,PIXEL-3PD LAL,0.0,0.0,0.0,0.0,0.0
210,2023-Q3,False,Others,United States,B2B,PROXIMITY-3PD BEHAVIOR,2963882.0,4531.0,53000.0,0.0,4850.0
211,2023-Q3,False,Others,United States,B2B,PROXIMITY-3PD CONTEXTUAL,23.0,6.0,0.0,0.0,0.0
212,2023-Q3,False,Others,United States,B2B,ROS-3PD PMP,6.0,2.0,0.0,0.0,0.0
213,2023-Q3,False,Others,United States,CSB,AFFINITY-3PD BEHAVIOR,1085873524.0,2085756.0,6415960.126955374,1348660.98,0.0
214,2023-Q3,False,Others,United States,CSB,BEHAVIORAL-3PD,0.0,0.0,0.0,0.0,0.0
215,2023-Q3,False,Others,United States,CSB,CAMPAIGN-3PD LAL,10.0,0.0,0.0,19632.71,0.0
216,2023-Q3,False,Others,United States,CSB,CATEGORY-3PD CONTEXTUAL,495697511.0,1067284.0,6311602.168660711,2223124.71,0.0
217,2023-Q3,False,Others,United States,CSB,CONTEXTUAL-3PD,13170272.0,193.0,386523.297169,0.0,0.0
218,2023-Q3,False,Others,United States,CSB,CRM-1PD AUDIENCE,0.0,0.0,0.0,0.0,0.0
219,2023-Q3,False,Others,United States,CSB,CRM-1PD CRM,12485903.0,18806.0,124515.7176368471,96383.45,0.0
220,2023-Q3,False,Others,United States,CSB,CRM-3PD LAL,8963288.0,45561.0,97749.509998,0.0,0.0
