,Audience Type,Fiscal Quarter,Fiscal Week Year,Country,BU,Audience ID Exists,Segment ID
4360,3PD,2024-Q3,2024-W35,South Africa,B2B,No ID,2
4361,3PD,2024-Q3,2024-W35,Spain,B2B,No ID,2
4362,3PD,2024-Q3,2024-W35,Spain,CSB,No ID,2
4363,3PD,2024-Q3,2024-W35,Sweden,B2B,No ID,2
4364,3PD,2024-Q3,2024-W35,Sweden,CSB,No ID,1
4365,3PD,2024-Q3,2024-W35,Switzerland,B2B,No ID,2
4366,3PD,2024-Q3,2024-W35,Switzerland,CSB,No ID,2
4367,3PD,2024-Q3,2024-W35,United Kingdom,B2B,No ID,2
4368,3PD,2024-Q3,2024-W35,United Kingdom,CSB,No ID,2
4369,3PD,2024-Q3,2024-W35,United States,B2B,Have ID,23
4370,3PD,2024-Q3,2024-W35,United States,B2B,No ID,2
4371,3PD,2024-Q3,2024-W35,United States,CSB,Have ID,17
4372,3PD,2024-Q3,2024-W35,United States,CSB,No ID,2
4373,3PD,2024-Q3,2024-W36,Australia,B2B,Have ID,4
4374,3PD,2024-Q3,2024-W36,Australia,B2B,No ID,2
4375,3PD,2024-Q3,2024-W36,Australia,CSB,No ID,2
4376,3PD,2024-Q3,2024-W36,Austria,B2B,No ID,1
4377,3PD,2024-Q3,2024-W36,Belgium,B2B,No ID,2
4378,3PD,2024-Q3,2024-W36,Brazil,B2B,No ID,2
4379,3PD,2024-Q3,2024-W36,Canada,B2B,Have ID,4
4380,3PD,2024-Q3,2024-W36,Canada,B2B,No ID,2
4381,3PD,2024-Q3,2024-W36,Canada,CSB,Have ID,9
4382,3PD,2024-Q3,2024-W36,Canada,CSB,No ID,2
4383,3PD,2024-Q3,2024-W36,France,B2B,No ID,2
4384,3PD,2024-Q3,2024-W36,France,CSB,No ID,2
4385,3PD,2024-Q3,2024-W36,Germany,B2B,No ID,2
4386,3PD,2024-Q3,2024-W36,Germany,CSB,No ID,2
4387,3PD,2024-Q3,2024-W36,India,B2B,Have ID,4
4388,3PD,2024-Q3,2024-W36,India,B2B,No ID,2
4389,3PD,2024-Q3,2024-W36,India,CSB,No ID,2
4390,3PD,2024-Q3,2024-W36,Ireland,B2B,No ID,2
4391,3PD,2024-Q3,2024-W36,Italy,B2B,No ID,2
4392,3PD,2024-Q3,2024-W36,Japan,B2B,Have ID,4
4393,3PD,2024-Q3,2024-W36,Japan,B2B,No ID,2
4394,3PD,2024-Q3,2024-W36,Japan,CSB,No ID,1
4395,3PD,2024-Q3,2024-W36,Malaysia,B2B,Have ID,2
4396,3PD,2024-Q3,2024-W36,Malaysia,B2B,No ID,1
4397,3PD,2024-Q3,2024-W36,Malaysia,CSB,No ID,2
4398,3PD,2024-Q3,2024-W36,Mexico,B2B,No ID,2
4399,3PD,2024-Q3,2024-W36,Netherlands,B2B,No ID,2
4400,3PD,2024-Q3,2024-W36,Netherlands,CSB,No ID,2
4401,3PD,2024-Q3,2024-W36,New Zealand,CSB,No ID,1
4402,3PD,2024-Q3,2024-W36,Singapore,B2B,Have ID,4
4403,3PD,2024-Q3,2024-W36,Singapore,B2B,No ID,2
4404,3PD,2024-Q3,2024-W36,Singapore,CSB,No ID,2
4405,3PD,2024-Q3,2024-W36,South Africa,B2B,No ID,1
4406,3PD,2024-Q3,2024-W36,Spain,B2B,No ID,2
4407,3PD,2024-Q3,2024-W36,Spain,CSB,No ID,2
4408,3PD,2024-Q3,2024-W36,Sweden,B2B,No ID,2
4409,3PD,2024-Q3,2024-W36,Sweden,CSB,No ID,1
4410,3PD,2024-Q3,2024-W36,Switzerland,B2B,No ID,2
4411,3PD,2024-Q3,2024-W36,Switzerland,CSB,No ID,2
4412,3PD,2024-Q3,2024-W36,United Kingdom,B2B,No ID,2
4413,3PD,2024-Q3,2024-W36,United Kingdom,CSB,No ID,2
4414,3PD,2024-Q3,2024-W36,United States,B2B,Have ID,31
4415,3PD,2024-Q3,2024-W36,United States,B2B,No ID,2
4416,3PD,2024-Q3,2024-W36,United States,CSB,Have ID,18
4417,3PD,2024-Q3,2024-W36,United States,CSB,No ID,2
4418,3PD,2024-Q3,2024-W37,Australia,B2B,Have ID,4
4419,3PD,2024-Q3,2024-W37,Australia,B2B,No ID,2
4420,3PD,2024-Q3,2024-W37,Australia,CSB,No ID,2
4421,3PD,2024-Q3,2024-W37,Austria,B2B,No ID,1
4422,3PD,2024-Q3,2024-W37,Belgium,B2B,No ID,2
4423,3PD,2024-Q3,2024-W37,Brazil,B2B,No ID,2
4424,3PD,2024-Q3,2024-W37,Canada,B2B,Have ID,4
4425,3PD,2024-Q3,2024-W37,Canada,B2B,No ID,2
4426,3PD,2024-Q3,2024-W37,Canada,CSB,Have ID,11
4427,3PD,2024-Q3,2024-W37,Canada,CSB,No ID,2
4428,3PD,2024-Q3,2024-W37,France,B2B,No ID,2
4429,3PD,2024-Q3,2024-W37,France,CSB,No ID,2
4430,3PD,2024-Q3,2024-W37,Germany,B2B,No ID,2
4431,3PD,2024-Q3,2024-W37,Germany,CSB,No ID,2
4432,3PD,2024-Q3,2024-W37,India,B2B,Have ID,4
4433,3PD,2024-Q3,2024-W37,India,B2B,No ID,2
4434,3PD,2024-Q3,2024-W37,India,CSB,No ID,2
4435,3PD,2024-Q3,2024-W37,Ireland,B2B,No ID,2
4436,3PD,2024-Q3,2024-W37,Italy,B2B,No ID,2
4437,3PD,2024-Q3,2024-W37,Japan,B2B,Have ID,4
4438,3PD,2024-Q3,2024-W37,Japan,B2B,No ID,2
4439,3PD,2024-Q3,2024-W37,Japan,CSB,No ID,1
4440,3PD,2024-Q3,2024-W37,Malaysia,B2B,Have ID,2
4441,3PD,2024-Q3,2024-W37,Malaysia,B2B,No ID,1
4442,3PD,2024-Q3,2024-W37,Malaysia,CSB,No ID,2
4443,3PD,2024-Q3,2024-W37,Mexico,B2B,No ID,2
4444,3PD,2024-Q3,2024-W37,Netherlands,B2B,No ID,2
4445,3PD,2024-Q3,2024-W37,Netherlands,CSB,No ID,2
4446,3PD,2024-Q3,2024-W37,New Zealand,CSB,No ID,2
4447,3PD,2024-Q3,2024-W37,Singapore,B2B,Have ID,4
4448,3PD,2024-Q3,2024-W37,Singapore,B2B,No ID,2
4449,3PD,2024-Q3,2024-W37,Singapore,CSB,No ID,2
4450,3PD,2024-Q3,2024-W37,South Africa,B2B,No ID,1
4451,3PD,2024-Q3,2024-W37,Spain,B2B,No ID,2
4452,3PD,2024-Q3,2024-W37,Spain,CSB,No ID,2
4453,3PD,2024-Q3,2024-W37,Sweden,B2B,No ID,2
4454,3PD,2024-Q3,2024-W37,Sweden,CSB,No ID,1
4455,3PD,2024-Q3,2024-W37,Switzerland,B2B,No ID,2
4456,3PD,2024-Q3,2024-W37,Switzerland,CSB,No ID,2
4457,3PD,2024-Q3,2024-W37,United Kingdom,B2B,No ID,2
4458,3PD,2024-Q3,2024-W37,United Kingdom,CSB,No ID,2
4459,3PD,2024-Q3,2024-W37,United States,B2B,Have ID,23
4460,3PD,2024-Q3,2024-W37,United States,B2B,No ID,2
4461,3PD,2024-Q3,2024-W37,United States,CSB,Have ID,20
4462,3PD,2024-Q3,2024-W37,United States,CSB,No ID,2
4463,3PD,2024-Q3,2024-W38,Australia,B2B,Have ID,4
4464,3PD,2024-Q3,2024-W38,Australia,B2B,No ID,2
4465,3PD,2024-Q3,2024-W38,Australia,CSB,No ID,2
4466,3PD,2024-Q3,2024-W38,Austria,B2B,No ID,1
4467,3PD,2024-Q3,2024-W38,Belgium,B2B,No ID,2
4468,3PD,2024-Q3,2024-W38,Brazil,B2B,No ID,2
4469,3PD,2024-Q3,2024-W38,Canada,B2B,Have ID,4
4470,3PD,2024-Q3,2024-W38,Canada,B2B,No ID,2
4471,3PD,2024-Q3,2024-W38,Canada,CSB,Have ID,11
4472,3PD,2024-Q3,2024-W38,Canada,CSB,No ID,2
4473,3PD,2024-Q3,2024-W38,France,B2B,No ID,2
4474,3PD,2024-Q3,2024-W38,France,CSB,No ID,2
4475,3PD,2024-Q3,2024-W38,Germany,B2B,No ID,2
4476,3PD,2024-Q3,2024-W38,Germany,CSB,No ID,2
4477,3PD,2024-Q3,2024-W38,India,B2B,Have ID,4
4478,3PD,2024-Q3,2024-W38,India,B2B,No ID,2
4479,3PD,2024-Q3,2024-W38,India,CSB,No ID,2
4480,3PD,2024-Q3,2024-W38,Ireland,B2B,No ID,2
4481,3PD,2024-Q3,2024-W38,Italy,B2B,No ID,2
4482,3PD,2024-Q3,2024-W38,Japan,B2B,Have ID,4
4483,3PD,2024-Q3,2024-W38,Japan,B2B,No ID,2
4484,3PD,2024-Q3,2024-W38,Japan,CSB,No ID,1
4485,3PD,2024-Q3,2024-W38,Malaysia,B2B,Have ID,2
4486,3PD,2024-Q3,2024-W38,Malaysia,B2B,No ID,1
4487,3PD,2024-Q3,2024-W38,Malaysia,CSB,No ID,2
4488,3PD,2024-Q3,2024-W38,Mexico,B2B,No ID,2
4489,3PD,2024-Q3,2024-W38,Netherlands,B2B,No ID,2
4490,3PD,2024-Q3,2024-W38,Netherlands,CSB,No ID,2
4491,3PD,2024-Q3,2024-W38,New Zealand,CSB,No ID,2
4492,3PD,2024-Q3,2024-W38,Singapore,B2B,Have ID,4
4493,3PD,2024-Q3,2024-W38,Singapore,B2B,No ID,2
4494,3PD,2024-Q3,2024-W38,Singapore,CSB,No ID,2
4495,3PD,2024-Q3,2024-W38,South Africa,B2B,No ID,2
4496,3PD,2024-Q3,2024-W38,Spain,B2B,No ID,2
4497,3PD,2024-Q3,2024-W38,Spain,CSB,No ID,2
4498,3PD,2024-Q3,2024-W38,Sweden,B2B,No ID,2
4499,3PD,2024-Q3,2024-W38,Sweden,CSB,No ID,1
4500,3PD,2024-Q3,2024-W38,Switzerland,B2B,No ID,2
4501,3PD,2024-Q3,2024-W38,Switzerland,CSB,No ID,2
4502,3PD,2024-Q3,2024-W38,United Kingdom,B2B,No ID,2
4503,3PD,2024-Q3,2024-W38,United Kingdom,CSB,No ID,2
4504,3PD,2024-Q3,2024-W38,United States,B2B,Have ID,30
4505,3PD,2024-Q3,2024-W38,United States,B2B,No ID,2
4506,3PD,2024-Q3,2024-W38,United States,CSB,Have ID,21
4507,3PD,2024-Q3,2024-W38,United States,CSB,No ID,2
4508,3PD,2024-Q3,2024-W39,Australia,B2B,Have ID,9
4509,3PD,2024-Q3,2024-W39,Australia,B2B,No ID,2
4510,3PD,2024-Q3,2024-W39,Australia,CSB,No ID,2
4511,3PD,2024-Q3,2024-W39,Austria,B2B,No ID,1
4512,3PD,2024-Q3,2024-W39,Belgium,B2B,No ID,2
4513,3PD,2024-Q3,2024-W39,Brazil,B2B,No ID,2
4514,3PD,2024-Q3,2024-W39,Canada,B2B,Have ID,4
4515,3PD,2024-Q3,2024-W39,Canada,B2B,No ID,2
4516,3PD,2024-Q3,2024-W39,Canada,CSB,Have ID,11
4517,3PD,2024-Q3,2024-W39,Canada,CSB,No ID,2
4518,3PD,2024-Q3,2024-W39,France,B2B,No ID,2
4519,3PD,2024-Q3,2024-W39,France,CSB,No ID,2
4520,3PD,2024-Q3,2024-W39,Germany,B2B,No ID,2
4521,3PD,2024-Q3,2024-W39,Germany,CSB,No ID,2
4522,3PD,2024-Q3,2024-W39,India,B2B,Have ID,8
4523,3PD,2024-Q3,2024-W39,India,B2B,No ID,2
4524,3PD,2024-Q3,2024-W39,India,CSB,No ID,2
4525,3PD,2024-Q3,2024-W39,Ireland,B2B,No ID,2
4526,3PD,2024-Q3,2024-W39,Italy,B2B,No ID,2
4527,3PD,2024-Q3,2024-W39,Japan,B2B,Have ID,8
4528,3PD,2024-Q3,2024-W39,Japan,B2B,No ID,2
4529,3PD,2024-Q3,2024-W39,Japan,CSB,No ID,1
4530,3PD,2024-Q3,2024-W39,Malaysia,B2B,Have ID,4
4531,3PD,2024-Q3,2024-W39,Malaysia,B2B,No ID,1
4532,3PD,2024-Q3,2024-W39,Malaysia,CSB,No ID,2
4533,3PD,2024-Q3,2024-W39,Mexico,B2B,No ID,2
4534,3PD,2024-Q3,2024-W39,Netherlands,B2B,No ID,2
4535,3PD,2024-Q3,2024-W39,Netherlands,CSB,No ID,2
4536,3PD,2024-Q3,2024-W39,New Zealand,CSB,No ID,2
4537,3PD,2024-Q3,2024-W39,Norway,B2B,No ID,2
4538,3PD,2024-Q3,2024-W39,Singapore,B2B,Have ID,8
4539,3PD,2024-Q3,2024-W39,Singapore,B2B,No ID,2
4540,3PD,2024-Q3,2024-W39,Singapore,CSB,No ID,2
4541,3PD,2024-Q3,2024-W39,South Africa,B2B,No ID,1
4542,3PD,2024-Q3,2024-W39,Spain,B2B,No ID,2
4543,3PD,2024-Q3,2024-W39,Spain,CSB,No ID,2
4544,3PD,2024-Q3,2024-W39,Sweden,B2B,No ID,2
4545,3PD,2024-Q3,2024-W39,Sweden,CSB,No ID,1
4546,3PD,2024-Q3,2024-W39,Switzerland,B2B,No ID,2
4547,3PD,2024-Q3,2024-W39,Switzerland,CSB,No ID,2
4548,3PD,2024-Q3,2024-W39,United Kingdom,B2B,No ID,2
4549,3PD,2024-Q3,2024-W39,United Kingdom,CSB,No ID,2
4550,3PD,2024-Q3,2024-W39,United States,B2B,Have ID,38
4551,3PD,2024-Q3,2024-W39,United States,B2B,No ID,2
4552,3PD,2024-Q3,2024-W39,United States,CSB,Have ID,20
4553,3PD,2024-Q3,2024-W39,United States,CSB,No ID,2
4554,3PD,2024-Q4,2024-W40,Australia,B2B,Have ID,10
4555,3PD,2024-Q4,2024-W40,Australia,B2B,No ID,2
4556,3PD,2024-Q4,2024-W40,Australia,CSB,No ID,2
4557,3PD,2024-Q4,2024-W40,Austria,B2B,No ID,1
4558,3PD,2024-Q4,2024-W40,Belgium,B2B,No ID,2
4559,3PD,2024-Q4,2024-W40,Brazil,B2B,No ID,2
4560,3PD,2024-Q4,2024-W40,Canada,B2B,Have ID,4
4561,3PD,2024-Q4,2024-W40,Canada,B2B,No ID,2
4562,3PD,2024-Q4,2024-W40,Canada,CSB,Have ID,11
4563,3PD,2024-Q4,2024-W40,Canada,CSB,No ID,2
4564,3PD,2024-Q4,2024-W40,France,B2B,No ID,2
4565,3PD,2024-Q4,2024-W40,France,CSB,No ID,1
4566,3PD,2024-Q4,2024-W40,Germany,B2B,No ID,2
4567,3PD,2024-Q4,2024-W40,Germany,CSB,No ID,1
4568,3PD,2024-Q4,2024-W40,India,B2B,Have ID,8
4569,3PD,2024-Q4,2024-W40,India,B2B,No ID,2
4570,3PD,2024-Q4,2024-W40,India,CSB,No ID,2
4571,3PD,2024-Q4,2024-W40,Ireland,B2B,No ID,2
4572,3PD,2024-Q4,2024-W40,Italy,B2B,No ID,2
4573,3PD,2024-Q4,2024-W40,Japan,B2B,Have ID,9
4574,3PD,2024-Q4,2024-W40,Japan,B2B,No ID,2
4575,3PD,2024-Q4,2024-W40,Japan,CSB,No ID,1
4576,3PD,2024-Q4,2024-W40,Malaysia,B2B,Have ID,2
4577,3PD,2024-Q4,2024-W40,Malaysia,B2B,No ID,1
4578,3PD,2024-Q4,2024-W40,Malaysia,CSB,No ID,2
4579,3PD,2024-Q4,2024-W40,Mexico,B2B,No ID,2
4580,3PD,2024-Q4,2024-W40,Netherlands,B2B,No ID,2
4581,3PD,2024-Q4,2024-W40,Netherlands,CSB,No ID,1
4582,3PD,2024-Q4,2024-W40,New Zealand,CSB,No ID,1
4583,3PD,2024-Q4,2024-W40,Norway,B2B,No ID,1
4584,3PD,2024-Q4,2024-W40,Singapore,B2B,Have ID,8
4585,3PD,2024-Q4,2024-W40,Singapore,B2B,No ID,2
4586,3PD,2024-Q4,2024-W40,Singapore,CSB,No ID,2
4587,3PD,2024-Q4,2024-W40,South Africa,B2B,No ID,1
4588,3PD,2024-Q4,2024-W40,Spain,B2B,No ID,2
4589,3PD,2024-Q4,2024-W40,Spain,CSB,No ID,1
4590,3PD,2024-Q4,2024-W40,Sweden,B2B,No ID,2
4591,3PD,2024-Q4,2024-W40,Sweden,CSB,No ID,1
4592,3PD,2024-Q4,2024-W40,Switzerland,B2B,No ID,2
4593,3PD,2024-Q4,2024-W40,Switzerland,CSB,No ID,1
4594,3PD,2024-Q4,2024-W40,United Kingdom,B2B,No ID,2
4595,3PD,2024-Q4,2024-W40,United Kingdom,CSB,No ID,1
4596,3PD,2024-Q4,2024-W40,United States,B2B,Have ID,37
4597,3PD,2024-Q4,2024-W40,United States,B2B,No ID,2
4598,3PD,2024-Q4,2024-W40,United States,CSB,Have ID,19
4599,3PD,2024-Q4,2024-W40,United States,CSB,No ID,2
4600,3PD,2024-Q4,2024-W41,Australia,B2B,Have ID,10
4601,3PD,2024-Q4,2024-W41,Australia,B2B,No ID,2
4602,3PD,2024-Q4,2024-W41,Australia,CSB,No ID,2
4603,3PD,2024-Q4,2024-W41,Austria,B2B,No ID,1
4604,3PD,2024-Q4,2024-W41,Belgium,B2B,No ID,2
4605,3PD,2024-Q4,2024-W41,Brazil,B2B,No ID,2
4606,3PD,2024-Q4,2024-W41,Canada,B2B,Have ID,4
4607,3PD,2024-Q4,2024-W41,Canada,B2B,No ID,2
4608,3PD,2024-Q4,2024-W41,Canada,CSB,Have ID,11
4609,3PD,2024-Q4,2024-W41,Canada,CSB,No ID,2
4610,3PD,2024-Q4,2024-W41,France,B2B,No ID,2
4611,3PD,2024-Q4,2024-W41,France,CSB,No ID,1
4612,3PD,2024-Q4,2024-W41,Germany,B2B,No ID,2
4613,3PD,2024-Q4,2024-W41,Germany,CSB,No ID,1
4614,3PD,2024-Q4,2024-W41,India,B2B,Have ID,8
4615,3PD,2024-Q4,2024-W41,India,B2B,No ID,2
4616,3PD,2024-Q4,2024-W41,India,CSB,No ID,2
4617,3PD,2024-Q4,2024-W41,Ireland,B2B,No ID,2
4618,3PD,2024-Q4,2024-W41,Italy,B2B,No ID,2
4619,3PD,2024-Q4,2024-W41,Japan,B2B,Have ID,9
4620,3PD,2024-Q4,2024-W41,Japan,B2B,No ID,2
4621,3PD,2024-Q4,2024-W41,Japan,CSB,No ID,1
4622,3PD,2024-Q4,2024-W41,Malaysia,B2B,Have ID,2
4623,3PD,2024-Q4,2024-W41,Malaysia,B2B,No ID,1
4624,3PD,2024-Q4,2024-W41,Malaysia,CSB,No ID,2
4625,3PD,2024-Q4,2024-W41,Mexico,B2B,No ID,2
4626,3PD,2024-Q4,2024-W41,Netherlands,B2B,No ID,2
4627,3PD,2024-Q4,2024-W41,Netherlands,CSB,No ID,1
4628,3PD,2024-Q4,2024-W41,New Zealand,CSB,No ID,1
4629,3PD,2024-Q4,2024-W41,Norway,B2B,No ID,1
4630,3PD,2024-Q4,2024-W41,Singapore,B2B,Have ID,8
4631,3PD,2024-Q4,2024-W41,Singapore,B2B,No ID,2
4632,3PD,2024-Q4,2024-W41,Singapore,CSB,No ID,2
4633,3PD,2024-Q4,2024-W41,South Africa,B2B,No ID,1
4634,3PD,2024-Q4,2024-W41,Spain,B2B,No ID,2
4635,3PD,2024-Q4,2024-W41,Spain,CSB,No ID,1
4636,3PD,2024-Q4,2024-W41,Sweden,B2B,No ID,2
4637,3PD,2024-Q4,2024-W41,Switzerland,B2B,No ID,2
4638,3PD,2024-Q4,2024-W41,Switzerland,CSB,No ID,1
4639,3PD,2024-Q4,2024-W41,United Kingdom,B2B,No ID,2
4640,3PD,2024-Q4,2024-W41,United Kingdom,CSB,No ID,1
4641,3PD,2024-Q4,2024-W41,United States,B2B,Have ID,33
4642,3PD,2024-Q4,2024-W41,United States,B2B,No ID,2
4643,3PD,2024-Q4,2024-W41,United States,CSB,Have ID,19
4644,3PD,2024-Q4,2024-W41,United States,CSB,No ID,2
4645,3PD,2024-Q4,2024-W42,Australia,B2B,Have ID,10
4646,3PD,2024-Q4,2024-W42,Australia,B2B,No ID,2
4647,3PD,2024-Q4,2024-W42,Australia,CSB,No ID,2
4648,3PD,2024-Q4,2024-W42,Austria,B2B,No ID,1
4649,3PD,2024-Q4,2024-W42,Belgium,B2B,No ID,2
4650,3PD,2024-Q4,2024-W42,Brazil,B2B,No ID,2
4651,3PD,2024-Q4,2024-W42,Canada,B2B,Have ID,4
4652,3PD,2024-Q4,2024-W42,Canada,B2B,No ID,2
4653,3PD,2024-Q4,2024-W42,Canada,CSB,Have ID,10
4654,3PD,2024-Q4,2024-W42,Canada,CSB,No ID,2
4655,3PD,2024-Q4,2024-W42,France,B2B,No ID,2
4656,3PD,2024-Q4,2024-W42,France,CSB,No ID,1
4657,3PD,2024-Q4,2024-W42,Germany,B2B,No ID,2
4658,3PD,2024-Q4,2024-W42,Germany,CSB,No ID,1
4659,3PD,2024-Q4,2024-W42,India,B2B,Have ID,8
4660,3PD,2024-Q4,2024-W42,India,B2B,No ID,2
4661,3PD,2024-Q4,2024-W42,India,CSB,No ID,2
4662,3PD,2024-Q4,2024-W42,Ireland,B2B,No ID,2
4663,3PD,2024-Q4,2024-W42,Italy,B2B,No ID,2
4664,3PD,2024-Q4,2024-W42,Japan,B2B,Have ID,9
4665,3PD,2024-Q4,2024-W42,Japan,B2B,No ID,2
4666,3PD,2024-Q4,2024-W42,Japan,CSB,No ID,1
4667,3PD,2024-Q4,2024-W42,Malaysia,B2B,Have ID,2
4668,3PD,2024-Q4,2024-W42,Malaysia,B2B,No ID,1
4669,3PD,2024-Q4,2024-W42,Malaysia,CSB,No ID,2
4670,3PD,2024-Q4,2024-W42,Mexico,B2B,No ID,2
4671,3PD,2024-Q4,2024-W42,Netherlands,B2B,No ID,2
4672,3PD,2024-Q4,2024-W42,Netherlands,CSB,No ID,1
4673,3PD,2024-Q4,2024-W42,New Zealand,CSB,No ID,1
4674,3PD,2024-Q4,2024-W42,Norway,B2B,No ID,1
4675,3PD,2024-Q4,2024-W42,Singapore,B2B,Have ID,8
4676,3PD,2024-Q4,2024-W42,Singapore,B2B,No ID,2
4677,3PD,2024-Q4,2024-W42,Singapore,CSB,No ID,2
4678,3PD,2024-Q4,2024-W42,South Africa,B2B,No ID,1
4679,3PD,2024-Q4,2024-W42,Spain,B2B,No ID,2
4680,3PD,2024-Q4,2024-W42,Spain,CSB,No ID,1
4681,3PD,2024-Q4,2024-W42,Sweden,B2B,No ID,2
4682,3PD,2024-Q4,2024-W42,Switzerland,B2B,No ID,2
4683,3PD,2024-Q4,2024-W42,Switzerland,CSB,No ID,1
4684,3PD,2024-Q4,2024-W42,United Kingdom,B2B,No ID,2
4685,3PD,2024-Q4,2024-W42,United Kingdom,CSB,No ID,1
4686,3PD,2024-Q4,2024-W42,United States,B2B,Have ID,29
4687,3PD,2024-Q4,2024-W42,United States,B2B,No ID,2
4688,3PD,2024-Q4,2024-W42,United States,CSB,Have ID,19
4689,3PD,2024-Q4,2024-W42,United States,CSB,No ID,2
4690,3PD,2024-Q4,2024-W43,Australia,B2B,Have ID,10
4691,3PD,2024-Q4,2024-W43,Australia,B2B,No ID,2
4692,3PD,2024-Q4,2024-W43,Australia,CSB,No ID,2
4693,3PD,2024-Q4,2024-W43,Austria,B2B,No ID,1
4694,3PD,2024-Q4,2024-W43,Belgium,B2B,No ID,2
4695,3PD,2024-Q4,2024-W43,Brazil,B2B,No ID,2
4696,3PD,2024-Q4,2024-W43,Canada,B2B,Have ID,4
4697,3PD,2024-Q4,2024-W43,Canada,B2B,No ID,2
4698,3PD,2024-Q4,2024-W43,Canada,CSB,Have ID,10
4699,3PD,2024-Q4,2024-W43,Canada,CSB,No ID,2
4700,3PD,2024-Q4,2024-W43,France,B2B,No ID,2
4701,3PD,2024-Q4,2024-W43,France,CSB,No ID,1
4702,3PD,2024-Q4,2024-W43,Germany,B2B,No ID,2
4703,3PD,2024-Q4,2024-W43,Germany,CSB,No ID,1
4704,3PD,2024-Q4,2024-W43,India,B2B,Have ID,8
4705,3PD,2024-Q4,2024-W43,India,B2B,No ID,2
4706,3PD,2024-Q4,2024-W43,India,CSB,No ID,2
4707,3PD,2024-Q4,2024-W43,Ireland,B2B,No ID,2
4708,3PD,2024-Q4,2024-W43,Italy,B2B,No ID,2
4709,3PD,2024-Q4,2024-W43,Japan,B2B,Have ID,9
4710,3PD,2024-Q4,2024-W43,Japan,B2B,No ID,2
4711,3PD,2024-Q4,2024-W43,Japan,CSB,No ID,1
4712,3PD,2024-Q4,2024-W43,Malaysia,B2B,Have ID,2
4713,3PD,2024-Q4,2024-W43,Malaysia,B2B,No ID,1
4714,3PD,2024-Q4,2024-W43,Malaysia,CSB,No ID,2
4715,3PD,2024-Q4,2024-W43,Mexico,B2B,No ID,2
4716,3PD,2024-Q4,2024-W43,Netherlands,B2B,No ID,2
4717,3PD,2024-Q4,2024-W43,Netherlands,CSB,No ID,1
4718,3PD,2024-Q4,2024-W43,New Zealand,CSB,No ID,1
4719,3PD,2024-Q4,2024-W43,Norway,B2B,No ID,1
4720,3PD,2024-Q4,2024-W43,Singapore,B2B,Have ID,7
4721,3PD,2024-Q4,2024-W43,Singapore,B2B,No ID,2
4722,3PD,2024-Q4,2024-W43,Singapore,CSB,No ID,2
4723,3PD,2024-Q4,2024-W43,South Africa,B2B,No ID,1
4724,3PD,2024-Q4,2024-W43,Spain,B2B,No ID,2
4725,3PD,2024-Q4,2024-W43,Spain,CSB,No ID,1
4726,3PD,2024-Q4,2024-W43,Sweden,B2B,No ID,2
4727,3PD,2024-Q4,2024-W43,Sweden,CSB,No ID,1
4728,3PD,2024-Q4,2024-W43,Switzerland,B2B,No ID,2
4729,3PD,2024-Q4,2024-W43,Switzerland,CSB,No ID,1
4730,3PD,2024-Q4,2024-W43,United Kingdom,B2B,No ID,2
4731,3PD,2024-Q4,2024-W43,United Kingdom,CSB,No ID,1
4732,3PD,2024-Q4,2024-W43,United States,B2B,Have ID,27
4733,3PD,2024-Q4,2024-W43,United States,B2B,No ID,2
4734,3PD,2024-Q4,2024-W43,United States,CSB,Have ID,19
4735,3PD,2024-Q4,2024-W43,United States,CSB,No ID,2
4736,3PD,2024-Q4,2024-W44,Australia,B2B,Have ID,8
4737,3PD,2024-Q4,2024-W44,Australia,B2B,No ID,2
4738,3PD,2024-Q4,2024-W44,Australia,CSB,No ID,2
4739,3PD,2024-Q4,2024-W44,Austria,B2B,No ID,1
4740,3PD,2024-Q4,2024-W44,Belgium,B2B,No ID,2
4741,3PD,2024-Q4,2024-W44,Brazil,B2B,No ID,2
4742,3PD,2024-Q4,2024-W44,Canada,B2B,Have ID,3
4743,3PD,2024-Q4,2024-W44,Canada,B2B,No ID,2
4744,3PD,2024-Q4,2024-W44,Canada,CSB,Have ID,10
4745,3PD,2024-Q4,2024-W44,Canada,CSB,No ID,2
4746,3PD,2024-Q4,2024-W44,France,B2B,No ID,2
4747,3PD,2024-Q4,2024-W44,France,CSB,No ID,1
4748,3PD,2024-Q4,2024-W44,Germany,B2B,No ID,2
4749,3PD,2024-Q4,2024-W44,Germany,CSB,No ID,1
4750,3PD,2024-Q4,2024-W44,India,B2B,Have ID,6
4751,3PD,2024-Q4,2024-W44,India,B2B,No ID,2
4752,3PD,2024-Q4,2024-W44,India,CSB,No ID,2
4753,3PD,2024-Q4,2024-W44,Ireland,B2B,No ID,2
4754,3PD,2024-Q4,2024-W44,Italy,B2B,No ID,2
4755,3PD,2024-Q4,2024-W44,Japan,B2B,Have ID,8
4756,3PD,2024-Q4,2024-W44,Japan,B2B,No ID,2
4757,3PD,2024-Q4,2024-W44,Japan,CSB,No ID,1
4758,3PD,2024-Q4,2024-W44,Malaysia,B2B,Have ID,2
4759,3PD,2024-Q4,2024-W44,Malaysia,B2B,No ID,1
4760,3PD,2024-Q4,2024-W44,Malaysia,CSB,No ID,2
4761,3PD,2024-Q4,2024-W44,Mexico,B2B,No ID,2
4762,3PD,2024-Q4,2024-W44,Netherlands,B2B,No ID,2
